study_id,site_id,core_id,method_id,depth_min,depth_max,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,be7_activity,be7_activity_se
Stevens_et_al_2024,PI,PI_M,single set of methods,20,22,NA,NA,disintegrationsPerMinutePerGram,4.262532026285118,1.890592660614297,12.595865359618452,1.6044751815994684,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,22,24,NA,NA,disintegrationsPerMinutePerGram,-3.4549566482176894,1.7983204367865513,4.8783766851156445,1.4946425637469893,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,24,26,NA,NA,disintegrationsPerMinutePerGram,-4.5410006743112366,1.785818009617476,3.792332659022096,1.4795762783561122,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,26,28,NA,NA,disintegrationsPerMinutePerGram,-5.503765783506517,1.5397084422695848,2.829567549826816,1.1707698694432784,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,28,30,NA,NA,disintegrationsPerMinutePerGram,-5.591255305715082,1.700016272211456,2.7420780276182506,1.374792830132502,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,30,32,NA,NA,disintegrationsPerMinutePerGram,-6.9552047624464794,1.8129356125023655,1.3781285708868534,1.51219560080015,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,36,38,NA,NA,disintegrationsPerMinutePerGram,-7.620535916775806,1.6741929880651207,0.7127974165575276,1.3427293700840903,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,42,44,NA,NA,disintegrationsPerMinutePerGram,-6.534244717745303,1.857379470495851,1.79908861558803,1.5652023822558694,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,48,50,NA,NA,disintegrationsPerMinutePerGram,-6.6586621570045965,1.5940235294464122,1.674671176328737,1.2413343676982431,disintegrationsPerMinutePerGram,0.5,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,0,2,NA,NA,disintegrationsPerMinutePerGram,751.1385364200852,50.19423283187229,756.1991390842262,50.18427053948484,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,4,6,NA,NA,disintegrationsPerMinutePerGram,310.15153793729195,23.827533427139905,315.2121406014329,23.80654005145371,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,8,10,NA,NA,disintegrationsPerMinutePerGram,115.47320153797581,22.00043212505678,120.53380420211684,21.97769354798702,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,10,12,0.9404907231134113,1.7069905093034858,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,12,14,1.3207445731972993,1.0433352157194924,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.303636159848462,1,disintegrationsPerMinutePerGram,106.79339861749024,56.56603974883878
Stevens_et_al_2024,PI,PI_H,single set of methods,14,16,0.19836191749298815,0.9912444143147867,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,16,18,0.12431838561982304,0.4503392039080633,disintegrationsPerMinutePerGram,31.264704792819607,28.22421756338193,36.32530745696064,28.20649671733654,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,20,22,NA,NA,disintegrationsPerMinutePerGram,15.898475817109091,36.35363397109333,20.959078481250124,36.339877585157474,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,24,26,NA,NA,disintegrationsPerMinutePerGram,12.882082820362813,23.252407658375883,17.942685484503848,23.23089455684601,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,28,30,NA,NA,disintegrationsPerMinutePerGram,9.105674621727763,8.211579070812235,14.166277285868796,8.150462001396088,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,32,34,NA,NA,disintegrationsPerMinutePerGram,8.118011108754423,10.187167015111136,13.178613772895456,10.13796684714289,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,36,38,NA,NA,disintegrationsPerMinutePerGram,4.934552388800579,10.551361096709615,9.99515505294161,10.503866954277223,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,40,42,NA,NA,disintegrationsPerMinutePerGram,3.134833582115837,10.139828062290949,8.19543624625687,10.090397075081981,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,44,46,NA,NA,disintegrationsPerMinutePerGram,5.6763966536827315,7.897707442069689,10.736999317823765,7.83414212537167,disintegrationsPerMinutePerGram,0.303636159848462,1,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,0,2,2.647671895335156,1.6539506623206277,disintegrationsPerMinutePerGram,207.55406980396944,14.459910050156292,222.55406980396947,14.398306180965633,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,2,4,3.691136807430897,1.6622183042806964,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,4,6,5.336309735264362,1.469200657024485,disintegrationsPerMinutePerGram,208.3940122650291,14.644505084059174,223.39401226502912,14.583680995525693,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,6,8,5.635414998211112,1.0005458512278285,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,8,10,4.257917145449233,1.5485788215828034,disintegrationsPerMinutePerGram,171.43538135662416,12.241957881583382,186.43538135662416,12.1691312342617,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,262.8966709179345,389.0602746572288
Stevens_et_al_2024,BAY,BAY_W,single set of methods,10,12,5.184579712300973,1.4857484655373725,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,12,14,5.076578726978518,1.734877627277616,disintegrationsPerMinutePerGram,140.5314990664824,10.234890291163435,155.53149906648238,10.147669756864074,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,14,16,1.2797515299363442,1.575154595173661,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,16,18,4.527763840156821,0.8994712314130633,disintegrationsPerMinutePerGram,108.86900932846282,8.220154056826129,123.86900932846284,8.111297981222075,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,18,20,5.9034583076811025,1.3858623266803047,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,20,22,7.020469361814761,1.3903465178104109,disintegrationsPerMinutePerGram,98.67263795276318,7.68742137084738,113.6726379527632,7.570909427220961,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,368.59586984443007,385.9962430245654
Stevens_et_al_2024,BAY,BAY_W,single set of methods,22,24,4.930782465902765,1.4926958594629807,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,24,26,7.573304218966918,0.9959607979265702,disintegrationsPerMinutePerGram,103.60728267558557,8.126219087730512,118.60728267558557,8.016087504763027,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,26,28,3.838217552375756,1.0676820610348248,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,28,30,5.721435593160045,1.003019920468642,disintegrationsPerMinutePerGram,89.9320299971321,7.191946249157292,104.93202999713212,7.067270553260987,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,30,32,5.15300033740629,1.558770006019822,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,31,33,5.939853599922173,1.3665540088580959,disintegrationsPerMinutePerGram,72.83286461054352,7.005766002042504,87.83286461054352,6.877716154189328,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,34,36,5.534298827082419,1.4509257564040865,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,36,38,6.107206741228622,1.2189478673662075,disintegrationsPerMinutePerGram,71.11624805826118,7.399013811279627,86.11624805826118,7.2778862042305175,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,38,40,8.65046016559477,1.4671899951199339,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,40,42,7.234931176417148,1.5379398845357513,disintegrationsPerMinutePerGram,85.4267887990833,8.132455905392467,100.4267887990833,8.022409941867533,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,42,44,8.397952287802518,1.3867772064318844,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,44,46,8.776611333995492,1.378783820080567,disintegrationsPerMinutePerGram,79.21550111491543,7.599484375653272,94.21550111491544,7.48160310348126,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,46,48,8.4217742023583,0.8391307011312262,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_W,single set of methods,48,50,9.846282408037933,1.5500564057123885,disintegrationsPerMinutePerGram,69.20583081882813,6.934523208509153,84.20583081882813,6.805132941506308,disintegrationsPerMinutePerGram,0.9,1.3333333333333333,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,0,2,8.03141416707088,2.2331613318297365,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,2,4,3.870895956083773,2.091099098479308,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,414.48779117778986,468.480843000029
Stevens_et_al_2024,BAY,BAY_M,single set of methods,4,6,1.355008429347947,2.153728596291827,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,6,8,4.376495507795286,1.7781633638387846,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,8,10,3.826800386836569,1.3892527232717646,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,265.08102329219525,337.5875445282347
Stevens_et_al_2024,BAY,BAY_M,single set of methods,10,12,7.437220320172421,1.8691772855403077,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,773.7388878804654,507.575206517356
Stevens_et_al_2024,BAY,BAY_M,single set of methods,12,14,5.18187063473077,1.7809322422958564,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,733.1322920577929,468.14438766920097
Stevens_et_al_2024,BAY,BAY_M,single set of methods,14,16,6.9208358412981434,2.1678865941283223,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,16,18,4.435814122986381,2.3736454240372216,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,412.63697511300967,610.283060091455
Stevens_et_al_2024,BAY,BAY_M,single set of methods,18,20,8.018621492668593,1.6783156024502393,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,20,22,7.611730979141441,2.199813042429679,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,22,24,2.0434600973626686,3.6338796424661743,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,24,26,7.879361616887393,2.703195995452104,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,653.1806875579036,750.4224226904797
Stevens_et_al_2024,BAY,BAY_M,single set of methods,26,28,7.762843369160217,1.560224306332535,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,412.28683727079226,445.2883157813124
Stevens_et_al_2024,BAY,BAY_M,single set of methods,28,30,8.235504415434132,2.0246729223328677,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,1069.8689155392972,600.1152399234708
Stevens_et_al_2024,BAY,BAY_M,single set of methods,30,32,13.15039851906314,1.739177174019502,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,581.766421910832,541.1051434406395
Stevens_et_al_2024,BAY,BAY_M,single set of methods,32,34,13.066093782631958,2.1637881655466096,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,34,36,11.742042181286653,1.6475181323738077,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,413.27799938853633,501.0054199108352
Stevens_et_al_2024,BAY,BAY_M,single set of methods,36,38,14.607942185632334,1.6738319679178495,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,38,40,15.300217972596721,1.4092766638348115,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,40,42,13.878426234491116,2.1836059807941393,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,1207.139731793587,678.0547169385164
Stevens_et_al_2024,BAY,BAY_M,single set of methods,42,44,19.572453754667603,2.4078108793498245,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_M,single set of methods,44,46,14.181721424136954,2.8137937872289505,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,1586.476250296074,931.4143719853312
Stevens_et_al_2024,BAY,BAY_M,single set of methods,46,48,14.49800117605176,3.0649524518918225,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,555.1951678335336,1002.5342721905212
Stevens_et_al_2024,BAY,BAY_M,single set of methods,48,50,23.531771374177797,1.3334108993104756,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,332.54660077475944,428.8299196750506
Stevens_et_al_2024,BAY,BAY_H,single set of methods,0,2,4.1545340736296055,1.7168272453406768,disintegrationsPerMinutePerGram,184.8550846757439,12.559995467684578,192.35508467574388,12.505693704754888,disintegrationsPerMinutePerGram,0.4484974344645018,1.1625716626542946,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_H,single set of methods,2,4,2.507544535148386,1.9147298598332956,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BAY,BAY_H,single set of methods,4,6,9.614261083826438,2.637867878034145,disintegrationsPerMinutePerGram,134.6090400385785,9.47153019729739,142.1090400385785,9.39940280907278,disintegrationsPerMinutePerGram,0.4484974344645018,1.1625716626542946,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_H,single set of methods,6,8,7.632579015865557,1.9829194028475006,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,18.726438437103827,48.6154413594231
Stevens_et_al_2024,BAY,BAY_H,single set of methods,8,10,10.022479413131903,2.102562489321553,disintegrationsPerMinutePerGram,59.544128341299555,4.817164088675142,67.04412834129955,4.673752105761526,disintegrationsPerMinutePerGram,0.4484974344645018,1.1625716626542946,disintegrationsPerMinutePerGram,96.16882805320557,54.44281730776209
Stevens_et_al_2024,BAY,BAY_H,single set of methods,10,12,16.071408320108066,2.0050761557254746,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,36.769851530889646,49.58085759932669
Stevens_et_al_2024,BAY,BAY_H,single set of methods,12,14,19.97836431582146,1.9966065226709444,disintegrationsPerMinutePerGram,57.67498729169879,4.837530090017339,65.1749872916988,4.6947402761720545,disintegrationsPerMinutePerGram,0.4484974344645018,1.1625716626542946,disintegrationsPerMinutePerGram,NA,NA
Stevens_et_al_2024,BAY,BAY_H,single set of methods,14,16,18.547751172795966,3.1336765578208956,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA,38.102023881543765,83.21830352486678
