ID,SITEID,PLOT,MEAS,MDATE,PROJID,LANDCOVID,PROTOID,LATITUDE,LONGITUDE,TREE_AREA,SAP_AREA,UND_AREA,PLOT_DESCRIPTION,NOTES
22,20,26,1,12/31/15 0:00,2,1,6,-7.83,39.27,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
23,20,27,1,12/31/15 0:00,2,1,6,-7.85,39.31,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
24,20,28,1,12/31/15 0:00,2,1,6,-7.76,39.29,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
25,20,29,1,12/31/15 0:00,2,1,6,-7.78,39.28,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
26,20,31,1,12/31/15 0:00,2,1,6,-7.79,39.3,498.75,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
27,20,32,1,12/31/15 0:00,2,1,6,-7.79,39.35,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
28,20,33,1,12/31/15 0:00,2,1,6,-7.8,39.27,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
29,20,34,1,12/31/15 0:00,2,1,6,-7.81,39.35,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
30,20,35,1,12/31/15 0:00,2,1,6,-7.81,39.35,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
31,20,36,1,12/31/15 0:00,2,1,6,-7.82,39.32,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
32,20,38,1,12/31/15 0:00,2,1,6,-7.83,39.33,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
33,20,39,1,12/31/15 0:00,2,1,6,-7.79,39.37,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
34,20,39A,1,12/31/15 0:00,2,1,6,-7.82,39.26,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
35,20,40,1,12/31/15 0:00,2,1,6,-7.8,39.35,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
36,20,41,1,12/31/15 0:00,2,1,6,-7.81,39.3,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
37,20,42,1,12/31/15 0:00,2,1,6,-7.81,39.29,498.75,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
38,20,43,1,12/31/15 0:00,2,1,6,-7.82,39.33,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
39,20,44,1,12/31/15 0:00,2,1,6,-7.82,39.29,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
40,20,45,1,12/31/15 0:00,2,1,6,-7.84,39.33,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
41,20,46,1,12/31/15 0:00,2,1,6,-7.85,39.23,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
42,20,47,1,12/31/15 0:00,2,1,6,-7.79,39.29,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
43,20,48,1,12/31/15 0:00,2,1,6,-7.81,39.3,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
44,20,49,1,12/31/15 0:00,2,1,6,-7.82,39.3,498.75,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
45,20,49A,1,12/31/15 0:00,2,1,6,-7.82,39.24,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
46,20,50,1,12/31/15 0:00,2,1,6,-7.85,39.23,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
47,20,51,1,12/31/15 0:00,2,1,6,-7.85,39.29,498.75,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
48,20,52B,1,12/31/15 0:00,2,1,6,-7.79,39.28,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
49,20,411A,1,12/31/15 0:00,2,1,6,-7.83,39.28,401.14,12.56,0,,"Exact MDATE unknown, last day of measurement year used."
