study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_method,depth_interval_notes
Beers_et_al_2023,Anchor_River,AR-2,gouge auger used,25,30,1.2288507298829139,0.049745407348242184,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,0,5,0.8361479831698824,0.08542671064873573,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,5,10,0.7355034589989126,0.08887672495750588,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,10,15,0.47328140019855763,0.14694511344910718,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,15,20,0.5430391914819853,0.11835138595701997,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,20,25,0.7009397341009492,0.10416968993373037,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,25,30,0.6277150646362667,0.15885154061624646,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,37,42,0.6795081235259203,0.12119601328903669,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,53,58,0.7044066122822039,0.15435783115202065,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,80,85,1.4849794876374278,0.055972732598390834,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,0,5,0.4142394142026443,0.09269080009222969,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,5,10,0.31800728044418064,0.17422077038246916,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,10,15,0.5355801505465587,0.1361582428105456,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,15,20,0.6559753746592216,0.12316542288557233,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,20,25,0.533899239913223,0.1724957949074878,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,25,30,0.48588822994857467,0.21019407695923745,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,37,42,1.04374044638683,0.07828040742959815,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,51,56,1.7692634985003126,0.029273229787068627,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-5,gouge auger used,0,5,0.2717822380274514,0.14012170643897154,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-5,gouge auger used,5,10,0.5156193367756983,0.16675324675324663,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-5,gouge auger used,10,15,0.7260483366863999,0.1315781991868767,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-5,gouge auger used,15,20,0.9687298093742285,0.07685556372607197,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-5,gouge auger used,20,25,1.2306366974308331,0.053190176477847254,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-5,gouge auger used,25,30,1.3784517762497832,0.04867918585882428,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,0,5,0.35561765586506483,0.12221379390827371,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,5,10,0.6923250671051043,0.10514205439968978,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,10,15,0.8255372347969513,0.08730117066512662,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,15,20,0.9153608967658229,0.09044214438737291,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,20,25,0.8614666995845,0.09620764309518642,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,25,30,0.8866803590845341,0.09160305343511412,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,37,42,0.7348731175114118,0.14759088537136894,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-6,gouge auger used,49,54,1.0839772446723013,0.06943768257059425,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,0,5,0.4294726668172482,0.19144275296009775,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,5,10,0.5612140377049267,0.13959576020254916,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,10,15,0.6915896687030199,0.11465756003119225,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,15,20,0.6476758784071271,0.13786397697513436,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,20,25,0.8134556896198517,0.11046163069544392,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,25,30,0.5502881185882452,0.17912058978409673,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,37,42,0.5967232748341414,0.17007421420256083,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-7,gouge auger used,54,59,1.5154459928666355,0.045491677728990196,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,0,5,0.9567533211117123,0.07013853054419887,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,5,10,1.24565983621627,0.05660477594496259,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,10,15,1.252698649493363,0.048499210110584695,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,15,20,1.2483913159954407,0.049151328812702615,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,20,25,1.2087848591974704,0.06419673366158195,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,25,30,1.21088599748914,0.062371048450209444,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,37,42,1.305437220614268,0.05835856573705168,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,57,62,1.0016126236388565,0.143382352941176,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-1,gouge auger used,69,74,1.4783609020186688,0.06813593539703927,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-2,gouge auger used,0,5,0.3827223398276017,0.188617793268956,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-2,gouge auger used,5,10,0.7960162417989948,0.13139297492540414,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-2,gouge auger used,10,15,0.8063118194281752,0.20100596125186243,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-2,gouge auger used,15,20,0.7957010710552441,0.2177514792899409,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-2,gouge auger used,20,25,0.8034752827344215,0.21161070673867083,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-2,gouge auger used,25,30,0.6089098769258247,0.2152925980006738,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-2,gouge auger used,37,42,0.5956727056883067,0.24280668601381294,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,0,5,0.3625514122275743,0.24755978526110242,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,5,10,0.5468212404069905,0.17496916724757344,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,10,15,0.47569770923397753,0.15194094438080644,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,15,20,0.9810214683804951,0.10655438237550716,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,20,25,0.7279393611489026,0.1559665610315816,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,25,30,0.860626244267832,0.15311662428699027,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,37,42,1.0346004948180678,0.1094543515061571,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-3,gouge auger used,72,77,0.7630283706197832,0.1437384167328566,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,0,5,0.8650386346803381,0.10434954527481202,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,5,10,1.0839772446723013,0.10709909183998953,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,10,15,1.4388595021352817,0.07416009078673048,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,15,20,1.5706008730229604,0.056868318091545994,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,20,25,1.6018027766542524,0.02859084510460676,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,25,30,1.5136600253187167,0.05147723574295688,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,37,42,1.2380957383662599,0.060636552215238906,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-4,gouge auger used,72,77,1.39557605332689,0.07053514034711783,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-5,gouge auger used,0,5,1.3205654163142881,0.06892627672053128,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-5,gouge auger used,5,10,1.4162722654998345,0.06529154010854951,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-5,gouge auger used,10,15,1.6524402094834876,0.03536572077891752,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-5,gouge auger used,15,20,1.573227295887547,0.0678699159943441,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-5,gouge auger used,20,25,1.597285329327163,0.07639785938365057,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-5,gouge auger used,25,30,1.5695503038771255,0.0621282962408828,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-5,gouge auger used,54,59,1.6675684051835082,0.041704234607332226,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,0,5,1.196598257105787,0.16779861949765648,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,5,10,1.4529371286894674,0.048073996882983076,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,10,15,1.6767083567522705,0.03577393983621138,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,15,20,1.563667116660451,0.02686850429281517,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,20,25,1.31699348121845,0.25366277278202654,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,25,30,1.1726452805807548,0.24406452552618155,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,33,38,1.3765607517872809,0.12625205393116806,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,44,49,1.5640873443187848,0.06771424517593613,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-6,gouge auger used,62,67,1.6218686473396964,0.16758614014711548,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,0,5,0.2657288586091516,0.29669573916033587,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,5,10,0.5009817568667826,0.19615872649671215,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,10,15,0.6336654882782748,0.1916764361078546,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,15,20,1.030973930126646,0.08835095691689206,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,20,25,0.885466951721095,0.10294181738940957,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,25,30,0.6851486292699069,0.15873084958217237,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,37,42,1.2479668860605235,0.06768307845331306,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,59,62,0.640981651809868,0.06267057013844118,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,72,77,1.298150473018758,0.13997650743931056,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-7,gouge auger used,95,100,0.3196430166042454,0.3990910566466488,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,0,5,0.7426651888660682,0.10015021236921101,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,5,10,0.9989746445136652,0.0588406250698631,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,10,15,1.181911300447017,0.052726331105576625,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,15,20,1.3333371854202014,0.041547894368849085,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,20,25,1.4648484816649419,0.045088775828055254,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,25,30,1.5968556465465167,0.05544254941845292,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,37,42,1.2133884531945183,0.07782375623060274,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,47,52,0.5715484863925032,0.20152205177372948,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Beluga_Marsh,BM-8,gouge auger used,61,66,1.1061263939739354,0.11838429201806883,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,1,3,0.5286666666666665,0.04744172190362756,0.018907747017952888,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,5,7,1.2302857142857144,0.04553154007724083,0.025720095788570686,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,9,11,1.2254285714285715,0.04134880441053845,0.02888263938442096,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,13,15,1.2091428571428569,0.03724613241439911,0.02888263938442096,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,17,19,1.3082857142857143,0.03291950340408501,0.03279832154863303,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,21,23,1.3582857142857143,0.0345527080938523,0.023354533396883335,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,25,27,1.2671428571428573,0.03290766208251366,0.029928904825671444,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,29,31,1.167714285714286,0.030130388817103972,0.02162748204041609,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Carrie_Bow_Cay,CBC-1,piston corer used,37,39,1.2637142857142858,0.03510022977577031,0.02318746213668895,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,0,5,0.5591128994132571,0.21588415971917468,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,5,10,0.6572360576342234,0.16272922517759728,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,10,15,0.5780231440382827,0.18242466068553032,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,15,20,0.5035377915985985,0.16362359550561537,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,20,25,0.6426331465071203,0.1527848748083823,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,25,30,0.6984183681509458,0.12730931644233295,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,37,42,0.8401401459240544,0.10314926490875459,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,72,77,0.6187852268966714,0.11774268462610095,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,122,127,0.7048268399405379,0.12564147938417908,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,172,177,0.6237229018820947,0.1452762923351142,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,217,222,0.6985234250655292,0.1249173826834099,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,257,262,0.7013599617592832,0.11620008887196069,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,272,277,0.8146113156802699,0.1179053504634899,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,320,325,0.7453788089697594,0.11543832428239038,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Camp,CC-1,gouge auger used,345,350,0.6488315044675453,0.13771469710994494,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,China_Poot,CP-1,gouge auger used,0,5,0.6323375688779397,0.11392315826577365,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,China_Poot,CP-1,gouge auger used,5,10,1.2441890394121016,0.06363566071290502,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
