"","study_id","country","site_id","core_id","core_latitude","core_longitude","core_date","Data_owner","core_position_accuracy_flag","core_position_accuracy","landscape_position","hydrogeomorphology","Dominant species","core_length","core_length_flag","vegetation_class","vegetation_notes"
"83","Chen and Twilley 1999","USA","Everglades","M0020",25.378163,-81.033439,"1997","R. R. Twilley, rtwilley@usl.edu","approximate",2500,"outer/central","riverine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"84","Chen and Twilley 1999","USA","Everglades","M0021",25.417346,-80.954333,"1997","R. R. Twilley, rtwilley@usl.edu","approximate",2500,"outer/central","riverine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"85","Alongi 1996","Australia","Hinchinbrook","M0022",-18.247934,146.233685,"1989","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",25,"outer/central","estuarine",NA,0.2,"core depth limited by length of corer","forested","mangrove"
"86","Alongi 1996","Australia","Hinchinbrook","M0023",-18.248799,146.233672,"1989","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",25,"central","estuarine",NA,0.2,"core depth limited by length of corer","forested","mangrove"
"87","Alongi 1996","Australia","Hinchinbrook","M0024",-18.24988,146.233706,"1989","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",25,"central","estuarine",NA,0.2,"core depth limited by length of corer","forested","mangrove"
"88","Alongi 1996","Australia","Hinchinbrook","M0025",-18.247089,146.233773,"1989","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",25,"outer","estuarine",NA,0.2,"core depth limited by length of corer","forested","mangrove"
"89","Alongi et al 2000","Australia","Port Headland","M0026",-20.322908,118.651878,"1994","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",40,"outer/central","estuarine","Rhizophora stylosa",0.68943,"core depth limited by length of corer","forested","mangrove"
"90","Alongi et al 2000","Australia","Port Headland","M0027",-20.321774,118.651121,"1994","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",40,"central","estuarine","Avicennia marina",0.82095,"core depth limited by length of corer","forested","mangrove"
"91","Alongi et al 2000","Australia","Dampier","M0028",-20.728059,116.620908,"1994","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",40,"outer","estuarine","Rhizophora stylosa",0.85178,"core depth limited by length of corer","forested","mangrove"
"92","Alongi et al 2000","Australia","Dampier","M0029",-20.72806,116.625047,"1994","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",40,"outer","estuarine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"93","Alongi et al 2000","Australia","Cape Range National Park","M0030",-21.964478,113.946274,"1994","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",40,"outer","estuarine","Rhizophora stylosa",0.82121,"core depth limited by length of corer","forested","mangrove"
"94","Alongi et al 2000","Australia","Cape Range National Park","M0031",-22.310318,114.121795,"1994","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",40,"central","estuarine","Avicennia marina",0.52013,"core depth limited by length of corer","forested","mangrove"
"95","Matsui 1998","Australia","Hinchinbrook","M0032",-18.442721,146.186194,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"96","Matsui 1998","Australia","Hinchinbrook","M0033",-18.442462,146.18623,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"97","Matsui 1998","Australia","Hinchinbrook","M0034",-18.442197,146.186261,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"98","Matsui 1998","Australia","Hinchinbrook","M0035",-18.441938,146.186312,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"99","Matsui 1998","Australia","Hinchinbrook","M0036",-18.441679,146.186347,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"100","Matsui 1998","Australia","Hinchinbrook","M0037",-18.441423,146.186399,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"101","Matsui 1998","Australia","Hinchinbrook","M0038",-18.44117,146.186447,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"102","Matsui 1998","Australia","Hinchinbrook","M0039",-18.440898,146.186483,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"outer/central","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"103","Matsui 1998","Australia","Hinchinbrook","M0040",-18.44063,146.186519,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"104","Matsui 1998","Australia","Hinchinbrook","M0041",-18.440358,146.186545,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"105","Matsui 1998","Australia","Hinchinbrook","M0042",-18.440094,146.18658,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"106","Matsui 1998","Australia","Hinchinbrook","M0043",-18.439847,146.186604,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central/back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"107","Matsui 1998","Australia","Hinchinbrook","M0044",-18.439568,146.186662,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central/back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"108","Matsui 1998","Australia","Hinchinbrook","M0045",-18.439432,146.186671,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"109","Matsui 1998","Australia","Hinchinbrook","M0046",-18.439263,146.186688,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"110","Matsui 1998","Australia","Hinchinbrook","M0047",-18.439041,146.186717,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"111","Matsui 1998","Australia","Hinchinbrook","M0048",-18.438787,146.186745,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"112","Matsui 1998","Australia","Hinchinbrook","M0049",-18.438536,146.186804,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"113","Matsui 1998","Australia","Hinchinbrook","M0050",-18.438278,146.186847,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central/back","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"114","Matsui 1998","Australia","Hinchinbrook","M0051",-18.438016,146.186906,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"115","Matsui 1998","Australia","Hinchinbrook","M0052",-18.437749,146.186938,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",10,"central","marine/estuarine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"116","Matsui 1998","Australia","Hinchinbrook","M0053",-18.358774,146.145808,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"outer","marine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"117","Matsui 1998","Australia","Hinchinbrook","M0054",-18.358774,146.145808,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"outer","marine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"118","Matsui 1998","Australia","Hinchinbrook","M0055",-18.358643,146.14801,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"outer","marine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"119","Matsui 1998","Australia","Hinchinbrook","M0056",-18.358643,146.14801,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"outer","marine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"120","Matsui 1998","Australia","Hinchinbrook","M0057",-18.424325,146.195218,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"outer","marine",NA,0.4,"core depth limited by length of corer","forested","mangrove"
"121","Matsui 1998","Australia","Hinchinbrook","M0058",-18.424325,146.195218,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"outer","marine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"122","Matsui 1998","Australia","Hinchinbrook","M0059",-18.424325,146.195218,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"outer","marine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"123","Matsui 1998","Australia","Hinchinbrook","M0060",-18.42286,146.19197,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central","marine/estuarine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"124","Matsui 1998","Australia","Hinchinbrook","M0061",-18.42286,146.19197,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central","marine/estuarine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"125","Matsui 1998","Australia","Hinchinbrook","M0062",-18.42286,146.19197,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central","marine/estuarine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"126","Matsui 1998","Australia","Hinchinbrook","M0063",-18.421099,146.193129,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central/outer","marine/estuarine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"127","Matsui 1998","Australia","Hinchinbrook","M0064",-18.421099,146.193129,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central/outer","marine/estuarine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"128","Matsui 1998","Australia","Hinchinbrook","M0065",-18.421099,146.193129,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central/outer","marine/estuarine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"129","Matsui 1998","Australia","Hinchinbrook","M0066",-18.40913,146.21997,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central","riverin",NA,0.4,"core depth limited by length of corer","forested","mangrove"
"130","Matsui 1998","Australia","Hinchinbrook","M0067",-18.40913,146.21997,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central","riverine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"131","Matsui 1998","Australia","Hinchinbrook","M0068",-18.40913,146.21997,"1996","N. Matsui, matui_naohiro@kanso.co.jp","estimated from GE",25,"central","riverine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"132","Mckee et al 2002","Belize","Twin Cays","M0069",16.829848,-88.103264,"1995","K. L. McKee","approximate",750,"outer","marine",NA,0.2,"core depth limited by length of corer","forested","mangrove"
"133","Mckee et al 2002","Belize","Twin Cays","M0070",16.829848,-88.103264,"1995","K. L. McKee","approximate",750,"central","marine",NA,0.2,"core depth limited by length of corer","forested","mangrove"
"134","Mckee et al 2002","Belize","Twin Cays","M0071",16.829848,-88.103264,"1995","K. L. McKee","approximate",750,"back","marine",NA,0.2,"core depth limited by length of corer","forested","mangrove"
"135","Wooller et al 2003","Belize","Twin Cays","M0072",16.831347,-88.106153,"2001","M. Wooller, mjwooller@alaska.edu","estimated from GE",25,"central","marine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
"136","Wooller et al 2003","Belize","Twin Cays","M0073",16.834478,-88.106216,"2001","M. Wooller, mjwooller@alaska.edu","estimated from GE",25,"outer","marine",NA,0.05,"core depth limited by length of corer","forested","mangrove"
