study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,redox,sand,silt,clay,moisture
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-2-core-1,50,55,NA,0.05320140259,-98,0.44291641730000003,0.4338288856,0.1232546971,0.315
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-2-core-1,0,5,NA,0.09879644674,-185.3333333,0.5149078019000001,0.21030301219999997,0.274789186,0.424
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-3-core-1,50,55,NA,0.07746317965,-82.66666667,NA,NA,NA,0.406
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-3-core-1,0,5,NA,0.09487620920999999,-141.3333333,0.4430404129,0.3493205393,0.2076390478,0.425
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-4-core-1,50,55,NA,NA,-105.6666667,0.26625119070000003,0.6434943694,0.09025443995,NA
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-4-core-1,0,5,NA,NA,-139.6666667,0.4136886281,0.3124765142,0.2738348577,NA
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-1,0,5,NA,0.048327366219999994,205.21,0.1204696274,0.6891271057,0.10801429300000001,0.28556010270000004
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-2,0,5,NA,0.1198145147,-49,0.1392318244,0.7942386831,0.02674897119,0.40546780509999997
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-3,0,5,NA,0.1486095274,242,0.4076198882,0.6604883789,0.1809355693,0.4130408259
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-4,0,5,NA,0.5451295371,120,0.45091324200000005,0.4189497717,0.2151826484,0.7164865809
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-1,0,5,NA,0.03574371999,257.33,0.38103994280000003,0.3762386352,0.15527633059999998,0.1919703308
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-2,0,5,NA,0.04495238857,229.36,0.2562897188,0.5533211456,0.21315400019999997,0.08044833178
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-3,0,5,NA,0.045219624380000004,136.32,0.3163538874,0.4235924933,0.2166617019,0.1736222516
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-4,0,5,NA,0.07339264434000001,245.41,0.20844373789999998,0.4338456103,0.3740505211,0.1814018257
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-5,0,5,NA,0.227743521,133.65,0.2505850886,0.590772317,0.1836524604,0.5770884314
Bekker_2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-1,0,5,NA,0.08482496622999999,220.33,0.2627062706,0.5541914191,0.2077887789,0.4123430724
Bekker_2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-2,0,5,NA,0.18770122709999998,-88,0.320582878,0.2765027322,0.2531876138,0.4711489361
Bekker_2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-3,0,5,NA,0.2325956469,-116,0.1715386358,0.8119193292999999,0.1479719012,0.6443250616999999
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-1,0,5,NA,0.02342370287,-196.33,0.2017606472,0.5992148465,0.15251011180000001,0.2910832395
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-2,0,5,NA,0.02868938236,120.36,0.34838786149999995,0.4675201517,0.1838549075,0.2620786915
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-3,0,5,NA,0.029238323839999997,-87.67,0.3263120314,0.48720694989999996,0.160418898,0.3078388113
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-4,0,5,NA,0.05186580288,-65.33,0.05049130763,0.6456538170999999,0.2260015117,0.4970706019
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-1,0,5,NA,0.02566033812,-352.67,0.156009374,0.7907599598,0.11873674810000001,0.2670867119
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-2,0,5,NA,0.07507529007,121.67,0.34589399559999995,0.42706251780000004,0.1476829384,0.34759511699999995
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-3,0,5,NA,0.1098990446,119.33,0.2342062435,0.5997928687999999,0.1390738275,0.4514544576
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-4,0,5,NA,0.3391118978,243.51,0.16659759640000002,0.6002210250000001,0.2816687388,0.5054735015
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-5,0,5,NA,0.02329627814,-67.33,0.15014915480000002,0.4538725003,0.42503590760000004,0.26194917019999997
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-1,0,5,NA,0.015735144109999998,57,0.4181593576,0.3551575046,0.25838995260000003,0.21116689300000002
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-2,0,5,NA,0.020688443900000002,-254,0.2231705929,0.861955161,0.02993057926,0.26291136779999996
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-3,0,5,NA,0.023656376830000003,-134.67,0.1956548273,0.5922128646,0.1216892469,0.2957220073
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-4,0,5,NA,0.02433742675,-214,0.3560161648,0.39303871719999994,0.23360709159999998,0.3225669352
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 1,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 2,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 3,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 4,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 1,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 2,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 3,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 4,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 1,0,5,NA,0.01128251626,NA,0.2024,0.6761,0.1215,0.1043
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 2,0,5,NA,0.01592631342,NA,0.1233,0.7936,0.08310000000000001,0.1177
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 3,0,5,NA,0.0193531389,NA,0.1359,0.7419,0.1222,0.1219
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 1,0,5,NA,0.01024155088,NA,0.12960000000000002,0.8076000000000001,0.06280000000000001,0.0915
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 2,0,5,NA,0.01680200386,NA,0.26489999999999997,0.5939,0.1412,0.113
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 3,0,5,NA,0.02739025696,NA,0.20929999999999999,0.6759000000000001,0.1148,0.1427
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 1,0,5,NA,0.018927872590000002,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 2,0,5,NA,0.02836597463,NA,0.373744423,0.4717890421,0.15446653489999998,0.09504131234
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 3,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 1,0,5,NA,0.02925066002,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 2,0,5,NA,0.03574124866,NA,0.6591749077,0.06788522353,0.2729398688,0.1245149566
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 3,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 1,0,5,NA,0.00801996696,NA,0.0697,0.887,0.0434,0.0828
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 2,0,5,NA,0.00841025281,NA,0.0977,0.858,0.0443,0.0704
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 3,0,5,NA,0.01692380888,NA,0.1981,0.764,0.038,0.0736
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 1,0,5,NA,0.00621887517,NA,0.076,0.8874,0.0366,0.08199999999999999
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 2,0,5,NA,0.01438368266,NA,0.282,0.6109,0.10710000000000001,0.08199999999999999
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 3,0,5,NA,0.020524218940000002,NA,0.3392,0.5843,0.0766,0.0833
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 1,0,5,NA,0.01210420665,NA,0.28755905989999997,0.5627944712,0.1496464689,0.09610839843
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 2,0,5,NA,NA,NA,NA,NA,NA,0.08475214140000001
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 3,0,5,NA,NA,NA,NA,NA,NA,0.10264142279999999
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 1,0,5,NA,NA,NA,0.7415999999999999,0,0.2584,0.07555899651
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 2,0,5,NA,NA,NA,0.4904993613,0.36826489700000004,0.1412357417,0.08747885215000001
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 3,0,5,NA,NA,NA,0.7783,0,0.2217,0.1029144072
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 4,0,5,NA,0.1043,20.24,0.1215,NA,0.6761,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 5,0,5,NA,0.1177,12.33,0.08310000000000001,NA,0.7936,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 6,0,5,NA,0.1219,13.59,0.1222,NA,0.7419,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 4,0,5,NA,0.0915,12.96,0.06280000000000001,NA,0.8076000000000001,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 5,0,5,NA,0.113,26.49,0.1412,NA,0.5939,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 6,0,5,NA,0.1427,20.93,0.1148,NA,0.6759000000000001,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 4,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 5,0,5,NA,0.09504131234,37.3744423,0.15446653489999998,NA,0.4717890421,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 6,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 4,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 5,0,5,NA,0.1245149566,65.91749077,0.2729398688,NA,0.06788522353,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 6,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 4,0,5,NA,0.0828,6.97,0.0434,NA,0.887,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 5,0,5,NA,0.0704,9.77,0.0443,NA,0.858,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 6,0,5,NA,0.0736,19.81,0.038,NA,0.764,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 4,0,5,NA,0.08199999999999999,7.6,0.0366,NA,0.8874,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 5,0,5,NA,0.08199999999999999,28.2,0.10710000000000001,NA,0.6109,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 6,0,5,NA,0.0833,33.92,0.0766,NA,0.5843,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 4,0,5,NA,0.09610839843,28.75590599,0.1496464689,NA,0.5627944712,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 5,0,5,NA,0.08475214140000001,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 6,0,5,NA,0.10264142279999999,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 4,0,5,NA,0.07555899651,74.16,0.2584,NA,0,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 5,0,5,NA,0.08747885215000001,49.04993613,0.1412357417,NA,0.36826489700000004,NA
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 6,0,5,NA,0.1029144072,77.83,0.2217,NA,0,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 1,5,15,NA,0.01505148904,NA,NA,NA,NA,0.13491469990000002
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 2,5,15,NA,0.01506645725,NA,NA,NA,NA,0.1206165174
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 3,5,15,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 1,0,5,NA,0.02210163629,NA,NA,NA,NA,0.1848131506
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 2,0,5,NA,0.02478490538,NA,NA,NA,NA,0.16781950739999998
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 3,0,5,NA,0.02871044875,NA,NA,NA,NA,0.1516000472
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 1,100,120,NA,0.00861258763,NA,NA,NA,NA,0.09207216269
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 2,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 3,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 1,5,15,NA,0.0173587369,NA,NA,NA,NA,0.09283086846
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 2,5,15,NA,0.02925066002,NA,NA,NA,NA,0.1634929456
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 3,5,15,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 1,0,5,NA,0.03574124866,NA,NA,NA,NA,0.1524226085
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 2,0,5,NA,0.050420965090000006,NA,NA,NA,NA,0.1273983238
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 3,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 1,100,120,NA,0.00590095656,NA,NA,NA,NA,0.0741684868
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 2,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 3,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 1,5,15,NA,0.0180286287,NA,NA,NA,NA,0.1122090692
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 2,5,15,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 3,5,15,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 1,100,120,NA,0.01108388945,NA,NA,NA,NA,0.09140837527000001
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 2,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 3,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 1,0,5,NA,0.02134920979,NA,NA,NA,NA,0.1385736815
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 2,0,5,NA,0.02602054334,NA,NA,NA,NA,0.13000973229999999
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 3,0,5,NA,0.027441062930000003,NA,NA,NA,NA,0.1297962085
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 1,5,15,NA,0.011932707360000001,NA,NA,NA,NA,0.09267988825
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 2,5,15,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 3,5,1.5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 1,0,5,NA,0.02420544,NA,NA,NA,NA,0.1572399223
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 2,0,5,NA,0.02510078022,NA,NA,NA,NA,0.1235750073
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 3,0,5,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 1,100,120,NA,0.00931826478,NA,NA,NA,NA,0.09292466987999999
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 2,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 3,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 1,5,15,NA,0.01296741944,NA,NA,NA,NA,0.04236299161
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 2,5,15,NA,0.018927872590000002,NA,NA,NA,NA,0.1149772256
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 3,5,15,NA,0.023808014449999998,NA,NA,NA,NA,0.051132361109999996
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 1,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 2,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 3,100,120,NA,NA,NA,NA,NA,NA,NA
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 1,0,5,NA,0.01210420665,NA,NA,NA,NA,0.07691093453
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 2,0,5,NA,0.02702267643,NA,NA,NA,NA,0.06082010779
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 3,0,5,NA,0.02836597463,NA,NA,NA,NA,0.135658733
