study_id,site_id,core_id,year,month,day,latitude,longitude,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,salinity_class,salinity_method,habitat,inundation_class,inundation_method,core_length_flag
Marot_et_al_2020,Grand Bay,16CCT03_GB245G,2016,5,17,30.38799,-88.41109,other high resolution,NA,-2.439,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB245M,2016,5,17,30.38799,-88.41109,other high resolution,NA,-2.439,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB250G,2016,5,15,30.38371,-88.4054,other high resolution,NA,-0.912,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB250V,2016,5,15,30.38371,-88.4054,other high resolution,NA,-0.912,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB251G,2016,5,15,30.37629,-88.40206,other high resolution,NA,-1.376,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB252G,2016,5,15,30.37374,-88.39156,other high resolution,NA,-1.942,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB253G,2016,5,16,30.38793,-88.39883,other high resolution,NA,-0.886,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB254G_3,2016,5,17,30.38193,-88.39389,other high resolution,NA,-0.711,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB254G_4,2016,5,17,30.38193,-88.39389,other high resolution,NA,-0.711,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB254M,2016,5,16,30.38192,-88.3938,other high resolution,NA,-0.711,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB255V,2016,5,14,30.36433,-88.3752,other high resolution,NA,NA,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB256G,2016,5,15,30.35831,-88.37569,other high resolution,NA,-2.381,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB256G_2,2016,5,15,30.35831,-88.37569,other high resolution,NA,-2.381,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB256V,2016,5,15,30.35831,-88.37569,other high resolution,NA,-2.381,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB258G,2016,5,15,30.38756,-88.38553,other high resolution,NA,-0.855,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB260G,2016,5,16,30.39227,-88.3698,other high resolution,NA,-0.901,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB260V,2016,5,16,30.39227,-88.3698,other high resolution,NA,-0.901,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB263G,2016,5,17,30.39254,-88.34824999999998,other high resolution,NA,-1.377,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB265G,2016,5,17,30.39804,-88.3382,other high resolution,NA,-1.795,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB265G_2,2016,5,17,30.39804,-88.3382,other high resolution,NA,-1.795,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB265V,2016,5,17,30.39804,-88.3382,other high resolution,NA,-1.795,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,low,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB280S,2016,5,16,30.40987,-88.39823,other high resolution,NA,0.684,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB281S,2016,5,16,30.40946,-88.39816,other high resolution,NA,0.439,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB282S,2016,5,16,30.40958,-88.39722,other high resolution,NA,0.577,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB282S_2,2016,5,16,30.40958,-88.39722,other high resolution,NA,0.577,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB283S,2016,5,16,30.40914,-88.39896,other high resolution,NA,0.408,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB284S,2016,5,16,30.40898,-88.39954,other high resolution,NA,0.363,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB285S,2016,5,16,30.40869,-88.39977,other high resolution,NA,-0.028,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB286S,2016,5,17,30.3834,-88.43258,other high resolution,NA,0.248,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB287S,2016,5,17,30.38354,-88.43264,other high resolution,NA,0.333,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB288S,2016,5,17,30.38382,-88.43282,other high resolution,NA,0.344,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB289S,2016,5,17,30.38428,-88.43298,other high resolution,NA,0.364,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT03_GB289S_2,2016,5,17,30.38428,-88.43298,other high resolution,NA,0.364,NAVD88,0.014,other high resolution,mesohaline,measurement,marsh,NA,field observation,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB34M,2016,5,17,30.36067,-88.41554999999998,other high resolution,NA,0.283,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT03_GB34S,2016,5,17,30.36067,-88.41554999999998,other high resolution,NA,0.283,NAVD88,0.014,other high resolution,polyhaline,measurement,marsh,NA,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB300G,2016,8,3,30.38199584,-88.39803037,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB301G,2016,8,3,30.38213065,-88.39794487,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB302G,2016,8,3,30.38217257,-88.39817587,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB303G,2016,8,3,30.38249922,-88.39833423,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB304G,2016,8,3,30.37053866,-88.39778364,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB305G,2016,8,3,30.37038584,-88.39805076,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB306G,2016,8,3,30.3703166,-88.39817298,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB307G,2016,8,3,30.37023361,-88.39803621,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB308G,2016,8,3,30.36996335,-88.39792894,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB309G,2016,8,3,30.36927576,-88.39783279,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB310G,2016,8,3,30.3679057,-88.39777708,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB311G,2016,8,3,30.36795106,-88.39797387,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
