study_id,site_id,core_id,year,month,day,latitude,longitude,position_accuracy,position_method,elevation,habitat,geomorphic_id,position_notes
Bukoski_et_al_2020,Krabi_River_Estuary_180,Krabi_River_Estuary_180_576,2015,5,28,8.06985687217486,98.9490471810035,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_578,2015,5,30,8.04104634351756,98.9449577852693,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_579,2015,5,30,8.04093777522255,98.9447944430552,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_580,2015,5,30,8.040793022289,98.9446129550807,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_581,2015,5,30,8.04077490917648,98.9444496007524,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_583,2015,5,31,8.04364322916019,98.9514463755976,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_584,2015,5,31,8.04376080496007,98.9513102299448,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_586,2015,5,31,8.04393262362213,98.9509199651773,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_587,2015,5,31,8.04402305394546,98.95071121895,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_588,2015,6,1,8.05758208795269,98.9489670355763,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_589,2015,6,1,8.05774492319686,98.9490940757523,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_590,2015,6,1,8.05782634192896,98.9491666716353,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_591,2015,6,1,8.05814296224768,98.9493844504671,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_593,2015,6,2,8.04350806130047,98.9560204129313,NA,other low resolution,NA,mangrove,Coastal fringe,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_594,2015,6,2,8.04348094602861,98.9562200755042,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_596,2015,6,2,8.04341766966082,98.9566194015335,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_597,2015,6,2,8.04333629043102,98.9569098241206,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_599,2015,6,22,8.44867295599225,100.157467631476,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_600,2015,6,22,8.4485909738873,100.157667210821,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_601,2015,6,22,8.44858131278777,100.157876088658,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_602,2015,6,22,8.44850821282634,100.158130191709,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_603,2015,6,23,8.4574376938595,100.178166852875,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_605,2015,6,23,8.45730982744514,100.178584284173,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_606,2015,6,23,8.45726392619289,100.178811220576,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_607,2015,6,23,8.45719988322679,100.179056267823,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_609,2015,6,24,8.46655104168997,100.181991352305,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_610,2015,6,24,8.46646910154924,100.182172767117,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_611,2015,6,24,8.46637787060173,100.182435902629,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_612,2015,6,24,8.46626871760429,100.182644483875,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_613,2015,6,25,8.40672390356849,100.16220170996,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_614,2015,6,25,8.40667820323469,100.162365048134,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_615,2015,6,25,8.40650573288374,100.162582499977,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_617,2015,6,25,8.40644084503405,100.163118138625,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_618,2015,6,26,8.4390168083375,100.174904791263,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_620,2015,6,26,8.43889790960695,100.175349480092,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_621,2015,6,26,8.43881591954767,100.175549049673,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_622,2015,6,26,8.43874300007617,100.175739563984,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_623,2015,6,27,8.41598541155284,100.209864650098,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_624,2015,6,27,8.415939579849,100.210064311173,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_626,2015,6,27,8.41580261557609,100.21049073835,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_627,2015,6,27,8.41577484227686,100.210699537274,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_628,2015,6,28,8.44777062633196,100.178019425723,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_629,2015,6,28,8.44768868904779,100.178200833392,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_630,2015,6,28,8.44757943011111,100.178445737726,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_631,2015,6,28,8.44749746532059,100.178636227918,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_634,2015,6,29,8.47549198963944,100.16798467828,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_635,2015,6,29,8.47544614732131,100.168193460318,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_636,2015,6,29,8.47540006023108,100.168483992994,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_637,2015,6,29,8.47528197884866,100.16865622277,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_638,2015,6,30,8.43997247181328,100.184898570168,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_639,2015,6,30,8.43989053201289,100.185079972529,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_641,2015,6,30,8.43978063797355,100.185533767712,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_642,2015,6,30,8.43969850560211,100.185778747444,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_643,2015,6,30,8.45950493582116,100.158217516623,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_644,2015,6,30,8.45942332924967,100.158289938048,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_645,2015,6,30,8.45934123843356,100.158525854653,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_646,2015,6,30,8.45931340840442,100.158761933303,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_213,Catanauan_213_711,2014,7,21,13.579472,122.274917,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_214,Catanauan_214_712,2014,7,21,13.579389,122.275139,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_215,Catanauan_215_713,2014,7,21,13.57925,122.275361,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_216,Catanauan_216_714,2014,7,22,13.581361,122.268139,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_217,Catanauan_217_715,2014,7,22,13.581056,122.268556,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_218,Catanauan_218_716,2014,7,23,13.579,122.274389,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_219,Catanauan_219_717,2014,7,23,13.578944,122.274889,NA,other low resolution,NA,mangrove,Interior,position at subplot level
MacKenzie_et_al_2021,Catanauan_220,Catanauan_220_718,2014,7,23,13.578806,122.275167,NA,other low resolution,NA,mangrove,Interior,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_648,2013,5,2,7.38,99.5674833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_649,2013,5,2,7.3798,99.5677,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_650,2013,5,2,7.37975,99.5678833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_651,2013,5,2,7.37963333333333,99.5680833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_196,Palian_River_Estuary_196_652,2013,5,2,7.37728333333333,99.5691666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_196,Palian_River_Estuary_196_653,2013,5,2,7.37743333333333,99.5692666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_196,Palian_River_Estuary_196_654,2013,5,2,7.3776,99.56945,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_197,Palian_River_Estuary_197_655,2013,5,2,7.37733333333333,99.5662166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_197,Palian_River_Estuary_197_656,2013,5,2,7.37713333333333,99.5662166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_658,2013,5,2,7.37633333333333,99.5688,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_659,2013,5,2,7.37571666666667,99.56855,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_660,2013,5,2,7.37578333333333,99.5685166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_661,2013,5,2,7.37556666666667,99.5684,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_199,Palian_River_Estuary_199_663,2013,5,3,7.3727,99.57215,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_199,Palian_River_Estuary_199_664,2013,5,3,7.37273333333333,99.5724166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_199,Palian_River_Estuary_199_665,2013,5,3,7.37258333333333,99.5723833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_667,2013,5,3,7.37093333333333,99.5762833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_668,2013,5,3,7.37123333333333,99.5760833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_669,2013,5,3,7.37136666666667,99.576,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_670,2013,5,3,7.37158333333333,99.57585,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_671,2013,5,3,7.373275,99.5794874999999,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_672,2013,5,3,7.3734,99.5792833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_673,2013,5,3,7.37356666666667,99.5791166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_674,2013,5,3,7.37366666666667,99.578833333333293,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_675,2013,5,3,7.37375,99.5786166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_676,2013,5,3,7.3739,99.5784666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_202,Palian_River_Estuary_202_677,2013,5,3,7.37431666666667,99.5850833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_202,Palian_River_Estuary_202_678,2013,5,3,7.37418333333333,99.5852333333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_202,Palian_River_Estuary_202_679,2013,5,3,7.37408333333333,99.5854,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_202,Palian_River_Estuary_202_680,2013,5,3,7.37375,99.5862333333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_681,2013,5,4,7.3783,99.5906333333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_682,2013,5,4,7.37843333333333,99.5909833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_683,2013,5,4,7.3786,99.5913,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_684,2013,5,4,7.3787,99.5917,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_685,2013,5,4,7.3822222,99.586111111111,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_686,2013,5,4,7.38161666666667,99.5869166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_687,2013,5,4,7.3818,99.5866666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_688,2013,5,4,7.38176666666667,99.5864166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_689,2013,5,4,7.38213333333333,99.5863666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_690,2013,5,4,7.38218333333333,99.5861666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_691,2013,5,4,7.38096666666667,99.5934333333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_692,2013,5,4,7.38121666666667,99.5925833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_693,2013,5,4,7.38115,99.5929166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_694,2013,5,4,7.3811,99.5930666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_695,2013,5,4,7.38093333333333,99.5932,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_696,2013,5,4,7.38113333333333,99.59345,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_697,2013,5,4,7.37071666666667,99.5907166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_698,2013,5,4,7.37075,99.5904166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_699,2013,5,4,7.37071666666667,99.5902833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_700,2013,5,4,7.37065,99.5901333333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_701,2013,5,4,7.36891666666667,99.5898833333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_702,2013,5,4,7.3705,99.5897333333333,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_703,2013,5,1,7.3741,99.5736,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_704,2013,5,1,7.37426666666667,99.5738166666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_705,2013,5,1,7.37441666666667,99.5739666666667,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_355,2014,4,26,11.5601737579603,102.997825539939,12,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_356,2014,4,26,11.560174,102.997826,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_357,2014,4,26,11.560174,102.997826,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_358,2014,4,26,11.560174,102.997826,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_132,Koh_Kohng_132_359,2014,4,29,11.5572542826663,103.041487605442,9,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_132,Koh_Kohng_132_360,2014,4,29,11.557254,103.041488,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_132,Koh_Kohng_132_361,2014,4,29,11.557254,103.041488,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_133,Koh_Kohng_133_362,2014,4,29,11.58337,103.0378,8,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_133,Koh_Kohng_133_364,2014,4,29,11.081461,100.685777,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_365,2014,4,29,11.5585805667393,103.041130060167,30.1,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_366,2014,4,29,11.558581,103.04113,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_367,2014,4,29,11.558581,103.04113,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_368,2014,4,29,11.558581,103.04113,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_369,2014,4,29,11.558581,103.04113,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_135,Koh_Kohng_135_370,2014,4,29,11.559437,103.040739,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_135,Koh_Kohng_135_371,2014,4,29,11.559437,103.040739,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_135,Koh_Kohng_135_372,2014,4,29,11.559437,103.040739,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_373,2014,5,1,11.5165531933408,102.987283519534,7,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_374,2014,5,1,11.516553,102.987284,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_375,2014,5,1,11.516553,102.987284,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_376,2014,5,1,11.516553,102.987284,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_377,2014,5,1,11.516553,102.987284,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
