/* DATA DESCRIPTION:
	Lead-214 activity per mass [Bq/kg] (214Pb) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.)
	Uncertainty [±] (Uncertainty) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.) * COMMENT: Pb-214, 1 sigma
	Caesium-137, activity per mass [Bq/kg] (137Cs) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.)
	Uncertainty [±] (Uncertainty) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.) * COMMENT: Cs-137, 1 sigma
	Caesium-137, decision threshold [Bq/kg] (137Cs d t) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.)
	Americium-241 decision threshold [Bq/kg] (241Am d t) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.)
	Lead-210 activity per mass, excess [Bq/kg] (210Pb xs) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.)
	Uncertainty [±] (Uncertainty) * PI: Pérez-Mayo, Manuel (https://orcid.org/0000-0002-6003-649X) * METHOD/DEVICE: High resolution, low background gamma spectroscopy (HPGe detector, Canberra Inc.) * COMMENT: Pb-210 excess, 1 sigma
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	238 data points
*/
Depth [m]	Depth top [m]	Depth bot [m]	TOC [%] (Element analyser, Eurovector ...)	TN [%] (Element analyser, Eurovector ...)	δ13C Corg [‰ PDB] (Mass spectrometer Thermo Finn...)	C/N (C_org/N, atomic)	DBD [g/cm**3]	Cum mass [g/cm**2]	210Pb [Bq/kg] (total, High resolution, low b...)	Uncertainty [±] (Pb-210 (total), 1 sigma, High...)	214Pb [Bq/kg] (High resolution, low backgrou...)	Uncertainty [±] (Pb-214, 1 sigma, High resolut...)	137Cs [Bq/kg] (High resolution, low backgrou...)	Uncertainty [±] (Cs-137, 1 sigma, High resolut...)	137Cs d t [Bq/kg] (High resolution, low backgrou...)	241Am d t [Bq/kg] (High resolution, low backgrou...)	210Pb xs [Bq/kg] (High resolution, low backgrou...)	Uncertainty [±] (Pb-210 excess, 1 sigma, High ...)
0.025	0.00	0.05	5.90	0.26	-27.62	26.97	0.50	2.51	33.68	4.28	13.12	1.23			1.14	0.96	20.56	4.45
0.075	0.05	0.10	7.93	0.27	-27.38	34.64	0.75	6.26	12.82	1.70	12.81	1.13			0.42	0.43	0.02	2.04
0.125	0.10	0.15	11.46	0.33	-27.13	40.01	0.58	9.19	11.57	1.93	13.95	1.35			0.56	0.52	-2.39	2.36
0.175	0.15	0.20	12.95	0.32	-27.01	47.50	0.56	11.98	16.24	1.62	12.14	1.28			0.39	0.37	4.10	2.06
0.225	0.20	0.25	9.40	0.30	-27.24	36.78	0.57	14.82	13.48	1.40	9.24	0.56	0.52	0.11	0.26	0.33	4.24	1.50
0.275	0.25	0.30	10.60	0.31	-25.76	39.51	0.52	17.40	9.92	2.01	9.16	1.37			0.58	0.54	0.76	2.43
0.325	0.30	0.35	11.87	0.28	-27.31	49.77	0.62	20.49	12.09	1.51	10.69	1.30			0.39	0.37	1.40	1.99
0.375	0.35	0.40	9.78	0.23	-27.25	48.76	0.63	23.66	11.45	2.63	8.81	1.24			0.64	0.65	2.64	2.91
0.425	0.40	0.45	9.72	0.25	-27.27	44.64	0.65	26.90	15.68	2.21	10.17	1.22			0.49	0.50	5.51	2.52
0.475	0.45	0.50	8.28	0.23	-27.34	42.15	0.64	30.08			7.44	0.79			0.65	0.70		
0.525	0.50	0.55	7.51	0.19	-27.68	46.83	0.77											
0.575	0.55	0.60	7.01	0.19	-27.34	43.50	0.67											
0.625	0.60	0.65	7.70	0.22	-27.39	41.17	0.56											
0.675	0.65	0.70	8.75	0.24	-27.36	42.53	0.64											
0.725	0.70	0.75	8.82	0.25	-27.84	41.49	0.66	46.54			8.59	0.92			0.88	0.83		
0.775	0.75	0.80	15.96	0.24	-28.46	78.54	0.48											
0.825	0.80	0.85	10.44	0.17	-27.92	71.16	0.63											
0.875	0.85	0.90	9.92	0.21	-27.48	56.15	0.59											
0.925	0.90	0.95	8.43	0.21	-27.70	45.95	0.54											
0.975	0.95	1.00	11.66	0.20	-27.00	69.00	0.59	60.67			11.55	1.52			0.45	0.48		
