study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,fraction_nitrogen,cs137_peak_age,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,total_pb210_activity,pb210_unit
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,24,26,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,26,28,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,28,30,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,30,35,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,35,40,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,40,45,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,45,50,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U_A,single set of methods,50,55,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_U1,single set of methods,0,10,0.212600925558939,0.2,0.01164,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U1,single set of methods,10,20,0.17619076962222743,0.17268,0.012090000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U1,single set of methods,20,30,0.215513475293266,0.10624,0.00876,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U2,single set of methods,0,10,0.23405397283844329,0.15536,0.010780000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U2,single set of methods,10,20,0.19328405151668546,0.1381,0.00996,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U2,single set of methods,20,30,0.23732237961250124,0.08928000000000001,0.0072699999999999996,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U3,single set of methods,0,10,0.1871770170881464,0.19239,0.013540000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U3,single set of methods,10,20,0.12868154779359628,0.21636,0.01328,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U3,single set of methods,20,30,0.19855137906852924,0.13538,0.008960000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U4,single set of methods,0,10,0.17141286934962116,0.20978000000000002,0.012150000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U4,single set of methods,10,20,0.17288342100272344,0.18203,0.01088,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U4,single set of methods,20,30,0.6657240091495553,0.07242,0.00703,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U5,single set of methods,0,10,0.24977639091555665,0.2027,0.014490000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U5,single set of methods,10,20,0.12740589356274898,0.20087,0.01319,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U5,single set of methods,20,30,0.2521126721225972,0.10361000000000001,0.00955,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U6,single set of methods,0,10,0.24505016049659,0.15648,0.011040000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U6,single set of methods,10,20,0.1324145229784261,0.20341,0.01323,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U6,single set of methods,20,30,0.2505882549295009,0.10563,0.00935,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U7,single set of methods,0,10,0.20812779702646958,0.19158,0.013640000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U7,single set of methods,10,20,0.11533315005464485,0.22722,0.01257,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U7,single set of methods,20,30,0.11974222827229798,0.17712,0.01105,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U8,single set of methods,0,10,0.209781305663258,0.18635000000000002,0.0126,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U8,single set of methods,10,20,0.22109065487133256,0.15223,0.0113,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U8,single set of methods,20,30,0.41202788078139185,0.06783,0.005719999999999999,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U9,single set of methods,0,10,0.222749259095972,0.18416,0.01331,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U9,single set of methods,10,20,0.20946077271297212,0.11432,0.00962,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U9,single set of methods,20,30,0.2988171922426106,0.11978,0.0098,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U10,single set of methods,0,10,0.24636607878374323,0.18523,0.01413,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U10,single set of methods,10,20,0.2685048014199313,0.10605,0.009340000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U10,single set of methods,20,30,0.09658110192318556,0.11663,0.00935,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,0,2,NA,NA,NA,1964,0,NA,picocuriesPerGram,26.9204980842912,26.9204980842912,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,2,4,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,4,6,NA,NA,NA,1964,0.172,0.0432,picocuriesPerGram,18.6145443196005,18.6145443196005,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,6,8,NA,NA,NA,1964,0.243541247484909,0.0388949698189135,picocuriesPerGram,10.7559942991281,10.7559942991281,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,8,10,NA,NA,NA,1964,0.347481108312343,0.0525929471032746,picocuriesPerGram,11.5486286034145,11.5486286034145,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,10,12,NA,NA,NA,1964,0.836293103448276,0.046356724137931,picocuriesPerGram,8.5691091954023,8.5691091954023,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,12,14,NA,NA,NA,1964,0.544741379310345,0.0480868534482759,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,14,16,NA,NA,NA,1964,0,NA,picocuriesPerGram,6.53082800284293,6.53082800284293,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,16,18,NA,NA,NA,1964,0,NA,picocuriesPerGram,4.96615846615847,4.96615846615847,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,18,20,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,20,22,NA,NA,NA,1964,0,NA,picocuriesPerGram,2.55848524305555,2.55848524305555,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,22,24,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,24,26,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,26,28,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,28,30,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,30,35,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,35,40,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,40,45,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,45,50,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,50,55,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_M,RC_M1,single set of methods,0,10,0.20597509845485615,0.13204000000000002,0.01068,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M1,single set of methods,10,20,0.223080122875416,0.10788,0.0096,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M1,single set of methods,20,30,0.3009509306432061,0.11800000000000001,0.0074400000000000004,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M2,single set of methods,0,10,0.17758318241843368,0.18369,0.012700000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M2,single set of methods,10,20,0.1657061496017197,0.17937,0.014610000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M2,single set of methods,20,30,0.463148148935602,0.07064,0.00491,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M3,single set of methods,0,10,0.17915375375458167,0.20033,0.01277,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M3,single set of methods,10,20,0.17499596493072103,0.18311,0.01398,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M3,single set of methods,20,30,0.29248799303150164,0.11846999999999999,0.00858,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M4,single set of methods,0,10,0.1391531770216183,0.21053,0.014070000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M4,single set of methods,10,20,0.19764224055882967,0.13073,0.010740000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M4,single set of methods,20,30,0.2544708199849777,0.10002000000000001,0.0072499999999999995,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M5,single set of methods,0,10,0.17375055483137708,0.22174,0.01403,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M5,single set of methods,10,20,0.15534538993552102,0.17401,0.01379,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M5,single set of methods,20,30,0.21347035963833053,0.14423,0.01026,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M6,single set of methods,0,10,0.19444758799939563,0.15592,0.0118,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M6,single set of methods,10,20,0.22505016098780384,0.10928,0.00959,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M6,single set of methods,20,30,0.42461203022142135,0.05486,0.00406,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M7,single set of methods,0,10,0.14712452654099603,0.23611000000000001,0.01839,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M7,single set of methods,10,20,0.2587686474004969,0.11992000000000001,0.011040000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M7,single set of methods,20,30,0.20109988683048444,0.1862,0.01056,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M8,single set of methods,0,10,0.11935517834664647,0.29603999999999997,0.019119999999999998,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M8,single set of methods,10,20,0.1290862426017951,0.21573,0.01509,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M8,single set of methods,20,30,0.2271729054192531,0.11076000000000001,0.0083,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M9,single set of methods,0,10,0.09818988050797897,0.36823999999999996,0.02564,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M9,single set of methods,10,20,0.18453544499202015,0.10628,0.007710000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M9,single set of methods,20,30,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M10,single set of methods,0,10,0.3016746814679535,0.08544,0.00641,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M10,single set of methods,10,20,0.16108239210763084,0.16264,0.012230000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M10,single set of methods,20,30,0.1509406865852293,0.09823,0.00823,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,0,2,NA,NA,NA,1964,0.108002178649237,NA,picocuriesPerGram,19.8575583857256,22.2437061244251,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,2,4,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,4,6,NA,NA,NA,1964,0.121723232323232,NA,picocuriesPerGram,6.66204249699075,9.04819023569023,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,6,8,NA,NA,NA,1964,0.137120338983051,NA,picocuriesPerGram,5.90711968126285,8.29326741996234,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,8,10,NA,NA,NA,1964,0.275043731778426,NA,picocuriesPerGram,1.9664802172448,4.35262795594428,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,10,12,NA,NA,NA,1964,0.361770573566085,NA,picocuriesPerGram,3.33056741785358,5.71671515655306,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,12,14,NA,NA,NA,1964,0.651276041666667,0.0579427083333333,picocuriesPerGram,4.73747784000422,7.12362557870369,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,14,16,NA,NA,NA,1964,0.500773333333333,NA,picocuriesPerGram,4.18925966870792,6.57540740740741,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,16,18,NA,NA,NA,1964,0.220965517241379,NA,picocuriesPerGram,4.2122877657705,6.59843550446998,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,18,20,NA,NA,NA,1964,0.166530927835052,NA,picocuriesPerGram,2.85184266794427,5.23799040664376,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,20,22,NA,NA,NA,1964,0,NA,picocuriesPerGram,6.9811828473811,9.36733058608058,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,22,24,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,24,26,NA,NA,NA,1964,0,NA,picocuriesPerGram,2.47409797688331,4.86024571558279,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,26,28,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,28,30,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,2.27008382280959,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,30,35,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,35,40,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,2.50221165458937,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,40,45,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,45,50,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,50,55,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U1,single set of methods,0,10,0.2336299120677935,0.1528,0.01027,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U1,single set of methods,10,20,0.18811812193702257,0.15238,0.00909,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U1,single set of methods,20,30,0.2508695148274822,0.10056,0.00803,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U2,single set of methods,0,10,0.3931349933318513,0.08896000000000001,0.00632,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U2,single set of methods,10,20,0.2708933823793555,0.10694000000000001,0.00697,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U2,single set of methods,20,30,0.5503391883237331,0.040170000000000004,0.0029,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U3,single set of methods,0,10,0.3109337719847234,0.09264,0.006860000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U3,single set of methods,10,20,0.19586197758762175,0.11865,0.0074,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U3,single set of methods,20,30,0.6091284657653804,0.03975,0.00302,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U4,single set of methods,0,10,0.24745761173078587,0.15414,0.00981,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U4,single set of methods,10,20,0.19392208783688097,0.16643999999999998,0.00962,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U4,single set of methods,20,30,0.3424133022302029,0.13463,0.00932,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U5,single set of methods,0,10,0.18834485215506172,0.13901,0.009370000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U5,single set of methods,10,20,0.14317334736792034,0.15262,0.00957,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U5,single set of methods,20,30,0.3713769452857903,0.0611,0.00517,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U6,single set of methods,0,10,0.1884218691689572,0.14077,0.00988,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U6,single set of methods,10,20,0.19815104186132473,0.11886,0.006889999999999999,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U6,single set of methods,20,30,0.4866122690026663,0.07521,0.0061,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U7,single set of methods,0,10,0.17714724006819904,0.20803999999999997,0.01282,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U7,single set of methods,10,20,0.217138763076489,0.11964000000000001,0.007039999999999999,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U7,single set of methods,20,30,0.38127468478276294,0.09074,0.00674,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U8,single set of methods,0,10,0.16809321852864947,0.21632,0.012580000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U8,single set of methods,10,20,0.27077423131696277,0.07925,0.00627,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U8,single set of methods,20,30,0.17839568649850035,0.09595000000000001,0.00614,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U9,single set of methods,0,10,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U9,single set of methods,10,20,0.28915028651713376,0.16997,0.010360000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U9,single set of methods,20,30,0.46575229780765115,0.10000999999999999,0.00628,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U10,single set of methods,0,10,0.10906743065927918,0.25251,0.0154,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U10,single set of methods,10,20,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U10,single set of methods,20,30,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,0,2,NA,NA,NA,1964,0,0,picocuriesPerGram,22.7898685515873,22.7898685515873,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,2,4,NA,NA,NA,1964,0,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,4,6,NA,NA,NA,1964,0,0,picocuriesPerGram,11.8948711512718,11.8948711512718,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,6,8,NA,NA,NA,1964,0.198717339667458,0,picocuriesPerGram,16.358290446028,16.358290446028,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,8,10,NA,NA,NA,1964,0.260790697674419,0,picocuriesPerGram,NA,22.6238695090439,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,10,12,NA,NA,NA,1964,0.348179916317992,0,picocuriesPerGram,17.7526005346351,17.7526005346351,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,12,14,NA,NA,NA,1964,0.508915989159892,0,picocuriesPerGram,NA,22.1874059018368,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,14,16,NA,NA,NA,1964,0.963770053475936,0.0682254010695187,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,16,18,NA,NA,NA,1964,0.438153846153846,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,18,20,NA,NA,NA,1964,0.121385444743935,0,picocuriesPerGram,4.95876385145253,4.95876385145253,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,20,22,NA,NA,NA,1964,0,0,picocuriesPerGram,7.62299603174603,7.62299603174603,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,22,24,NA,NA,NA,1964,0,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,24,26,NA,NA,NA,1964,0,0,picocuriesPerGram,7.39595734126984,7.39595734126984,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,26,28,NA,NA,NA,1964,0,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,28,30,NA,NA,NA,1964,0,0,picocuriesPerGram,4.17268351383875,4.17268351383875,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,30,35,NA,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,35,40,NA,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,40,45,NA,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,45,50,NA,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,50,55,NA,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M1,single set of methods,0,10,0.12586003895372283,0.26600999999999997,0.01687,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M1,single set of methods,10,20,0.14613664768188536,0.23369,0.01695,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M1,single set of methods,20,30,0.17505271747260215,0.14489000000000002,0.01034,1964,NA,NA,NA,NA,NA,NA
