study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_activity_se,bi214_unit,age,age_se
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,9,11,NA,0.0794,NA,0.4593513067772176,0.043073375775785336,disintegrationsPerMinutePerGram,13.427058832495936,0.3793395375154588,13.604961604190668,0.020545040022087548,disintegrationsPerMinutePerGram,0.2104783407298756,0.02752976522397029,disintegrationsPerMinutePerGram,0.41125958877475044,0.04999713953685302,disintegrationsPerMinutePerGram,1999.5015888210796,1.754241599797503
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,9,10,C3_9_loi,NA,0.8401400507566501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,10,11,C3_10_loi,NA,0.8278128343413613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,11,12,NA,0.14387714083510264,NA,0.6454772245850557,0.04851409498635499,disintegrationsPerMinutePerGram,13.334611792293234,0.31704661332284434,13.334763802578397,0.02062463253134844,disintegrationsPerMinutePerGram,0.1420332009431012,0.02182993277368738,disintegrationsPerMinutePerGram,0.01617319920182867,0.009351034806730467,disintegrationsPerMinutePerGram,1994.3703561884827,1.133220910062005
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,11,12,C3_11_loi,NA,0.8370664820563211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,12,13,NA,0.1665664543524416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.9277805771683,3.1948517094245545
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,12,13,C3_12_loi,NA,0.8460909599414828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,13,14,NA,0.08218598726114651,NA,4.619627253761971,0.14182447158787104,disintegrationsPerMinutePerGram,9.33539373530477,0.23906391467906496,9.540658729593229,0.020325111820328187,disintegrationsPerMinutePerGram,0.2738066244223032,0.032674355644470826,disintegrationsPerMinutePerGram,0.28737817146577294,0.04241682374567173,disintegrationsPerMinutePerGram,1982.4861825083287,6.570238787169586
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,13,14,C3_13_loi,NA,0.8502431533145637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,14,15,NA,0.07924585987261147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979.448228461937,8.359833677813507
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,14,15,C3_14_loi,NA,0.8393914848377462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,15,16,NA,0.1077310686482661,NA,4.4520339587297695,0.1371519072660361,disintegrationsPerMinutePerGram,6.820363091539459,0.19173973401634417,6.839199145836328,0.020376975567969278,disintegrationsPerMinutePerGram,0.10016269353823208,0.016550176915082555,disintegrationsPerMinutePerGram,0.01802743894070213,0.010424837561948886,disintegrationsPerMinutePerGram,1976.6732584873394,10.10792125381771
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,15,16,C3_15_loi,NA,0.8324727250808703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,16,17,NA,0.09403085633404105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973.1611787882728,12.536080612610519
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,16,17,C3_16_loi,NA,0.8335641529664046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,17,18,NA,0.11666298655343241,NA,3.2684562521376077,0.1069460063666437,disintegrationsPerMinutePerGram,5.391642013379071,0.18804431763701143,5.706619168219559,0.020659086281644735,disintegrationsPerMinutePerGram,0.3878705089238943,0.03514685507214497,disintegrationsPerMinutePerGram,0.298476841467556,0.039024542954969765,disintegrationsPerMinutePerGram,1970.1217008324336,14.794180123515599
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,17,18,C3_17_loi,NA,0.835820895522388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,18,19,NA,0.11493729653220099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966.424245795342,17.826819872943364
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,18,19,C3_18_loi,NA,0.8270707276147862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,19,20,NA,0.14338966737438075,NA,2.015494201489377,0.08539521643680144,disintegrationsPerMinutePerGram,3.322521986349264,0.13776773425527195,3.602755011195493,0.020314258968763457,disintegrationsPerMinutePerGram,0.25300161510959895,0.02896955321106909,disintegrationsPerMinutePerGram,0.4151952012804224,0.04707933785530893,disintegrationsPerMinutePerGram,1963.1421455447412,20.73690208345853
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,19,20,C3_19_loi,NA,0.832328161686847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,20,21,NA,0.08719037508846426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959.6739457701979,24.096931814328446
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,20,21,C3_20_loi,NA,0.8346665991595361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,21,22,NA,0.09794762915782022,NA,0.9056671337985343,0.05913187583341666,disintegrationsPerMinutePerGram,3.3315596617230354,0.14524222858175106,3.538539394918243,0.020418756793425,disintegrationsPerMinutePerGram,0.2606322563294414,0.030336491021506477,disintegrationsPerMinutePerGram,0.18122352808950384,0.03224489475340743,disintegrationsPerMinutePerGram,1957.3627184589748,26.373307919427994
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,21,22,C3_21_loi,NA,0.8361221565105061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,22,23,NA,0.09681528662420381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954.5470601213162,29.39307438124349
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,22,23,C3_22_loi,NA,0.8312750043485821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,23,25,NA,0.09992922859164896,NA,0.7558462636666772,0.05279200015211459,disintegrationsPerMinutePerGram,2.7111007391370237,0.10236238947554394,2.9439923012444873,0.02048470113883017,disintegrationsPerMinutePerGram,0.21376907775161133,0.026853990196889273,disintegrationsPerMinutePerGram,0.3395244844424482,0.04326586183034821,disintegrationsPerMinutePerGram,1951.8927030942439,32.39202993283293
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,23,24,C3_23_loi,NA,0.8293212715935807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,24,25,C3_24_loi,NA,0.8175754195137824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,25,26,NA,0.1387119603680113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946.091477571081,40.35150864699718
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,25,26,C3_25_loi,NA,0.8124554547912213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,26,27,NA,0.1494692144373673,NA,0.5782024546486113,0.04605239429631071,disintegrationsPerMinutePerGram,1.020757840411335,0.11067831023159352,1.6066392491125563,0.020266817694186215,disintegrationsPerMinutePerGram,0.6298704077264689,0.0466229971040677,disintegrationsPerMinutePerGram,0.5239063969364043,0.05377050635374705,disintegrationsPerMinutePerGram,1942.3903484647237,45.85439456861053
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,26,27,C3_26_loi,NA,0.8010525056811386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,27,28,NA,0.1307855626326964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.315667562425,48.796414469151706
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,27,28,C3_27_loi,NA,0.7931814848186408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,28,29,NA,0.15569709837225762,NA,0.5086863491322,0.04439358637137169,disintegrationsPerMinutePerGram,1.9729205252754225,0.06651907764256382,2.1948933569934184,0.020349998057962712,disintegrationsPerMinutePerGram,0.2183085316979018,0.028001717008199284,disintegrationsPerMinutePerGram,0.28005120119672766,0.040336833194301994,disintegrationsPerMinutePerGram,1937.4408476287308,53.408697378275576
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,28,29,C3_28_loi,NA,0.7623437390879251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,29,30,NA,0.14437367303609341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932.3369032716967,63.234207022760266
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,29,30,C3_29_loi,NA,0.7497760859829825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,30,31,NA,0.1341922151450814,NA,0.5828501795716619,0.045438853855106036,disintegrationsPerMinutePerGram,1.0083752960260197,0.09991681407466482,1.268520751961471,0.020367553238321453,disintegrationsPerMinutePerGram,0.333820817088976,0.03256623652578212,disintegrationsPerMinutePerGram,0.13898433700291965,0.02711101399180971,disintegrationsPerMinutePerGram,1928.2066372352438,71.94026778860022
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,30,31,C3_30_loi,NA,0.7350796215093469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,31,32,NA,0.11491917905166313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925.308337545746,78.13160311068258
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,31,32,C3_31_loi,NA,0.7257464084946907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,32,33,NA,0.09570672328379334,NA,0.48544565795611805,0.04141971020854695,disintegrationsPerMinutePerGram,0.9974692754473136,0.04224590840029756,1.3065698846136489,0.020423651745569916,disintegrationsPerMinutePerGram,0.33231512112057493,0.032908211606168525,disintegrationsPerMinutePerGram,0.2888261538263562,0.03914322070843705,disintegrationsPerMinutePerGram,1922.6150430455587,84.09038762138142
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,32,33,C3_32_loi,NA,0.7224095974042608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,33,34,NA,0.16197254069355982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920.1993733805848,89.48554812633536
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,33,34,C3_33_loi,NA,0.7275892724848125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,34,36,NA,0.15339504600141543,NA,0.22673092770439646,0.026992819306516168,disintegrationsPerMinutePerGram,0.7618141813365868,0.040838281156418785,1.2238975446661624,0.0204428747620894,disintegrationsPerMinutePerGram,0.4840149531548882,0.03814034005215568,disintegrationsPerMinutePerGram,0.43876409574453323,0.04620440269275815,disintegrationsPerMinutePerGram,1916.4067876345189,99.64217724699206
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,34,35,C3_34_loi,NA,0.736568234865843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,35,37,C3_35_loi,NA,0.7117409078392747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,36,37,NA,0.12115498938428876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908.6231261258692,126.51665532149
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,37,38,NA,0.1284818117480538,NA,0.26845719182871475,0.029126629897512347,disintegrationsPerMinutePerGram,0.04729085701866443,0.05556572645424681,0.3788101944228098,0.020263765684449195,disintegrationsPerMinutePerGram,0.3136243801083396,0.030537158959165662,disintegrationsPerMinutePerGram,0.36859630513227165,0.041949595502154685,disintegrationsPerMinutePerGram,1906.1385328014028,134.10494432069314
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,37,38,C3_37_loi,NA,0.7496587141649874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,38,39,NA,0.0815575371549894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905.8901693756231,131.79068199321748
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,38,39,C3_38_loi,NA,0.7453351587060135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,39,40,NA,0.10305732484076434,NA,0.003432511251563904,0.003435255526183595,disintegrationsPerMinutePerGram,0.2113332729217674,0.07046897712227276,0.4943697893021263,0.020344588113974476,disintegrationsPerMinutePerGram,0.29487768343343423,0.031005370142657085,disintegrationsPerMinutePerGram,0.2651582856780805,0.037305231193025645,disintegrationsPerMinutePerGram,1905.454461538344,130.14172341874874
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,39,40,C3_39_loi,NA,0.7671847766396866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,40,41,NA,0.12973078556263268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904.5355206692238,130.38129521585122
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,40,41,C3_40_loi,NA,0.7639547439087367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,41,42,NA,0.11913772116065109,NA,0.22175609672126956,0.026726234529910048,disintegrationsPerMinutePerGram,0.2283066802874013,0.09399135475558816,0.49102109508734826,0.020090469797430385,disintegrationsPerMinutePerGram,0.1827522700418452,0.023044333934856255,disintegrationsPerMinutePerGram,0.4290224096898865,0.045743199741371046,disintegrationsPerMinutePerGram,1903.291099906293,131.79622615036064
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,41,42,C3_41_loi,NA,0.7551623099462428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,42,43,NA,0.16269950460014151,NA,0.0029496820734327806,0.002951708608147581,disintegrationsPerMinutePerGram,0.37753224966901944,0.053016640203171025,0.654920642247035,0.020365489783026828,disintegrationsPerMinutePerGram,0.2975382247147633,0.028242116341182157,disintegrationsPerMinutePerGram,0.24792614822085188,0.03341982004586227,disintegrationsPerMinutePerGram,1902.0574786194582,132.9062111951963
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,42,43,C3_42_loi,NA,0.7787647563606002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,43,45,NA,0.0731997169143666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899.08393368006,141.56848750248864
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,43,44,C3_43_loi,NA,0.793472906403941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,44,45,C3_44_loi,NA,0.7943424118664028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,45,46,NA,0.11686397735314932,NA,0.002886693750609239,0.002888634659074037,disintegrationsPerMinutePerGram,0.2982082400944126,0.0264582245191235,0.5217204188745536,0.02020140277690448,disintegrationsPerMinutePerGram,0.239434341508603,0.025564993664156235,disintegrationsPerMinutePerGram,0.20030220511226818,0.029699778366678017,disintegrationsPerMinutePerGram,1896.471588529034,148.5792954351494
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,45,46,C3_45_loi,NA,0.79826555724833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,46,47,NA,0.11909695682944092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894.4944993248685,152.24660856015674
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,46,47,C3_46_loi,NA,0.7941251924063623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,47,48,NA,0.10885265392781318,NA,0.003019191536225661,0.0030213147071629374,disintegrationsPerMinutePerGram,0.2811640652657623,0.08516418897833702,0.5149774862674036,0.02020231020490693,disintegrationsPerMinutePerGram,0.2888729990170433,0.028792189075889235,disintegrationsPerMinutePerGram,0.13190487326854888,0.024629219626951825,disintegrationsPerMinutePerGram,1892.4094580696708,155.97963754396352
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,47,48,C3_47_loi,NA,0.7952935583551224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,48,49,NA,0.08505590941259732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890.4392377435129,158.52333168820957
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,48,49,C3_48_loi,NA,0.7837068399153223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,49,50,NA,0.11115357395612173,NA,0.18764202901647023,0.023081182952669487,disintegrationsPerMinutePerGram,-0.2560156764333755,0.05834149539664498,0.03237927584103574,0.020051685438600742,disintegrationsPerMinutePerGram,0.33518835098811806,0.029944886642367025,disintegrationsPerMinutePerGram,0.18726843465198129,0.028322275976757343,disintegrationsPerMinutePerGram,1890.3681537407858,150.7350476018528
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,49,50,C3_49_loi,NA,0.7671412726079181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,50,51,NA,0.11618740268931353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892.207901397266,133.8932869030738
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,50,51,C3_50_loi,NA,0.7233786081753019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,51,52,NA,0.13440113234253362,NA,0.2649823315793217,0.02614091025226782,disintegrationsPerMinutePerGram,-0.04424368330408775,0.06744285618273377,0.42535226487697236,0.02040068703073074,disintegrationsPerMinutePerGram,0.48996040758931103,0.03453543312980694,disintegrationsPerMinutePerGram,0.42754210337362186,0.04083422725078896,disintegrationsPerMinutePerGram,1893.2856192564384,120.94161031957172
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,51,52,C3_51_loi,NA,0.6847685239721993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,52,53,NA,0.13946553432413306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893.6449007575145,110.67167083798896
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,52,53,C3_52_loi,NA,0.6735532420765911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,53,54,NA,0.11971295116772825,NA,0.22904261604116855,0.026521684286325828,disintegrationsPerMinutePerGram,0.6486307324026903,0.0500966363003007,1.0116340709210225,0.020341209681567315,disintegrationsPerMinutePerGram,0.3881323098817022,0.033092834704004176,disintegrationsPerMinutePerGram,0.3324908385216144,0.03928400630652203,disintegrationsPerMinutePerGram,1891.007238248649,110.05305982798363
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,53,54,C3_53_loi,NA,0.7146583425981357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,54,56,NA,0.13154479830148622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885.4953290585295,117.60059823424523
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,54,56,C3_54_loi,NA,0.7151680749448934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,56,57,NA,0.11285322009907997,NA,0.15217271948893657,0.020504958016360975,disintegrationsPerMinutePerGram,0.6320335270093719,0.02383820533837902,1.0419946738050723,0.02036550927788068,disintegrationsPerMinutePerGram,0.41859433938204904,0.03288117701227874,disintegrationsPerMinutePerGram,0.4120915237879249,0.04155451831152247,disintegrationsPerMinutePerGram,1868.7548044844202,173.85088988814235
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,56,57,C3_56_loi,NA,0.7051198206194235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,single set of methods,57,58,NA,0.1432894550601557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857.7702805128129,200.97204670991027
