"study_id","site_id","transect_id","plot_id","subtransect_id","debris_diameter","size_class","diameter_squared","debris_class","debris_transect_length"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","1","3.3","2.5-7.5","10.89",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","1","0.22","<2.5","0.0484","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","1","1.01","<2.5","1.0201","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","1","1.33","<2.5","1.7689","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","1","1.81","<2.5","3.2761","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","1","1.93","<2.5","3.7249","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","1","2.11","<2.5","4.4521","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","2","3.35","2.5-7.5","11.2225",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","2","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","2","1.06","<2.5","1.1236","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","2","1.8","<2.5","3.24","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","2","1.93","<2.5","3.7249","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","2","2.28","<2.5","5.1984","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","3","3.94","2.5-7.5","15.5236",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","3","3.27","2.5-7.5","10.6929",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","3","1.88","<2.5","3.5344","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","3","1.94","<2.5","3.7636","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","5.24","2.5-7.5","27.4576",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","4.91","2.5-7.5","24.1081",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","3.87","2.5-7.5","14.9769",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","3.84","2.5-7.5","14.7456",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","2.52","2.5-7.5","6.3504",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","1.88","<2.5","3.5344","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","2.34","<2.5","5.4756","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","2.35","<2.5","5.5225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","2","4","2.39","<2.5","5.7121","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","1","10.8",">7.5","116.64","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","1","4.42","2.5-7.5","19.5364",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","1","2.84","2.5-7.5","8.0656",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","1","2.52","2.5-7.5","6.3504",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","1","1.51","<2.5","2.2801","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","1","1.56","<2.5","2.4336","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","1","1.72","<2.5","2.9584","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","9.5",">7.5","90.25","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","7.7",">7.5","59.29","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","7","2.5-7.5","49",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","6.6","2.5-7.5","43.56",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","5.5","2.5-7.5","30.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","4.6","2.5-7.5","21.16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","4.1","2.5-7.5","16.81",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","3.02","2.5-7.5","9.1204",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","0.32","<2.5","0.1024","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","0.72","<2.5","0.5184","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","2.11","<2.5","4.4521","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","2","0.61","<2.5","0.3721","rotten","6"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","10.46",">7.5","109.4116","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","4.1","2.5-7.5","16.81",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","4.03","2.5-7.5","16.2409",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","3.47","2.5-7.5","12.0409",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","3.01","2.5-7.5","9.0601",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","0.33","<2.5","0.1089","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","1.21","<2.5","1.4641","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","1.46","<2.5","2.1316","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","1.96","<2.5","3.8416","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","3","2.14","<2.5","4.5796","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","4","0.22","<2.5","0.0484","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","4","0.78","<2.5","0.6084","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","3","4","1.15","<2.5","1.3225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","7.64",">7.5","58.3696","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","6.4","2.5-7.5","40.96",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","5.1","2.5-7.5","26.01",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","4","2.5-7.5","16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","3.5","2.5-7.5","12.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","2.73","2.5-7.5","7.4529",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","0.6","<2.5","0.36","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","0.74","<2.5","0.5476","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","0.75","<2.5","0.5625","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","0.9","<2.5","0.81","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","0.95","<2.5","0.9025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","1.15","<2.5","1.3225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","1.3","<2.5","1.69","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","1.66","<2.5","2.7556","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","1","1.92","<2.5","3.6864","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","9.5",">7.5","90.25","intermediate","12"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","5.8","2.5-7.5","33.64",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","5.2","2.5-7.5","27.04",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","4.5","2.5-7.5","20.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","3.11","2.5-7.5","9.6721",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","2.7","2.5-7.5","7.29",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","2.66","2.5-7.5","7.0756",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","2.63","2.5-7.5","6.9169",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","2.6","2.5-7.5","6.76",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","0.5","<2.5","0.25","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","0.51","<2.5","0.2601","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","0.55","<2.5","0.3025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","0.62","<2.5","0.3844","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","0.86","<2.5","0.7396","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","0.96","<2.5","0.9216","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","1.01","<2.5","1.0201","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","1.14","<2.5","1.2996","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","1.21","<2.5","1.4641","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","1.33","<2.5","1.7689","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","2","1.73","<2.5","2.9929","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","5.3","2.5-7.5","28.09",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","4","2.5-7.5","16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","3.82","2.5-7.5","14.5924",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","3.7","2.5-7.5","13.69",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","3","2.5-7.5","9",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","2.8","2.5-7.5","7.84",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","0.83","<2.5","0.6889","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","1.02","<2.5","1.0404","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","1.1","<2.5","1.21","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","1.31","<2.5","1.7161","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","1.31","<2.5","1.7161","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","1.87","<2.5","3.4969","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","3","2.33","<2.5","5.4289","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","2.81","2.5-7.5","7.8961",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","2.6","2.5-7.5","6.76",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","0.45","<2.5","0.2025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","0.5","<2.5","0.25","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","0.6","<2.5","0.36","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","0.76","<2.5","0.5776","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","0.77","<2.5","0.5929","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","0.86","<2.5","0.7396","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","0.86","<2.5","0.7396","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","1.01","<2.5","1.0201","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","1.18","<2.5","1.3924","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","1.4","<2.5","1.96","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","1.71","<2.5","2.9241","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","4","4","2","<2.5","4","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","7.11","2.5-7.5","50.5521",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","6.6","2.5-7.5","43.56",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","4.38","2.5-7.5","19.1844",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","4.3","2.5-7.5","18.49",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","4","2.5-7.5","16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","3.34","2.5-7.5","11.1556",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","3.1","2.5-7.5","9.61",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","0.83","<2.5","0.6889","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","0.85","<2.5","0.7225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","1.01","<2.5","1.0201","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","1","1.22","<2.5","1.4884","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","5.27","2.5-7.5","27.7729",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","5.24","2.5-7.5","27.4576",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","3.97","2.5-7.5","15.7609",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","0.5","<2.5","0.25","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","0.79","<2.5","0.6241","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","0.94","<2.5","0.8836","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","1.05","<2.5","1.1025","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","1.22","<2.5","1.4884","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","2","1.77","<2.5","3.1329","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","6","2.5-7.5","36",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","3.2","2.5-7.5","10.24",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","0.88","<2.5","0.7744","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","1.01","<2.5","1.0201","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","1.05","<2.5","1.1025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","1.16","<2.5","1.3456","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","3","2.06","<2.5","4.2436","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","20",">7.5","400","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","4.39","2.5-7.5","19.2721",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","0.49","<2.5","0.2401","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","0.53","<2.5","0.2809","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","0.54","<2.5","0.2916","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","0.56","<2.5","0.3136","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","0.68","<2.5","0.4624","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","0.77","<2.5","0.5929","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","1.03","<2.5","1.0609","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","1","5","4","1.09","<2.5","1.1881","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","1","6.7","2.5-7.5","44.89",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","1","6.3","2.5-7.5","39.69",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","1","4","2.5-7.5","16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","1","3.02","2.5-7.5","9.1204",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","1","1.36","<2.5","1.8496","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","3","22.4",">7.5","501.76","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","3","16.98",">7.5","288.3204","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","3","5.86","2.5-7.5","34.3396",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","3","1.06","<2.5","1.1236","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","3","1.27","<2.5","1.6129","sound","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","3","1.8","<2.5","3.24","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","3","1.88","<2.5","3.5344","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","11.91",">7.5","141.8481","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","9.9",">7.5","98.01","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","7.97",">7.5","63.5209","sound","10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","4.05","2.5-7.5","16.4025",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","3.55","2.5-7.5","12.6025",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","3.4","2.5-7.5","11.56",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","3.3","2.5-7.5","10.89",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","2.83","2.5-7.5","8.0089",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","2.73","2.5-7.5","7.4529",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","1.46","<2.5","2.1316","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","1.67","<2.5","2.7889","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","1","4","2.44","<2.5","5.9536","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","2","1","9.76",">7.5","95.2576","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","2","1","8.08",">7.5","65.2864","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","2","1","4.05","2.5-7.5","16.4025",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","2","1","1.15","<2.5","1.3225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","2","2","2.76","2.5-7.5","7.6176",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","2","2","2.03","<2.5","4.1209","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","2","4","1.07","<2.5","1.1449","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","1","18.68",">7.5","348.9424","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","1","18.05",">7.5","325.8025","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","1","4.78","2.5-7.5","22.8484",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","1","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","2","8",">7.5","64","rotten","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","2","6.54","2.5-7.5","42.7716",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","2","5.12","2.5-7.5","26.2144",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","2","3.65","2.5-7.5","13.3225",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","3","6.83","2.5-7.5","46.6489",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","3","0.15","<2.5","0.0225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","3","1.37","<2.5","1.8769","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","3","3","1.95","<2.5","3.8025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","1","4.2","2.5-7.5","17.64",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","2","13.8",">7.5","190.44","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","2","4.5","2.5-7.5","20.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","2","3.2","2.5-7.5","10.24",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","2","0.5","<2.5","0.25","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","2","1.3","<2.5","1.69","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","2","1.3","<2.5","1.69","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","2","2.1","<2.5","4.41","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","3","7.6",">7.5","57.76","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","3","7.5",">7.5","56.25","sound","12"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","3","3.6","2.5-7.5","12.96",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","4","6.3","2.5-7.5","39.69",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","4","5.8","2.5-7.5","33.64",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","4","5.4","2.5-7.5","29.16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","4","4","4.5","2.5-7.5","20.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","1","0.6","<2.5","0.36","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","1","0.8","<2.5","0.64","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","1","0.8","<2.5","0.64","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","1","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","1","2","<2.5","4","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","2","2.6","2.5-7.5","6.76",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","2","2.5","2.5-7.5","6.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","3","0.8","<2.5","0.64","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","3","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","3","1.1","<2.5","1.21","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","3","1.4","<2.5","1.96","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","3","1.5","<2.5","2.25","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","4","4.3","2.5-7.5","18.49",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","4","0.9","<2.5","0.81","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","4","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","4","1.2","<2.5","1.44","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","2","5","4","1.3","<2.5","1.69","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","1","0.55","<2.5","0.3025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","1","0.88","<2.5","0.7744","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","1","0.91","<2.5","0.8281","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","1","1.04","<2.5","1.0816","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","2","5.4","2.5-7.5","29.16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","2","0.36","<2.5","0.1296","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","3","0.55","<2.5","0.3025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","1","4","2.79","2.5-7.5","7.7841",NA,"10"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","1","0.43","<2.5","0.1849","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","1","0.44","<2.5","0.1936","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","1","0.46","<2.5","0.2116","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","1","0.86","<2.5","0.7396","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","2","0.76","<2.5","0.5776","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","2","1.02","<2.5","1.0404","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","3","1.46","<2.5","2.1316","rotten","5"
"Cifuentes_and_Torres_2024","Boca Chica","3","2","3","1.68","<2.5","2.8224","rotten","5"
