#,"Gillen, M.N., Messerschmidt, T., Kirwan, M.L. 2000. Shear Stress, Biomass,"
#,"Bulk Density, Organic Matter on the Bank of the York River, VA 2018. Virginia"
#,"Coast Reserve Long-Term Ecological Research Project Data Publication"
#,"knb-lter-vcr.314.2"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.314)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.3
#,For additional information about the data contact: Matthew Kirwan
#,(kirwan@vims.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014, DEB-1237733 and DEB-1832221. VCR/LTER:
#,http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
Site,Location,Depth,WC,BD,OM
Goodwin,Edge,22,79.21178676,0.190651706,27.13081225
Goodwin,Edge,23,74.94849162,0.183839875,21.73837763
Goodwin,Edge,24,71.00758779,0.209193257,16.19750456
Goodwin,Edge,25,67.7134025,0.335785099,14.53218315
Goodwin,Edge,26,67.7526046,0.217246497,13.69230769
Goodwin,Edge,27,72.4211703,0.227734808,18.1913481
Goodwin,Edge,28,65.54633377,0.079943528,14.29424647
Goodwin,Edge,29,68.0717422,0.341403268,15.75217939
Goodwin,Edge,30,64.97491712,0.380030173,13.32188626
Goodwin,Edge,31,64.99325887,0.508293142,12.76888875
Goodwin,Edge,32,65.09011546,0.39459285,12.96736982
Goodwin,Edge,33,63.67553449,0.562183005,11.75721201
Goodwin,Edge,34,64.6024707,0.533566947,14.42505593
Goodwin,Edge,35,58.08649181,0.731460203,10.01109685
Goodwin,Edge,36,49.37924507,0.868269792,7.117587755
Goodwin,Edge,37,49.79511129,0.614226672,7.146373695
Goodwin,Edge,38,55.91663223,0.594157234,9.375334833
Goodwin,Edge,39,62.58663934,0.44157539,12.01297531
Goodwin,Edge,40,63.40684741,0.456058489,11.83737568
Goodwin,Edge,41,65.05170332,0.635792167,12.63893061
Goodwin,Edge,42,63.32099367,0.599234276,10.87620515
Goodwin,Edge,43,63.48884663,0.418625247,10.61095693
Goodwin,Edge,44,60.78919433,0.511460325,9.335324869
Goodwin,Edge,45,49.01374411,0.664806113,6.047257667
Goodwin,Edge,46,45.23083786,0.937995573,5.329509977
Goodwin,Edge,47,41.709221,0.982861351,5.134806898
Goodwin,Edge,48,36.86204609,1.257164895,3.903025699
Goodwin,Edge,49,31.82670934,1.376467441,3.342737553
Goodwin,Edge,50,27.59354205,1.901503683,2.667503662
Goodwin,Edge,51,27.47986766,1.479122379,2.452225187
Goodwin,Edge,52,23.12948298,1.475398153,2.607279239
Goodwin,Edge,53,21.22530315,1.994434254,2.131445808
Goodwin,Edge,54,23.98079235,1.640250844,2.083252474
Goodwin,Edge,55,22.41148287,2.432969784,1.942852657
Goodwin,Edge,56,23.03397295,1.869179314,2.267463642
Goodwin,Edge,57,21.85835853,2.312043858,1.929510567
Goodwin,Edge,58,22.51782379,2.132676237,2.202238806
Goodwin,Edge,59,21.74949462,2.131593984,1.920377505
Goodwin,Edge,60,20.02006385,2.994532085,1.846379523
Goodwin,Edge,61,21.10183286,2.491729789,2.073965253
Goodwin,Edge,62,22.25925322,2.353694707,2.675015383
Goodwin,Edge,63,20.49690865,2.208243004,2.391385822
Goodwin,Edge,64,22.99688515,1.479377027,3.549143644
Goodwin,Edge,65,22.11686344,2.143848914,2.844055768
Goodwin,Edge,66,22.53894287,2.238180049,2.890584446
Goodwin,Edge,67,23.30753492,2.195319623,2.98834242
Goodwin,Edge,68,19.6726419,2.913394895,2.328274717
Goodwin,Edge,69,18.96650758,1.81867945,2.730351533
Goodwin,Edge,70,18.31723897,2.528255848,2.300210884
Goodwin,Edge,71,17.34610042,2.225590893,2.27549021
Goodwin,Edge,72,17.07611093,2.310054422,2.231561542
Goodwin,Edge,73,17.96519098,2.123715814,2.342678567
Goodwin,Edge,74,18.13404445,2.496727254,2.594438849
Goodwin,Edge,75,17.46908949,2.293629631,2.51955063
Goodwin,Edge,76,17.66346596,2.25043498,2.427881385
Goodwin,Edge,77,17.11019662,2.452386687,2.588131457
Goodwin,Edge,78,19.75247284,2.364198933,3.222549092
Goodwin,Edge,79,18.61117938,2.37183837,2.982009971
Goodwin,Edge,80,16.16804619,2.366331609,2.202029849
Goodwin,Edge,81,15.52709709,2.123779476,2.160505392
Goodwin,Edge,82,15.01492112,2.465644294,1.910651235
Goodwin,Edge,83,14.9419464,2.271252446,2.3649856
Goodwin,Edge,84,14.34569629,1.987017634,2.025663206
Goodwin,Edge,85,14.40071874,2.304913717,2.32768502
Goodwin,Edge,86,15.33387721,2.328930198,2.047413057
Goodwin,Edge,87,16.30132828,2.325683437,1.909982413
Goodwin,Edge,88,16.60342375,2.305104703,2.069265504
Goodwin,Edge,89,16.38947482,2.353121749,2.405800434
Goodwin,Edge,90,15.92360506,2.455713025,2.127066631
Goodwin,Edge,91,16.56974604,2.345020763,2.115486419
Goodwin,Edge,92,16.35075006,2.255973572,3.150683965
Goodwin,Edge,93,16.99367772,2.26300822,2.478391437
Goodwin,Edge,94,16.78926947,1.508661537,2.417925563
Goodwin,Edge,95,17.73755415,1.96163242,2.748817473
Goodwin,Edge,96,18.47729246,2.271825404,2.862487127
Goodwin,Edge,97,18.12974246,2.179133565,2.51827723
Goodwin,Edge,98,6.516445474,2.144612858,15.14805195
Goodwin,Edge,99,19.46263454,2.147270746,2.849159113
Goodwin,Edge,100,19.60393408,2.118002152,2.968184072
Goodwin,Interior,1,68.91819214,0.248345373,26.14073315
Goodwin,Interior,2,72.0841785,0.157706633,28.65072157
Goodwin,Interior,3,74.9068805,0.15439621,34.75930316
Goodwin,Interior,4,74.07748306,0.542368215,38.67891308
Goodwin,Interior,5,73.30791696,0.347658058,36.16553745
Goodwin,Interior,6,76.45127851,0.065078456,54.31645879
Goodwin,Interior,7,74.13658503,0.485088351,32.36654746
Goodwin,Interior,8,74.81142102,0.388497216,34.97337157
Goodwin,Interior,9,74.73421409,0.193277763,38.4057971
Goodwin,Interior,10,73.08326515,0.34033693,34.31069959
Goodwin,Interior,11,74.58926535,0.549673427,35.81666039
Goodwin,Interior,12,76.20313464,0.178094381,43.86952636
Goodwin,Interior,13,74.30815877,0.296696645,29.8841326
Goodwin,Interior,14,78.79493097,0.34514341,36.13391128
Goodwin,Interior,15,80.13166573,0.258897346,34.05667917
Goodwin,Interior,16,82.24240777,0.176725649,41.84978386
Goodwin,Interior,17,82.41899742,0.280319601,44.21166184
Goodwin,Interior,18,81.62595565,0.400099611,44.23405863
Goodwin,Interior,19,81.20420756,0.238032133,42.15699385
Goodwin,Interior,20,79.25327116,0.215257061,38.53604436
Goodwin,Interior,21,77.79157138,0.378677356,34.78333964
Goodwin,Interior,22,78.78086318,0.256732839,37.30704854
Goodwin,Interior,23,80.10917298,0.36188651,35.82988829
Goodwin,Interior,24,80.83270818,0.300914251,32.56465859
Goodwin,Interior,25,81.44132283,0.305100026,31.64840897
Goodwin,Interior,26,78.15266544,0.436752995,27.75672327
Goodwin,Interior,28,72.47223405,0.813011196,20.25918603
Goodwin,Interior,29,66.41008869,0.35143003,16.09981432
Goodwin,Interior,30,70.75304679,0.633643575,21.13631226
Goodwin,Interior,31,75.01255276,0.293051997,27.11671102
Goodwin,Interior,32,73.67787605,0.529078777,25.06693138
Goodwin,Interior,33,72.18831624,0.69480682,22.48030053
Goodwin,Interior,34,73.79700176,0.540792581,37.81158951
Goodwin,Interior,35,74.04746902,0.491629619,21.4729686
Goodwin,Interior,36,75.36663229,0.399128766,24.43177287
Goodwin,Interior,37,75.76091088,0.487221027,23.81994577
Goodwin,Interior,38,67.31489518,0.665267662,15.9354067
Goodwin,Interior,39,67.39164147,0.535460891,15.63131613
Goodwin,Interior,40,71.90341899,0.282245376,20.32818315
Goodwin,Interior,41,72.67928169,0.477735393,19.11583436
Goodwin,Interior,42,72.41867349,0.611011742,20.91115105
Goodwin,Interior,43,58.51527324,0.544039342,11.01717228
Goodwin,Interior,44,51.25198203,0.939459798,7.471030697
Goodwin,Interior,45,58.19254437,0.968855716,9.989322382
Goodwin,Interior,46,59.34734118,0.81508021,10.66526077
Goodwin,Interior,47,62.40209454,0.541667933,13.85966974
Goodwin,Interior,48,55.63854009,0.818661196,9.837085423
Goodwin,Interior,49,45.10078834,1.040730088,6.900032115
Goodwin,Interior,50,45.63251097,1.088667557,8.366592109
Catlett,Edge,1,66.60434284,0.25015974,13.51020408
Catlett,Edge,2,67.57397992,0.395882005,14.73585867
Catlett,Edge,3,67.43654331,0.534951595,15.01624353
Catlett,Edge,4,67.31324498,0.562135259,14.35635124
Catlett,Edge,5,67.54602952,0.735009358,15.30904625
Catlett,Edge,6,68.60308167,0.570124837,39.26180161
Catlett,Edge,7,68.56287907,0.622009349,14.96826789
Catlett,Edge,8,69.33491434,0.55153554,15.06502678
Catlett,Edge,9,73.04479217,0.590560332,22.51842219
Catlett,Edge,10,74.09743367,0.644482027,23.88828365
Catlett,Edge,11,72.40040145,0.805324012,23.99936278
Catlett,Edge,12,67.89339726,0.69063696,14.24590241
Catlett,Edge,13,65.05188206,0.731157809,14.11396865
Catlett,Edge,14,65.20147615,0.741375556,14.69733131
Catlett,Edge,15,69.18311551,0.620704278,16.91670978
Catlett,Edge,16,68.83564237,0.786193588,15.26311482
Catlett,Edge,17,68.51245552,0.774511615,14.20828817
Catlett,Edge,18,69.99318757,0.743094429,15.1548001
Catlett,Edge,19,68.95885416,0.90508233,14.00127768
Catlett,Edge,20,70.4154433,0.686371608,14.51871406
Catlett,Edge,21,72.72218223,0.759805698,16.4781091
Catlett,Edge,22,70.31213979,0.819838943,14.2463922
Catlett,Edge,23,70.3325706,0.726351329,16.32671043
Catlett,Edge,24,74.125166,0.49614962,20.39707689
Catlett,Edge,25,71.889843,0.764834995,19.59794768
Catlett,Edge,26,67.56950179,0.750065416,15.8295411
Catlett,Edge,27,64.91391728,0.814109365,13.33986288
Catlett,Edge,28,66.92859172,0.963237547,14.02337783
Catlett,Edge,29,68.21592587,0.986951633,15.01230251
Catlett,Edge,30,68.03452491,0.815764576,14.36563515
Catlett,Edge,34,63.36481036,1.202797567,13.78341112
Catlett,Edge,37,61.80139465,1.189173904,12.41148069
Catlett,Edge,40,51.89615599,1.954613687,7.657907622
Catlett,Edge,43,43.02107478,2.378697948,5.365762094
Catlett,Edge,46,42.82200647,2.671352058,5.650277794
Catlett,Edge,48,44.74119283,2.276775123,5.647170815
Catlett,Edge,50,36.09807729,3.017163918,3.602994037
Catlett,Edge,52,30.23660806,3.455667617,2.73610048
Catlett,Edge,54,29.00093881,3.80348483,2.48026018
Catlett,Edge,56,27.18937809,3.999054424,2.107403421
Catlett,Edge,59,28.74523191,3.169252382,2.313691944
Catlett,Edge,62,28.54357262,3.406106768,2.278713572
Catlett,Edge,65,27.22713999,3.561537486,1.930110804
Catlett,Edge,68,25.15479929,3.497429874,1.864536462
Catlett,Edge,71,24.33424013,4.240842614,1.764126915
Catlett,Edge,74,23.93911357,4.055936401,1.715871219
Catlett,Edge,77,24.0432952,3.611989602,9.735302222
Catlett,Edge,80,23.58496981,3.57713467,1.909680412
Catlett,Edge,83,23.90684767,3.87529554,1.031470545
Catlett,Edge,86,22.20928925,3.744120036,1.713818674
Catlett,Edge,89,23.45810681,3.74650736,1.855633264
Catlett,Edge,92,21.45650909,3.694622849,1.500664469
Catlett,Edge,95,23.03496633,3.696564539,1.939411709
Catlett,Edge,98,23.86898163,3.235333514,2.042908976
Catlett,Interior,1,78.15210559,0.055322258,33.80035026
Catlett,Interior,2,79.83040581,0.105997192,30.87835798
Catlett,Interior,3,79.45055632,0.20928875,39.63414634
Catlett,Interior,4,79.14297781,0.204354947,34.18776537
Catlett,Interior,5,77.4964718,0.334989324,28.14707305
Catlett,Interior,6,76.87016978,0.493475817,26.12387284
Catlett,Interior,7,76.6131806,0.497804831,25.95942628
Catlett,Interior,8,75.42951802,0.495735817,23.65738035
Catlett,Interior,9,75.2803562,0.521327932,25.40148722
Catlett,Interior,10,76.87121161,0.432392149,30.54303657
Catlett,Interior,11,79.28577191,0.490388211,31.76032896
Catlett,Interior,12,79.62201564,0.465400885,33.4505343
Catlett,Interior,13,75.09643278,0.497327366,28.64781292
Catlett,Interior,14,69.66762708,0.938282052,20.94297872
Catlett,Interior,15,65.94926785,0.857144862,16.84573054
Catlett,Interior,16,62.76089221,1.058062062,14.51549509
Catlett,Interior,17,59.83484943,1.249461796,12.05074535
Catlett,Interior,18,54.13206276,1.538264356,51.44168579
Catlett,Interior,19,49.12365405,1.777728883,8.719595322
Catlett,Interior,20,49.6321977,1.442835052,7.933942842
Catlett,Interior,21,52.4171995,1.79081142,10.08878271
Catlett,Interior,22,51.57466609,1.815353112,9.039329691
Catlett,Interior,23,44.62643326,2.15979624,6.25055452
Catlett,Interior,24,40.09541779,2.294154843,5.305566747
Catlett,Interior,25,37.3239103,2.52652106,4.52473835
Catlett,Interior,26,39.10876313,2.597535995,4.949607788
Catlett,Interior,27,36.45705611,2.771333193,4.503427021
Catlett,Interior,28,36.95013226,2.458179927,4.66727202
Catlett,Interior,29,33.98662212,2.962350956,3.873459114
Catlett,Interior,30,32.84943359,2.875579681,4.170134381
Catlett,Interior,31,31.12316273,3.557526781,3.228148161
Catlett,Interior,32,32.40685938,2.726387837,3.51847521
Catlett,Interior,33,33.13267789,3.210537174,3.838003999
Catlett,Interior,34,28.89569092,3.327420564,2.842838234
Catlett,Interior,35,28.06992069,3.311250422,3.042535768
Catlett,Interior,36,26.97808088,4.076276402,2.358675688
Catlett,Interior,37,28.89883005,3.247970417,2.457591325
Catlett,Interior,38,26.93701119,3.922214418,2.282401292
Catlett,Interior,39,26.92378261,3.803293844,2.287650387
Catlett,Interior,40,28.75962875,3.850562862,2.345557205
Catlett,Interior,44,26.48659819,4.642708845,2.382082774
Catlett,Interior,47,25.92995258,4.142071056,2.249367365
Catlett,Interior,50,25.05182015,4.258476981,2.37756584
Catlett,Interior,53,28.10883424,3.883953569,2.437721396
Catlett,Interior,56,26.90622468,3.934755827,2.452029042
Catlett,Interior,59,28.94170088,3.917376107,2.60334786
Catlett,Interior,62,28.45980356,3.412695783,2.337405022
Catlett,Interior,65,24.9290767,3.857788497,1.998859683
Catlett,Interior,68,21.65018265,4.01436513,1.563743435
Catlett,Interior,71,21.29086691,3.563415514,1.540064117
Catlett,Interior,74,21.7665554,3.857120046,1.51295457
Catlett,Interior,77,20.29362918,3.819145676,1.526653805
Taskinas,Edge,1,64.6939528,0.792432462,12.10984706
Taskinas,Edge,2,64.86702058,0.855266833,12.42902208
Taskinas,Edge,3,64.71905511,0.877612187,12.01237006
Taskinas,Edge,4,63.16899748,0.944775573,11.38544067
Taskinas,Edge,5,62.8154527,0.791700349,11.78315042
Taskinas,Edge,6,63.03666851,0.766235558,11.88291274
Taskinas,Edge,7,62.66251519,0.782501193,11.60612581
Taskinas,Edge,8,63.81784516,0.597117515,11.81597529
Taskinas,Edge,9,63.95975098,0.7923688,11.90327027
Taskinas,Edge,10,64.94822907,0.665936113,11.25732446
Taskinas,Edge,11,64.95762181,0.801472462,11.95421962
Taskinas,Edge,12,64.41812564,0.835818099,11.17333751
Taskinas,Edge,13,65.50574454,0.731094147,
Taskinas,Edge,14,65.8904627,0.574899485,11.36868486
Taskinas,Edge,15,65.91290572,0.575313288,11.81524622
Taskinas,Edge,16,65.42143268,0.861219228,11.79853937
Taskinas,Edge,17,66.71350349,0.731444287,12.43740696
Taskinas,Edge,18,68.72884723,0.726446822,12.95290262
Taskinas,Edge,19,68.90407122,0.636014984,12.85540961
Taskinas,Edge,20,70.36819459,0.594061741,14.77171492
Taskinas,Edge,21,69.57251871,0.784379222,12.82420749
Taskinas,Edge,22,69.70414377,0.647665125,12.86392732
Taskinas,Edge,23,69.67854473,0.774638939,12.29732575
Taskinas,Edge,24,69.4040215,0.806438097,12.18478837
Taskinas,Edge,25,69.73937587,0.730298372,12.30372314
Taskinas,Edge,26,69.28909677,0.840182128,12.35586163
Taskinas,Edge,27,69.12675372,0.890280921,11.93027523
Taskinas,Edge,28,69.38371151,0.565636668,11.92906726
Taskinas,Edge,29,69.41153888,0.710149356,12.22799382
Taskinas,Edge,30,69.3306454,0.978198111,11.99892114
Taskinas,Edge,31,68.1300082,0.767190488,12.20701802
Taskinas,Edge,34,66.42603801,1.108832489,12.08452112
Taskinas,Edge,37,65.54804945,1.001593888,12.30252765
Taskinas,Edge,40,65.84165997,1.136047984,12.81852617
Taskinas,Edge,43,69.07173468,0.967120927,14.55230211
Taskinas,Edge,46,71.63426926,0.852815847,21.21566589
Taskinas,Edge,47,72.507479,0.608449347,19.63999573
Taskinas,Edge,48,68.97889469,0.745768232,26.05827618
Taskinas,Edge,49,67.19219864,0.72927978,16.42962896
Taskinas,Edge,50,65.33977182,0.881909371,15.5558816
Taskinas,Edge,51,70.20894019,1.054751639,17.08551965
Taskinas,Edge,52,71.26784738,0.96979473,17.96930104
Taskinas,Edge,53,71.94099652,0.966356983,18.40387592
Taskinas,Edge,54,68.39661177,0.935831065,14.99338578
Taskinas,Edge,55,65.65314545,0.958972194,12.95324427
Taskinas,Edge,56,64.7107972,1.008310226,12.26993865
Taskinas,Edge,57,64.52046218,0.992076422,12.29340209
Taskinas,Edge,60,63.91301375,1.175804889,11.80235823
Taskinas,Edge,63,60.1994929,1.059271639,11.26872051
Taskinas,Edge,66,57.93836775,1.519770552,10.63276571
Taskinas,Edge,69,59.68296303,1.616727743,10.7261703
Taskinas,Edge,72,58.4308546,1.793262406,12.81065618
Taskinas,Edge,75,54.86292152,1.868288046,10.72367178
Taskinas,Edge,78,54.1753799,1.569426894,10.51639653
Taskinas,Edge,81,52.72958696,2.045109188,10.05118586
Taskinas,Edge,84,54.68332171,1.985075943,10.60686869
Taskinas,Edge,87,57.39830008,1.491727451,11.14218713
Taskinas,Edge,90,56.78478466,1.326460958,10.82098615
Taskinas,Edge,93,56.24671619,2.094065248,10.54580235
Taskinas,Edge,96,56.11720747,1.656070845,10.87053011
Taskinas,Interior,1,65.20925007,0.118283954,32.23666022
Taskinas,Interior,2,67.74532886,0.204959736,36.20984279
Taskinas,Interior,3,78.01167522,0.197829594,45.9755102
Taskinas,Interior,4,73.35453335,0.229374104,37.93055167
Taskinas,Interior,5,68.32031938,0.343520029,27.7238806
Taskinas,Interior,6,70.03346203,0.370576369,33.34195774
Taskinas,Interior,7,74.72379671,0.251241993,44.18100701
Taskinas,Interior,8,74.20537486,0.244111852,41.64153665
Taskinas,Interior,9,74.15451933,0.312102843,47.05401818
Taskinas,Interior,10,75.23065845,0.350363692,39.77995999
Taskinas,Interior,11,74.88030642,0.375764821,38.59783627
Taskinas,Interior,12,75.47764827,0.423256656,37.49246988
Taskinas,Interior,13,77.18818571,0.41695412,37.4779879
Taskinas,Interior,14,79.05056005,0.364942285,43.80960714
Taskinas,Interior,15,79.29500874,0.33935017,41.66196123
Taskinas,Interior,16,76.94281729,0.394672428,36.25721486
Taskinas,Interior,17,77.64849624,0.378502286,36.48500211
Taskinas,Interior,18,78.49568164,0.313057773,39.04411012
Taskinas,Interior,19,79.3215812,0.369653271,41.87812878
Taskinas,Interior,20,80.78671866,0.377961159,39.90883768
Taskinas,Interior,21,79.77401534,0.360103974,38.99404603
Taskinas,Interior,22,77.74902975,0.377770173,35.554062
Taskinas,Interior,23,73.73289504,0.546856384,31.22439424
Taskinas,Interior,24,71.56330239,0.733258654,29.99301066
Taskinas,Interior,25,71.23537239,0.723200061,30.2366733
Taskinas,Interior,26,68.91512085,0.809716688,23.90660187
Taskinas,Interior,27,66.35894977,0.982495295,53.1459037
Taskinas,Interior,28,68.34632018,1.069362063,21.89883641
Taskinas,Interior,29,74.40402795,0.713618934,28.05323126
Taskinas,Interior,30,72.32054578,0.891108526,25.81397853
Taskinas,Interior,31,71.14885826,0.722308794,26.43815597
Taskinas,Interior,32,71.33292692,0.853197819,27.28125117
Taskinas,Interior,33,73.80212393,0.823722323,31.59656018
Taskinas,Interior,34,71.80136426,0.822417253,28.64421282
Taskinas,Interior,35,68.13338129,0.987110788,23.21039096
Taskinas,Interior,36,69.1963532,0.813058942,25.42798806
Taskinas,Interior,37,68.1308742,1.031833327,22.35694865
Taskinas,Interior,38,68.9219501,1.080502909,22.31878864
Taskinas,Interior,39,70.21398548,0.843616691,23.24674341
Taskinas,Interior,40,69.68485747,0.898079513,21.03005839
Taskinas,Interior,44,64.37268396,1.199646299,20.56903361
Taskinas,Interior,47,68.97408145,1.02193389,21.13155242
Taskinas,Interior,50,63.39862791,1.290651096,
Taskinas,Interior,53,64.28319158,1.191051932,16.26664497
Taskinas,Interior,56,63.63684738,1.305134195,16.45940378
Taskinas,Interior,59,65.74204065,1.157342915,16.31162168
Taskinas,Interior,62,68.30977094,1.127358124,18.63715951
Taskinas,Interior,65,67.19490479,1.108323193,17.46374486
Taskinas,Interior,68,60.31831389,1.45629956,12.20919868
Taskinas,Interior,71,59.89426646,1.451270264,11.0337927
Taskinas,Interior,74,58.79855733,1.458145758,12.1537442
Taskinas,Interior,77,58.50875107,1.444299278,11.17374449
Taskinas,Interior,80,63.04064225,1.172335311,13.8559357
Taskinas,Interior,83,62.58835269,1.28886856,13.50370482
Taskinas,Interior,86,63.55876267,1.30045504,14.82423257
Taskinas,Interior,89,63.20147194,0.432901445,16.44089126
Taskinas,Interior,92,59.39574694,1.265409122,12.92364333
Taskinas,Interior,95,61.4801786,1.17809672,14.1912541
SweetHall,Edge,1,56.42545983,0.291886066,29.18860658
SweetHall,Edge,3,60.43127813,0.306395259,30.63952593
SweetHall,Edge,5,62.57029053,0.258976945,25.89769454
SweetHall,Edge,7,62.29060678,0.246332062,24.63320617
SweetHall,Edge,9,63.41894439,0.25168182,25.16818202
SweetHall,Edge,11,64.1736227,0.260922312,26.09223121
SweetHall,Edge,13,64.51940147,0.226797337,22.67973375
SweetHall,Edge,15,63.6488072,0.301369729,30.13697286
SweetHall,Edge,17,63.34639669,0.27291874,27.29187403
SweetHall,Edge,19,62.47092626,0.222339205,22.23392054
SweetHall,Edge,21,63.19679704,0.290589155,29.05891547
SweetHall,Edge,23,64.99021752,0.246575233,24.65752325
SweetHall,Edge,25,63.22930801,0.263597191,26.35971914
SweetHall,Edge,27,62.48403947,0.261976052,26.19760524
SweetHall,Edge,29,61.71952702,0.280781264,28.07812641
SweetHall,Edge,31,69.29464635,0.254761984,25.47619842
SweetHall,Edge,33,63.94984326,0.279646467,27.96464669
SweetHall,Edge,35,64.30554226,0.302261355,30.2261355
SweetHall,Edge,37,63.48187653,0.327470066,32.74700655
SweetHall,Edge,39,63.24400281,0.29683054,29.68305396
SweetHall,Edge,41,64.62846399,0.350733409,35.07334093
SweetHall,Edge,43,64.84819277,0.295614685,29.56146854
SweetHall,Edge,45,64.34646763,0.332981938,33.29819379
SweetHall,Edge,47,61.74289246,0.351219751,35.1219751
SweetHall,Edge,49,60.19984757,0.38096765,38.09676505
SweetHall,Edge,51,60.90941898,0.439004424,43.90044245
SweetHall,Edge,53,60.41910244,0.356731623,35.67316234
SweetHall,Edge,55,60.15687852,0.321147624,32.11476237
SweetHall,Edge,57,60.74050683,0.403096197,40.3096197
SweetHall,Edge,59,61.8419831,0.333144052,33.31440518
SweetHall,Edge,61,62.05527786,0.41841596,41.841596
SweetHall,Edge,63,60.5344296,0.404636279,40.4636279
SweetHall,Edge,65,59.9617005,0.423684662,42.36846615
SweetHall,Edge,67,59.51579285,0.409337582,40.93375819
SweetHall,Edge,69,60.14355251,0.391586111,39.15861105
SweetHall,Edge,71,59.0744025,0.392801965,39.28019647
SweetHall,Edge,73,59.9,0.390046029,39.00460285
SweetHall,Edge,75,59.0629739,0.415741081,41.57410807
SweetHall,Edge,77,60.72331155,0.36532366,36.53236597
SweetHall,Edge,79,58.82352941,0.402853026,40.28530262
SweetHall,Edge,81,59.6003996,0.327794293,32.77942933
SweetHall,Edge,86,59.16851631,0.387695377,38.76953771
SweetHall,Edge,91,61.24515091,0.332009255,33.20092546
SweetHall,Edge,96,60.02563829,0.303315095,30.33150954
SweetHall,Edge,100,58.0247962,0.400664489,40.06644886
SweetHall,Interior,1,68.59410431,0.056131936,77.28975145
SweetHall,Interior,3,64.77317554,0.090479817,83.79644764
SweetHall,Interior,5,71.1971831,0.124321092,79.7752809
SweetHall,Interior,7,69.21206921,0.174515607,96.59300184
SweetHall,Interior,9,70.12282205,0.084785566,81.78294574
SweetHall,Interior,11,69.53915324,0.131798596,82.34200743
SweetHall,Interior,13,65.89655172,0.160330641,85.16819572
SweetHall,Interior,15,66.32543927,0.178649511,84.33348603
SweetHall,Interior,17,66.02446483,0.180108536,85.06928923
SweetHall,Interior,19,66.26228501,0.178082112,84.47488584
