#,"Gillen, M.N., Messerschmidt, T., Kirwan, M.L. 2000. Shear Stress, Biomass,"
#,"Bulk Density, Organic Matter on the Bank of the York River, VA 2018. Virginia"
#,"Coast Reserve Long-Term Ecological Research Project Data Publication"
#,"knb-lter-vcr.314.2"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.314)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.3
#,For additional information about the data contact: Matthew Kirwan
#,(kirwan@vims.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014, DEB-1237733 and DEB-1832221. VCR/LTER:
#,http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
Site,Location,SampleID,Depth,ShearStrength
Goodwin,Interior,GII-1,27.5,0
Goodwin,Interior,GII-1,37.5,0
Goodwin,Interior,GII-1,47.5,20
Goodwin,Interior,GII-1,57.5,
Goodwin,Interior,GII-1,67.5,
Goodwin,Interior,GII-1,77.5,
Goodwin,Interior,GII-1,87.5,
Goodwin,Interior,GII-1,97.5,
Goodwin,Interior,GII-2,7.5,35
Goodwin,Interior,GII-2,17.5,6
Goodwin,Interior,GII-2,27.5,5
Goodwin,Interior,GII-2,37.5,0
Goodwin,Interior,GII-2,47.5,11
Goodwin,Interior,GII-2,57.5,
Goodwin,Interior,GII-2,67.5,
Goodwin,Interior,GII-2,77.5,
Goodwin,Interior,GII-2,87.5,
Goodwin,Interior,GII-2,97.5,
Goodwin,Interior,GII-3,7.5,35
Goodwin,Interior,GII-3,17.5,6
Goodwin,Interior,GII-3,27.5,10.5
Goodwin,Interior,GII-3,37.5,0
Goodwin,Interior,GII-3,47.5,5
Goodwin,Interior,GII-3,57.5,
Goodwin,Interior,GII-3,67.5,
Goodwin,Interior,GII-3,77.5,
Goodwin,Interior,GII-3,87.5,
Goodwin,Interior,GII-3,97.5,
Goodwin,Interior,GII-4,7.5,29
Goodwin,Interior,GII-4,17.5,9
Goodwin,Interior,GII-4,27.5,10
Goodwin,Interior,GII-4,37.5,0
Goodwin,Interior,GII-4,47.5,5
Goodwin,Interior,GII-4,57.5,
Goodwin,Interior,GII-4,67.5,
Goodwin,Interior,GII-4,77.5,
Goodwin,Interior,GII-4,87.5,
Goodwin,Interior,GII-4,97.5,
Goodwin,Interior,GII-5,7.5,39
Goodwin,Interior,GII-5,17.5,9
Goodwin,Interior,GII-5,27.5,10
Goodwin,Interior,GII-5,37.5,0
Goodwin,Interior,GII-5,47.5,5
Goodwin,Interior,GII-5,57.5,
Goodwin,Interior,GII-5,67.5,
Goodwin,Interior,GII-5,77.5,
Goodwin,Interior,GII-5,87.5,
Goodwin,Interior,GII-5,97.5,
Goodwin,Interior,GII-6,7.5,28
Goodwin,Interior,GII-6,17.5,0
Goodwin,Interior,GII-6,27.5,0
Goodwin,Interior,GII-6,37.5,6
Goodwin,Interior,GII-6,47.5,9
Goodwin,Interior,GII-6,57.5,
Goodwin,Interior,GII-6,67.5,
Goodwin,Interior,GII-6,77.5,
Goodwin,Interior,GII-6,87.5,
Goodwin,Interior,GII-6,97.5,
Goodwin,Interior,GII-7,7.5,25
Goodwin,Interior,GII-7,17.5,7
Goodwin,Interior,GII-7,27.5,0
Goodwin,Interior,GII-7,37.5,0
Goodwin,Interior,GII-7,47.5,7
Goodwin,Interior,GII-7,57.5,
Goodwin,Interior,GII-7,67.5,
Goodwin,Interior,GII-7,77.5,
Goodwin,Interior,GII-7,87.5,
Goodwin,Interior,GII-7,97.5,
Goodwin,Interior,GII-8,7.5,51
Goodwin,Interior,GII-8,17.5,16
Goodwin,Interior,GII-8,27.5,7
Goodwin,Interior,GII-8,37.5,0
Goodwin,Interior,GII-8,47.5,15
Goodwin,Interior,GII-8,57.5,
Goodwin,Interior,GII-8,67.5,
Goodwin,Interior,GII-8,77.5,
Goodwin,Interior,GII-8,87.5,
Goodwin,Interior,GII-8,97.5,
Goodwin,Interior,GII-9,7.5,25
Goodwin,Interior,GII-9,17.5,8
Goodwin,Interior,GII-9,27.5,5
Goodwin,Interior,GII-9,37.5,6
Goodwin,Interior,GII-9,47.5,17
Goodwin,Interior,GII-9,57.5,
Goodwin,Interior,GII-9,67.5,
Goodwin,Interior,GII-9,77.5,
Goodwin,Interior,GII-9,87.5,
Goodwin,Interior,GII-9,97.5,
Goodwin,Interior,GII-10,7.5,42
Goodwin,Interior,GII-10,17.5,8.5
Goodwin,Interior,GII-10,27.5,5
Goodwin,Interior,GII-10,37.5,0
Goodwin,Interior,GII-10,47.5,28
Goodwin,Interior,GII-10,57.5,
Goodwin,Interior,GII-10,67.5,
Goodwin,Interior,GII-10,77.5,
Goodwin,Interior,GII-10,87.5,
Goodwin,Interior,GII-10,97.5,
Catlett,Edge,CIE-1,7.5,4
Catlett,Edge,CIE-1,17.5,1
Catlett,Edge,CIE-1,27.5,1
Catlett,Edge,CIE-1,37.5,4
Catlett,Edge,CIE-1,47.5,5
Catlett,Edge,CIE-1,57.5,9
Catlett,Edge,CIE-1,67.5,17
Catlett,Edge,CIE-1,77.5,9
Catlett,Edge,CIE-1,87.5,10
Catlett,Edge,CIE-1,97.5,14
Catlett,Edge,CIE-2,7.5,0
Catlett,Edge,CIE-2,17.5,0
Catlett,Edge,CIE-2,27.5,0
Catlett,Edge,CIE-2,37.5,2
Catlett,Edge,CIE-2,47.5,4
Catlett,Edge,CIE-2,57.5,9
Catlett,Edge,CIE-2,67.5,4
Catlett,Edge,CIE-2,77.5,24
Catlett,Edge,CIE-2,87.5,13
Catlett,Edge,CIE-2,97.5,22
Catlett,Edge,CIE-3,5,6.5
Catlett,Edge,CIE-3,15,7.25
Catlett,Edge,CIE-3,25,6.625
Catlett,Edge,CIE-3,35,6.25
Catlett,Edge,CIE-3,45,7.5
Catlett,Edge,CIE-3,55,10.75
Catlett,Edge,CIE-3,65,
Catlett,Edge,CIE-3,75,
Catlett,Edge,CIE-3,85,
Catlett,Edge,CIE-3,95,
Catlett,Edge,CIE-4,5,6.25
Catlett,Edge,CIE-4,15,8.125
Catlett,Edge,CIE-4,25,6.875
Catlett,Edge,CIE-4,35,6.5
Catlett,Edge,CIE-4,45,8.125
Catlett,Edge,CIE-4,55,10.5
Catlett,Edge,CIE-4,65,
Catlett,Edge,CIE-4,75,
Catlett,Edge,CIE-4,85,
Catlett,Edge,CIE-4,95,
Catlett,Edge,CIE-5,5,10.125
Catlett,Edge,CIE-5,15,8.125
Catlett,Edge,CIE-5,25,5
Catlett,Edge,CIE-5,35,4.875
Catlett,Edge,CIE-5,45,4.375
Catlett,Edge,CIE-5,55,7.25
Catlett,Edge,CIE-5,65,
Catlett,Edge,CIE-5,75,
Catlett,Edge,CIE-5,85,
Catlett,Edge,CIE-5,95,
Catlett,Edge,CIE-6,5,11.625
Catlett,Edge,CIE-6,15,7.375
Catlett,Edge,CIE-6,25,4.5
Catlett,Edge,CIE-6,35,4.625
Catlett,Edge,CIE-6,45,4.75
Catlett,Edge,CIE-6,55,9.25
Catlett,Edge,CIE-6,65,8
Catlett,Edge,CIE-6,75,8.125
Catlett,Edge,CIE-6,85,8.875
Catlett,Edge,CIE-6,95,8.125
Catlett,Edge,CIE-7,5,13.5
Catlett,Edge,CIE-7,15,11.375
Catlett,Edge,CIE-7,25,4
Catlett,Edge,CIE-7,35,8.375
Catlett,Edge,CIE-7,45,8.125
Catlett,Edge,CIE-7,55,10.375
Catlett,Edge,CIE-7,65,10
Catlett,Edge,CIE-7,75,
Catlett,Edge,CIE-7,85,
Catlett,Edge,CIE-7,95,
Catlett,Edge,CIE-8,5,10.875
Catlett,Edge,CIE-8,15,4.5
Catlett,Edge,CIE-8,25,1.875
Catlett,Edge,CIE-8,35,7.125
Catlett,Edge,CIE-8,45,12.875
Catlett,Edge,CIE-8,55,12
Catlett,Edge,CIE-8,65,
Catlett,Edge,CIE-8,75,
Catlett,Edge,CIE-8,85,
Catlett,Edge,CIE-8,95,
Catlett,Edge,CIE-9,5,9.25
Catlett,Edge,CIE-9,15,5.25
Catlett,Edge,CIE-9,25,7.875
Catlett,Edge,CIE-9,35,6
Catlett,Edge,CIE-9,45,11.375
Catlett,Edge,CIE-9,55,13.25
Catlett,Edge,CIE-9,65,10.375
Catlett,Edge,CIE-9,75,11.75
Catlett,Edge,CIE-9,85,
Catlett,Edge,CIE-9,95,
Catlett,Edge,CIE-10,5,12.75
Catlett,Edge,CIE-10,15,12.75
Catlett,Edge,CIE-10,25,7.125
Catlett,Edge,CIE-10,35,5.625
Catlett,Edge,CIE-10,45,6.25
Catlett,Edge,CIE-10,55,8.25
Catlett,Edge,CIE-10,65,
Catlett,Edge,CIE-10,75,
Catlett,Edge,CIE-10,85,
Catlett,Edge,CIE-10,95,
Catlett,Interior,CII-1,7.5,32
Catlett,Interior,CII-1,17.5,20
Catlett,Interior,CII-1,27.5,14
Catlett,Interior,CII-1,37.5,19
Catlett,Interior,CII-1,47.5,21
Catlett,Interior,CII-1,57.5,18
Catlett,Interior,CII-1,67.5,35
Catlett,Interior,CII-1,77.5,
Catlett,Interior,CII-1,87.5,
Catlett,Interior,CII-1,97.5,
Catlett,Interior,CII-2,7.5,19
Catlett,Interior,CII-2,17.5,24
Catlett,Interior,CII-2,27.5,15
Catlett,Interior,CII-2,35,9.5
Catlett,Interior,CII-2,45,7.75
Catlett,Interior,CII-2,55,8.125
Catlett,Interior,CII-2,67.5,16
Catlett,Interior,CII-2,77.5,16
Catlett,Interior,CII-2,87.5,19
Catlett,Interior,CII-3,7.5,10
Catlett,Interior,CII-3,17.5,25
Catlett,Interior,CII-3,27.5,24
Catlett,Interior,CII-3,37.5,14
Catlett,Interior,CII-3,47.5,12
Catlett,Interior,CII-3,57.5,22
Catlett,Interior,CII-3,67.5,30
Catlett,Interior,CII-3,77.5,22
Catlett,Interior,CII-3,87.5,17
Catlett,Interior,CII-3,97.5,18
Catlett,Interior,CII-4,7.5,6
Catlett,Interior,CII-4,17.5,13
Catlett,Interior,CII-4,27.5,20
Catlett,Interior,CII-4,37.5,
Catlett,Interior,CII-4,47.5,16
Catlett,Interior,CII-4,57.5,17
Catlett,Interior,CII-4,67.5,24
Catlett,Interior,CII-4,77.5,25
Catlett,Interior,CII-4,87.5,17
Catlett,Interior,CII-4,97.5,
Catlett,Interior,CII-5,7.5,20
Catlett,Interior,CII-5,17.5,23
Catlett,Interior,CII-5,27.5,17
Catlett,Interior,CII-5,37.5,16
Catlett,Interior,CII-5,47.5,20
Catlett,Interior,CII-5,57.5,17
Catlett,Interior,CII-5,67.5,15
Catlett,Interior,CII-5,77.5,19
Catlett,Interior,CII-5,87.5,
Catlett,Interior,CII-5,97.5,
Catlett,Interior,CII-6,7.5,20
Catlett,Interior,CII-6,17.5,21
Catlett,Interior,CII-6,27.5,13
Catlett,Interior,CII-6,37.5,19
Catlett,Interior,CII-6,47.5,19
Catlett,Interior,CII-6,57.5,31
Catlett,Interior,CII-6,67.5,28
Catlett,Interior,CII-6,77.5,29
Catlett,Interior,CII-6,87.5,28
Catlett,Interior,CII-6,97.5,48
Catlett,Interior,CII-7,7.5,22
Catlett,Interior,CII-7,17.5,27
Catlett,Interior,CII-7,27.5,5
Catlett,Interior,CII-7,37.5,16
Catlett,Interior,CII-7,47.5,20
Catlett,Interior,CII-7,57.5,23
Catlett,Interior,CII-7,67.5,22
Catlett,Interior,CII-7,77.5,18
Catlett,Interior,CII-7,87.5,18
Catlett,Interior,CII-7,97.5,
Catlett,Interior,CII-8,7.5,26
Catlett,Interior,CII-8,17.5,29
Catlett,Interior,CII-8,27.5,32
Catlett,Interior,CII-8,37.5,22
Catlett,Interior,CII-8,47.5,33
Catlett,Interior,CII-8,57.5,33
Catlett,Interior,CII-8,67.5,36
Catlett,Interior,CII-8,77.5,25
Catlett,Interior,CII-8,87.5,25
Catlett,Interior,CII-8,97.5,35
Catlett,Interior,CII-9,7.5,19
Catlett,Interior,CII-9,17.5,30
Catlett,Interior,CII-9,27.5,22
Catlett,Interior,CII-9,37.5,17
Catlett,Interior,CII-9,47.5,16
Catlett,Interior,CII-9,57.5,25
Catlett,Interior,CII-9,67.5,20
Catlett,Interior,CII-9,77.5,21
Catlett,Interior,CII-9,87.5,
Catlett,Interior,CII-9,97.5,
Catlett,Interior,CII-10,7.5,25
Catlett,Interior,CII-10,17.5,23
Catlett,Interior,CII-10,27.5,18
Catlett,Interior,CII-10,37.5,8
Catlett,Interior,CII-10,47.5,6
Catlett,Interior,CII-10,57.5,17
Catlett,Interior,CII-10,67.5,17
Catlett,Interior,CII-10,77.5,20
Catlett,Interior,CII-10,87.5,19
Catlett,Interior,CII-10,97.5,10
Taskinas,Edge,TCE-1,5,3.875
Taskinas,Edge,TCE-1,15,3.125
Taskinas,Edge,TCE-1,25,5.375
Taskinas,Edge,TCE-1,35,10.5
Taskinas,Edge,TCE-1,45,
Taskinas,Edge,TCE-1,55,
Taskinas,Edge,TCE-1,65,
Taskinas,Edge,TCE-1,75,
Taskinas,Edge,TCE-1,85,
Taskinas,Edge,TCE-1,95,
Taskinas,Edge,TCE-2,5,3.125
Taskinas,Edge,TCE-2,15,4
Taskinas,Edge,TCE-2,25,4.5
Taskinas,Edge,TCE-2,35,3.25
Taskinas,Edge,TCE-2,45,3.375
Taskinas,Edge,TCE-2,55,3
Taskinas,Edge,TCE-2,65,2.125
Taskinas,Edge,TCE-2,75,6.875
Taskinas,Edge,TCE-2,85,3.625
Taskinas,Edge,TCE-2,95,6.75
Taskinas,Edge,TCE-3,5,3.875
Taskinas,Edge,TCE-3,15,3.625
Taskinas,Edge,TCE-3,25,4.5
Taskinas,Edge,TCE-3,35,3.125
Taskinas,Edge,TCE-3,45,4.125
Taskinas,Edge,TCE-3,55,4.5
Taskinas,Edge,TCE-3,65,5.375
Taskinas,Edge,TCE-3,75,6.5
Taskinas,Edge,TCE-3,85,5.75
Taskinas,Edge,TCE-3,95,4.5
Taskinas,Edge,TCE-4,5,3.125
Taskinas,Edge,TCE-4,15,2.375
Taskinas,Edge,TCE-4,25,2.375
Taskinas,Edge,TCE-4,35,5.25
Taskinas,Edge,TCE-4,45,5.875
Taskinas,Edge,TCE-4,55,4.375
Taskinas,Edge,TCE-4,65,5.25
Taskinas,Edge,TCE-4,75,5.125
Taskinas,Edge,TCE-4,85,5.625
Taskinas,Edge,TCE-4,95,5.25
Taskinas,Edge,TCE-5,5,1.5
Taskinas,Edge,TCE-5,15,2.75
Taskinas,Edge,TCE-5,25,12.375
Taskinas,Edge,TCE-5,35,10.25
Taskinas,Edge,TCE-5,45,5.5
Taskinas,Edge,TCE-5,55,2.5
Taskinas,Edge,TCE-5,65,2.25
Taskinas,Edge,TCE-5,75,3.625
Taskinas,Edge,TCE-5,85,4.25
Taskinas,Edge,TCE-5,95,4.75
Taskinas,Edge,TCE-6,5,2.5
Taskinas,Edge,TCE-6,15,4.375
Taskinas,Edge,TCE-6,25,3.75
Taskinas,Edge,TCE-6,35,2.125
Taskinas,Edge,TCE-6,45,4.25
Taskinas,Edge,TCE-6,55,4.875
Taskinas,Edge,TCE-6,65,4
Taskinas,Edge,TCE-6,75,2.625
Taskinas,Edge,TCE-6,85,3.625
Taskinas,Edge,TCE-6,95,3.125
Taskinas,Edge,TCE-7,5,5
Taskinas,Edge,TCE-7,15,5.125
Taskinas,Edge,TCE-7,25,6
Taskinas,Edge,TCE-7,35,5.125
Taskinas,Edge,TCE-7,45,3.75
Taskinas,Edge,TCE-7,55,3.125
Taskinas,Edge,TCE-7,65,3.875
Taskinas,Edge,TCE-7,75,5.125
Taskinas,Edge,TCE-7,85,6.25
Taskinas,Edge,TCE-7,95,5.625
Taskinas,Edge,TCE-8,5,4.625
Taskinas,Edge,TCE-8,15,6.75
Taskinas,Edge,TCE-8,25,9.125
Taskinas,Edge,TCE-8,35,6.125
Taskinas,Edge,TCE-8,45,4.25
Taskinas,Edge,TCE-8,55,3.625
Taskinas,Edge,TCE-8,65,0.375
Taskinas,Edge,TCE-8,75,1.875
Taskinas,Edge,TCE-8,85,4.375
Taskinas,Edge,TCE-8,95,6.25
Taskinas,Edge,TCE-9,5,2.125
Taskinas,Edge,TCE-9,15,3
Taskinas,Edge,TCE-9,25,6.375
Taskinas,Edge,TCE-9,35,6.125
Taskinas,Edge,TCE-9,45,5.625
Taskinas,Edge,TCE-9,55,3.75
Taskinas,Edge,TCE-9,65,4.125
Taskinas,Edge,TCE-9,75,5.25
Taskinas,Edge,TCE-9,85,5.875
Taskinas,Edge,TCE-9,95,5.875
Taskinas,Edge,TCE-10,5,4.25
Taskinas,Edge,TCE-10,15,6.125
Taskinas,Edge,TCE-10,25,4.625
Taskinas,Edge,TCE-10,35,3
Taskinas,Edge,TCE-10,45,4.875
Taskinas,Edge,TCE-10,55,3.75
Taskinas,Edge,TCE-10,65,8.125
Taskinas,Edge,TCE-10,75,8
Taskinas,Edge,TCE-10,85,8.125
Taskinas,Edge,TCE-10,95,7.875
Taskinas,Interior,TCI-1,7.5,15
Taskinas,Interior,TCI-1,17.5,7
Taskinas,Interior,TCI-1,27.5,12
Taskinas,Interior,TCI-1,35,10.75
Taskinas,Interior,TCI-1,45,8.125
Taskinas,Interior,TCI-1,55,9.125
Taskinas,Interior,TCI-1,65,7.625
Taskinas,Interior,TCI-1,75,6.25
Taskinas,Interior,TCI-1,85,6.125
Taskinas,Interior,TCI-1,95,7.875
Taskinas,Interior,TCI-2,7.5,11
Taskinas,Interior,TCI-2,17.5,9
Taskinas,Interior,TCI-2,27.5,17
Taskinas,Interior,TCI-2,35,13.25
Taskinas,Interior,TCI-2,45,9.75
Taskinas,Interior,TCI-2,55,10.125
Taskinas,Interior,TCI-2,65,7.625
Taskinas,Interior,TCI-2,75,7.75
Taskinas,Interior,TCI-2,85,8.125
Taskinas,Interior,TCI-2,95,8.5
Taskinas,Interior,TCI-3,7.5,27
Taskinas,Interior,TCI-3,17.5,10
Taskinas,Interior,TCI-3,27.5,10
Taskinas,Interior,TCI-3,35,10.5
Taskinas,Interior,TCI-3,45,9
Taskinas,Interior,TCI-3,55,9.375
Taskinas,Interior,TCI-3,65,8.125
Taskinas,Interior,TCI-3,75,7.125
Taskinas,Interior,TCI-3,85,6.875
Taskinas,Interior,TCI-3,95,8
Taskinas,Interior,TCI-4,7.5,35
Taskinas,Interior,TCI-4,17.5,11
Taskinas,Interior,TCI-4,27.5,10
Taskinas,Interior,TCI-4,35,10.125
Taskinas,Interior,TCI-4,45,7.5
Taskinas,Interior,TCI-4,55,6.375
Taskinas,Interior,TCI-4,65,6
Taskinas,Interior,TCI-4,75,6.375
Taskinas,Interior,TCI-4,85,6.875
Taskinas,Interior,TCI-4,95,8.375
Taskinas,Interior,TCI-5,7.5,30
Taskinas,Interior,TCI-5,17.5,25
Taskinas,Interior,TCI-5,27.5,10
Taskinas,Interior,TCI-5,35,10.9375
Taskinas,Interior,TCI-5,45,9
Taskinas,Interior,TCI-5,55,8.125
Taskinas,Interior,TCI-5,65,4.875
Taskinas,Interior,TCI-5,75,5.5
Taskinas,Interior,TCI-5,85,6.75
Taskinas,Interior,TCI-5,95,8.125
Taskinas,Interior,TCI-6,7.5,19
Taskinas,Interior,TCI-6,17.5,14
Taskinas,Interior,TCI-6,25,13.25
Taskinas,Interior,TCI-6,35,8.125
Taskinas,Interior,TCI-6,45,6
Taskinas,Interior,TCI-6,55,4.5
Taskinas,Interior,TCI-6,65,8.125
Taskinas,Interior,TCI-6,75,7.25
Taskinas,Interior,TCI-6,85,8
Taskinas,Interior,TCI-6,95,8.375
Taskinas,Interior,TCI-7,7.5,28
Taskinas,Interior,TCI-7,17.5,10
Taskinas,Interior,TCI-7,27.5,14
Taskinas,Interior,TCI-7,35,11.625
Taskinas,Interior,TCI-7,45,9.375
Taskinas,Interior,TCI-7,55,6.5
Taskinas,Interior,TCI-7,65,6
Taskinas,Interior,TCI-7,75,7
Taskinas,Interior,TCI-7,85,7.875
Taskinas,Interior,TCI-7,95,8.75
Taskinas,Interior,TCI-8,7.5,21
Taskinas,Interior,TCI-8,17.5,11.375
Taskinas,Interior,TCI-8,27.5,18
Taskinas,Interior,TCI-8,35,9.5
Taskinas,Interior,TCI-8,45,8.125
Taskinas,Interior,TCI-8,55,8.125
Taskinas,Interior,TCI-8,65,9.75
Taskinas,Interior,TCI-8,75,8.875
Taskinas,Interior,TCI-8,85,9
Taskinas,Interior,TCI-8,95,8.5
Taskinas,Interior,TCI-9,7.5,37
Taskinas,Interior,TCI-9,17.5,
Taskinas,Interior,TCI-9,27.5,10
Taskinas,Interior,TCI-9,35,8.125
Taskinas,Interior,TCI-9,45,7.375
Taskinas,Interior,TCI-9,55,8.125
Taskinas,Interior,TCI-9,65,8.625
Taskinas,Interior,TCI-9,75,7.625
Taskinas,Interior,TCI-9,85,8.125
Taskinas,Interior,TCI-9,95,7.25
Taskinas,Interior,TCI-10,7.5,24
Taskinas,Interior,TCI-10,17.5,5
Taskinas,Interior,TCI-10,27.5,23
Taskinas,Interior,TCI-10,35,13.5
Taskinas,Interior,TCI-10,45,11.625
Taskinas,Interior,TCI-10,55,11.5
Taskinas,Interior,TCI-10,65,10.25
Taskinas,Interior,TCI-10,75,10.125
Taskinas,Interior,TCI-10,85,9.125
Taskinas,Interior,TCI-10,95,9.5
SweetHall,Edge,SHE-1,5,4.75
SweetHall,Edge,SHE-1,15,5.625
SweetHall,Edge,SHE-1,25,5
SweetHall,Edge,SHE-1,35,5.125
SweetHall,Edge,SHE-1,45,4.375
SweetHall,Edge,SHE-1,55,7.125
