study_id,site_id,core_id,year,month,day,latitude,longitude,elevation,position_notes,habitat,core_length_flag
Hamzeh_and_lahijani_2022,QM62,QM62_1,2020,12,17,26.880916,55.713051,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM62,QM62_2,2020,12,17,26.880916,55.713051,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM62,QM62_3,2020,12,17,26.880916,55.713051,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM71,QM71_1,2020,12,17,26.851839,55.743601,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM71,QM71_2,2020,12,17,26.851839,55.743601,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM71,QM71_3,2020,12,17,26.851839,55.743601,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM72,QM72_1,2020,12,17,26.85281,55.74225,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM72,QM72_2,2020,12,17,26.85281,55.74225,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM72,QM72_3,2020,12,17,26.85281,55.74225,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM81,QM81_1,2020,12,17,26.845332,55.649735,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM81,QM81_2,2020,12,17,26.845332,55.649735,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM81,QM81_3,2020,12,17,26.845332,55.649735,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM91,QM91_1,2020,12,18,26.833951,55.676747,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM91,QM91_2,2020,12,18,26.833951,55.676747,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM91,QM91_3,2020,12,18,26.833951,55.676747,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM92,QM92_1,2020,12,18,26.833583,55.678577,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM92,QM92_2,2020,12,18,26.833583,55.678577,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM92,QM92_3,2020,12,18,26.833583,55.678577,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM102,QM102_1,2020,12,17,26.8198,55.72773,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM102,QM102_2,2020,12,17,26.8198,55.72773,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM102,QM102_3,2020,12,17,26.8198,55.72773,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM111,QM111_1,2020,12,17,26.821351,55.767111,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM111,QM111_2,2020,12,17,26.821351,55.767111,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM111,QM111_3,2020,12,17,26.821351,55.767111,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM112,QM112_1,2020,12,17,26.82124,55.76647,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM112,QM112_2,2020,12,17,26.82124,55.76647,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM112,QM112_3,2020,12,17,26.82124,55.76647,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM121,QM121_1,2020,12,18,26.81988,55.63377,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM121,QM121_2,2020,12,18,26.81988,55.63377,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM121,QM121_3,2020,12,18,26.81988,55.63377,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM131,QM131_1,2020,12,18,26.816935,55.694468,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM131,QM131_2,2020,12,18,26.816935,55.694468,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM131,QM131_3,2020,12,18,26.816935,55.694468,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM132,QM132_1,2020,12,18,26.819377,55.691369,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM132,QM132_2,2020,12,18,26.819377,55.691369,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM132,QM132_3,2020,12,18,26.819377,55.691369,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM141,QM141_1,2020,12,18,26.80034,55.738915,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM141,QM141_2,2020,12,18,26.80034,55.738915,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM141,QM141_3,2020,12,18,26.80034,55.738915,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM151,QM151_1,2020,12,18,26.789018,55.775495,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM151,QM151_2,2020,12,18,26.789018,55.775495,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM151,QM151_3,2020,12,18,26.789018,55.775495,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM161,QM161_1,2020,12,18,26.780431,55.654955,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM161,QM161_2,2020,12,18,26.780431,55.654955,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM161,QM161_3,2020,12,18,26.780431,55.654955,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM162,QM162_1,2020,12,18,26.780613,55.657387,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM162,QM162_2,2020,12,18,26.780613,55.657387,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM162,QM162_3,2020,12,18,26.780613,55.657387,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM171,QM171_1,2020,12,18,26.788799,55.708983,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM171,QM171_2,2020,12,18,26.788799,55.708983,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM171,QM171_3,2020,12,18,26.788799,55.708983,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM172,QM172_1,2020,12,18,26.786517,55.710425,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM172,QM172_2,2020,12,18,26.786517,55.710425,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM172,QM172_3,2020,12,18,26.786517,55.710425,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
