study_id,site_id,core_id,latitude,longitude,habitat,habitat_assignment_method,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Adame_et_al_2015,Chiapas,M0358,15.180488,-92.837974,mangrove,study is from a habitat specific synthesis,150,200,0.337643299,NA,0.161
Adame_et_al_2015,Chiapas,M0359,15.176293,-92.848353,mangrove,study is from a habitat specific synthesis,0,20,0.192638613,NA,0.27625
Adame_et_al_2015,Chiapas,M0359,15.176293,-92.848353,mangrove,study is from a habitat specific synthesis,20,50,0.365049901,NA,0.157333333
Adame_et_al_2015,Chiapas,M0359,15.176293,-92.848353,mangrove,study is from a habitat specific synthesis,50,100,0.364220956,NA,0.148
Adame_et_al_2015,Chiapas,M0359,15.176293,-92.848353,mangrove,study is from a habitat specific synthesis,100,150,0.364220956,NA,0.148
Adame_et_al_2015,Chiapas,M0360,15.203104,-92.88521,mangrove,study is from a habitat specific synthesis,0,20,0.425016314,NA,0.1225
Adame_et_al_2015,Chiapas,M0360,15.203104,-92.88521,mangrove,study is from a habitat specific synthesis,20,50,0.641754585,NA,0.065333333
Adame_et_al_2015,Chiapas,M0360,15.203104,-92.88521,mangrove,study is from a habitat specific synthesis,50,100,0.539613397,NA,0.085
Adame_et_al_2015,Chiapas,M0361,15.164754,-92.827909,mangrove,study is from a habitat specific synthesis,0,20,0.711382833,NA,0.05075
Adame_et_al_2015,Chiapas,M0361,15.164754,-92.827909,mangrove,study is from a habitat specific synthesis,20,50,1.027529643,NA,0.013666667
Adame_et_al_2015,Chiapas,M0361,15.164754,-92.827909,mangrove,study is from a habitat specific synthesis,50,100,1.184243841,NA,0.008
Adame_et_al_2015,Chiapas,M0361,15.164754,-92.827909,mangrove,study is from a habitat specific synthesis,100,150,1.184243841,NA,0.008
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_1,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,20,NA,0.001008065,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_2,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,20,NA,0.001653226,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_3,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,20,NA,0.001612903,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_4,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,20,NA,0.00141129,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_5,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,20,NA,0.00171371,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_6,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,20,NA,0.001451613,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_7,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,20,NA,0.00125,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_8,29.46,34.97,seagrass,study is from a habitat specific synthesis,0,20,NA,0.001854839,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_9,29.46,34.97,seagrass,study is from a habitat specific synthesis,0,20,NA,0.001512097,NA
Allen_et_al_2007,South East Queensland,M0236,-27.517813,152.990952,mangrove,study is from a habitat specific synthesis,0,20,0.68,NA,0.023054
Alongi_1996,Hinchinbrook,M0022,-18.247934,146.233685,mangrove,study is from a habitat specific synthesis,0,20,0.61,NA,0.062333333
Alongi_1996,Hinchinbrook,M0023,-18.248799,146.233672,mangrove,study is from a habitat specific synthesis,0,20,0.56,NA,0.125333333
Alongi_1996,Hinchinbrook,M0024,-18.24988,146.233706,mangrove,study is from a habitat specific synthesis,0,20,0.6,NA,0.126333333
Alongi_1996,Hinchinbrook,M0025,-18.247089,146.233773,mangrove,study is from a habitat specific synthesis,0,20,0.68,NA,0.045
Alongi_et_al_1999,Hinchinbrook,M0016,-18.418583,146.193519,mangrove,study is from a habitat specific synthesis,0,20,0.38659547,NA,0.138
Alongi_et_al_1999,Hinchinbrook,M0016,-18.418583,146.193519,mangrove,study is from a habitat specific synthesis,20,50,0.38659547,NA,0.138
Alongi_et_al_1999,Hinchinbrook,M0017,-18.364415,146.14926,mangrove,study is from a habitat specific synthesis,0,20,0.536092412,NA,0.086
Alongi_et_al_1999,Hinchinbrook,M0017,-18.364415,146.14926,mangrove,study is from a habitat specific synthesis,20,50,0.536092412,NA,0.086
Alongi_et_al_1999,Hinchinbrook,M0017,-18.364415,146.14926,mangrove,study is from a habitat specific synthesis,50,100,0.536092412,NA,0.086
Alongi_et_al_2000,Cape Range National Park,M0030,-21.964478,113.946274,mangrove,study is from a habitat specific synthesis,0,20,0.575774005,NA,0.07623888
Alongi_et_al_2000,Cape Range National Park,M0030,-21.964478,113.946274,mangrove,study is from a habitat specific synthesis,20,50,0.544062216,NA,0.084292386
Alongi_et_al_2000,Cape Range National Park,M0030,-21.964478,113.946274,mangrove,study is from a habitat specific synthesis,50,100,0.623122998,NA,0.06527954
Alongi_et_al_2000,Cape Range National Park,M0031,-22.310318,114.121795,mangrove,study is from a habitat specific synthesis,0,20,0.719688022,NA,0.043470651
Alongi_et_al_2000,Cape Range National Park,M0031,-22.310318,114.121795,mangrove,study is from a habitat specific synthesis,20,50,0.70453626,NA,0.050931388
Alongi_et_al_2000,Cape Range National Park,M0031,-22.310318,114.121795,mangrove,study is from a habitat specific synthesis,50,100,1.407456174,NA,0.00314
Alongi_et_al_2000,Dampier,M0028,-20.728059,116.620908,mangrove,study is from a habitat specific synthesis,0,20,0.618612277,NA,0.06461462
Alongi_et_al_2000,Dampier,M0028,-20.728059,116.620908,mangrove,study is from a habitat specific synthesis,20,50,0.695077608,NA,0.048226509
Alongi_et_al_2000,Dampier,M0028,-20.728059,116.620908,mangrove,study is from a habitat specific synthesis,50,100,0.83280771,NA,0.028260741
Alongi_et_al_2000,Dampier,M0029,-20.72806,116.625047,mangrove,study is from a habitat specific synthesis,0,20,1.006568563,NA,0.014509173
Alongi_et_al_2000,Dampier,M0029,-20.72806,116.625047,mangrove,study is from a habitat specific synthesis,20,50,1.100399306,NA,0.010955352
Alongi_et_al_2000,Dampier,M0029,-20.72806,116.625047,mangrove,study is from a habitat specific synthesis,50,100,1.184332086,NA,0.008159534
Alongi_et_al_2000,Port Headland,M0026,-20.322908,118.651878,mangrove,study is from a habitat specific synthesis,0,20,0.917360747,NA,0.019835311
Alongi_et_al_2000,Port Headland,M0026,-20.322908,118.651878,mangrove,study is from a habitat specific synthesis,20,50,0.904446022,NA,0.021495238
Alongi_et_al_2000,Port Headland,M0026,-20.322908,118.651878,mangrove,study is from a habitat specific synthesis,50,100,0.987864384,NA,0.015427482
Alongi_et_al_2000,Port Headland,M0027,-20.321774,118.651121,mangrove,study is from a habitat specific synthesis,0,20,0.826766219,NA,0.027901017
Alongi_et_al_2000,Port Headland,M0027,-20.321774,118.651121,mangrove,study is from a habitat specific synthesis,20,50,0.854216529,NA,0.025175429
Alongi_et_al_2000,Port Headland,M0027,-20.321774,118.651121,mangrove,study is from a habitat specific synthesis,50,100,0.987706951,NA,0.01565645
Alongi_et_al_2001,Sawi Bay,M0732,10.280598,99.162639,mangrove,study is from a habitat specific synthesis,0,20,0.783597508,NA,0.033706
Alongi_et_al_2001,Sawi Bay,M0732,10.280598,99.162639,mangrove,study is from a habitat specific synthesis,20,50,0.855583604,NA,0.024863667
Alongi_et_al_2001,Sawi Bay,M0732,10.280598,99.162639,mangrove,study is from a habitat specific synthesis,50,100,1.064052657,NA,0.013527
Alongi_et_al_2001,Sawi Bay,M0733,10.280598,99.162639,mangrove,study is from a habitat specific synthesis,0,20,0.821510528,NA,0.028716
Alongi_et_al_2001,Sawi Bay,M0733,10.280598,99.162639,mangrove,study is from a habitat specific synthesis,20,50,0.92061243,NA,0.020330667
Alongi_et_al_2001,Sawi Bay,M0733,10.280598,99.162639,mangrove,study is from a habitat specific synthesis,50,100,1.240926328,NA,0.006803333
Alongi_et_al_2001,Sawi Bay,M0734,10.373296,99.217642,mangrove,study is from a habitat specific synthesis,0,20,0.63416371,NA,0.060963
Alongi_et_al_2001,Sawi Bay,M0734,10.373296,99.217642,mangrove,study is from a habitat specific synthesis,20,50,0.61549234,NA,0.066243667
Alongi_et_al_2001,Sawi Bay,M0734,10.373296,99.217642,mangrove,study is from a habitat specific synthesis,50,100,0.83170021,NA,0.029372
Alongi_et_al_2001,Sawi Bay,M0735,10.373296,99.217642,mangrove,study is from a habitat specific synthesis,0,20,0.732391899,NA,0.04148
Alongi_et_al_2001,Sawi Bay,M0735,10.373296,99.217642,mangrove,study is from a habitat specific synthesis,20,50,0.660642284,NA,0.055326667
Alongi_et_al_2001,Sawi Bay,M0735,10.373296,99.217642,mangrove,study is from a habitat specific synthesis,50,100,0.900132041,NA,0.02301
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0270,4.867226,100.617941,mangrove,study is from a habitat specific synthesis,0,20,0.76014648,NA,0.03646
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0270,4.867226,100.617941,mangrove,study is from a habitat specific synthesis,20,50,0.767661215,NA,0.035306667
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0270,4.867226,100.617941,mangrove,study is from a habitat specific synthesis,50,100,0.770789894,NA,0.034875
