"study_id","site_id","core_id","vegetation_class","habitat","core_length_flag","latitude","longitude","position_notes","year","month","day","position_method"
"NCSS","S1977-FL071-S36_006","M1736","forested","mangrove","not specified",26.47,-82.13,NA,2011,4,8,NA
"NCSS","S1978-FL015-S08_005","M1737","forested","mangrove","not specified",26.87,-82.04,NA,2011,4,8,NA
"NCSS","S1982-FL061-S31_001","M1738","forested","mangrove","not specified",27.72,-80.41,NA,2011,4,8,NA
"NCSS","S1988-FL087-S44_003","M1739","forested","mangrove","not specified",25.12,-80.4,NA,2011,4,8,NA
"NCSS","S1988-FL087-S44_004","M1740","forested","mangrove","not specified",25.28,-80.33,NA,2011,4,8,NA
"RadamBrasil","SNLCS_BP_NT_35_VOL_II_132","M1741","forested","mangrove","not specified",-3.03333,-44.6833,NA,1986,4,8,NA
"RadamBrasil","SNLCS_BP_NT_27_VOL_II_C70","M1742","forested","mangrove","not specified",-25.3167,-48.3167,NA,1984,4,8,NA
"Kauffmann_et_al_2011","JBK11 RP Seaward","M0001","forested","mangrove","core depth represents deposit depth",7.351899,134.53934,"estimated from GE",2009,4,8,"other low resolution"
"Kauffmann_et_al_2011","JBK11 RP Interior","M0002","forested","mangrove","core depth represents deposit depth",7.353079,134.539347,"estimated from GE",2009,4,8,"other low resolution"
"Kauffmann_et_al_2011","JBK11 RP Landward","M0003","forested","mangrove","core depth represents deposit depth",7.354573,134.539262,"estimated from GE",2009,4,8,"other low resolution"
"Kauffmann_et_al_2011","JBK11 Yap Seaward","M0004","forested","mangrove","core depth represents deposit depth",9.588443,138.127378,"estimated from GE",2009,4,8,"other low resolution"
"Kauffmann_et_al_2011","JBK11 Yap Interior","M0005","forested","mangrove","core depth represents deposit depth",9.587553,138.127732,"estimated from GE",2009,4,8,"other low resolution"
"Kauffmann_et_al_2011","JBK11 Yap Landward","M0006","forested","mangrove","core depth represents deposit depth",9.586554,138.128089,"estimated from GE",2009,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Alta 3","M0007","forested","mangrove","core depth represents deposit depth",19.7010131,-71.7086917,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Balsa Alta","M0008","forested","mangrove","core depth represents deposit depth",19.7011072,-71.7193689,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Tapion Alto","M0009","forested","mangrove","core depth represents deposit depth",19.723964,-71.724047,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Guinea Media","M0010","forested","mangrove","core depth represents deposit depth",19.708301,-71.722997,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Laguna Media","M0011","forested","mangrove","core depth represents deposit depth",19.690274,-71.715383,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Mediana Sur","M0012","forested","mangrove","core depth represents deposit depth",19.69203,-71.711328,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Bajo Final","M0013","forested","mangrove","core depth represents deposit depth",19.876278,-71.650746,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Granja Bajo","M0014","forested","mangrove","core depth represents deposit depth",19.881405,-71.647282,"estimated from GE",2012,4,8,"other low resolution"
"Kauffmann_et_al_2014","JBK14 Morro Bajo","M0015","forested","mangrove","core depth represents deposit depth",19.884008,-71.642497,"estimated from GE",2012,4,8,"other low resolution"
"Alongi_et_al_1999","DMA99 HM1","M0016","forested","mangrove","core depth represents deposit depth",-18.418583,146.193519,"estimated from GE",1997,4,8,"other low resolution"
"Alongi_et_al_1999","DMA99 HM2","M0017","forested","mangrove","core depth represents deposit depth",-18.364415,146.14926,"estimated from GE",1997,4,8,"other low resolution"
"Chen_and_Twilley_1999","RC99 S1","M0018","forested","mangrove","core depth limited by length of corer",25.362304,-81.108188,"approximate",1997,4,8,"other low resolution"
"Chen_and_Twilley_1999","RC99 S3","M0019","forested","mangrove","core depth limited by length of corer",25.365286,-81.08602,"approximate",1997,4,8,"other low resolution"
"Chen_and_Twilley_1999","RC99 S4","M0020","forested","mangrove","core depth limited by length of corer",25.378163,-81.033439,"approximate",1997,4,8,"other low resolution"
"Chen_and_Twilley_1999","RC99 S6","M0021","forested","mangrove","core depth limited by length of corer",25.417346,-80.954333,"approximate",1997,4,8,"other low resolution"
"Alongi_1996","DMA96 Low","M0022","forested","mangrove","core depth limited by length of corer",-18.247934,146.233685,"estimated from GE",1989,4,8,"other low resolution"
"Alongi_1996","DMA96 Med","M0023","forested","mangrove","core depth limited by length of corer",-18.248799000000002,146.233672,"estimated from GE",1989,4,8,"other low resolution"
"Alongi_1996","DMA96 High","M0024","forested","mangrove","core depth limited by length of corer",-18.24988,146.233706,"estimated from GE",1989,4,8,"other low resolution"
"Alongi_1996","DMA96 Creek Bank","M0025","forested","mangrove","core depth limited by length of corer",-18.247089,146.233773,"estimated from GE",1989,4,8,"other low resolution"
"Alongi_et_al_2000","DMA00 PH1","M0026","forested","mangrove","core depth limited by length of corer",-20.322908,118.651878,"estimated from GE",1994,4,8,"other low resolution"
"Alongi_et_al_2000","DMA00 PH2","M0027","forested","mangrove","core depth limited by length of corer",-20.321774,118.651121,"estimated from GE",1994,4,8,"other low resolution"
"Alongi_et_al_2000","DMA00 D1","M0028","forested","mangrove","core depth limited by length of corer",-20.728059,116.620908,"estimated from GE",1994,4,8,"other low resolution"
"Alongi_et_al_2000","DMA00 D2","M0029","forested","mangrove","core depth limited by length of corer",-20.72806,116.625047,"estimated from GE",1994,4,8,"other low resolution"
"Alongi_et_al_2000","DMA00 MB1","M0030","forested","mangrove","core depth limited by length of corer",-21.964478,113.946274,"estimated from GE",1994,4,8,"other low resolution"
"Alongi_et_al_2000","DMA00 BR1","M0031","forested","mangrove","core depth limited by length of corer",-22.310318,114.121795,"estimated from GE",1994,4,8,"other low resolution"
"Matsui_1998","NM98 T00","M0032","forested","mangrove","core depth limited by length of corer",-18.442721,146.186194,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T01","M0033","forested","mangrove","core depth limited by length of corer",-18.442462,146.18623,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T02","M0034","forested","mangrove","core depth limited by length of corer",-18.442197,146.186261,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T03","M0035","forested","mangrove","core depth limited by length of corer",-18.441938,146.186312,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T04","M0036","forested","mangrove","core depth limited by length of corer",-18.441679,146.186347,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T05","M0037","forested","mangrove","core depth limited by length of corer",-18.441423,146.186399,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T06","M0038","forested","mangrove","core depth limited by length of corer",-18.44117,146.186447,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T07","M0039","forested","mangrove","core depth limited by length of corer",-18.440898,146.186483,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T08","M0040","forested","mangrove","core depth limited by length of corer",-18.44063,146.186519,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T09","M0041","forested","mangrove","core depth limited by length of corer",-18.440358,146.186545,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T10","M0042","forested","mangrove","core depth limited by length of corer",-18.440094,146.18658,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T11","M0043","forested","mangrove","core depth limited by length of corer",-18.439847,146.186604,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T12","M0044","forested","mangrove","core depth limited by length of corer",-18.439568,146.186662,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T13","M0045","forested","mangrove","core depth limited by length of corer",-18.439432,146.186671,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T14","M0046","forested","mangrove","core depth limited by length of corer",-18.439263,146.186688,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T15","M0047","forested","mangrove","core depth limited by length of corer",-18.439041,146.186717,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T16","M0048","forested","mangrove","core depth limited by length of corer",-18.438787,146.186745,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T17","M0049","forested","mangrove","core depth limited by length of corer",-18.438536,146.186804,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T18","M0050","forested","mangrove","core depth limited by length of corer",-18.438278,146.186847,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T19","M0051","forested","mangrove","core depth limited by length of corer",-18.438016,146.186906,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 T20","M0052","forested","mangrove","core depth limited by length of corer",-18.437749,146.186938,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P01S01","M0053","forested","mangrove","core depth limited by length of corer",-18.358774,146.145808,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P01S03","M0054","forested","mangrove","core depth limited by length of corer",-18.358774,146.145808,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P02S01","M0055","forested","mangrove","core depth limited by length of corer",-18.358643,146.14801,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P02SO3","M0056","forested","mangrove","core depth limited by length of corer",-18.358643,146.14801,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P03S01","M0057","forested","mangrove","core depth limited by length of corer",-18.424325,146.195218,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P03S02","M0058","forested","mangrove","core depth limited by length of corer",-18.424325,146.195218,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P03S03","M0059","forested","mangrove","core depth limited by length of corer",-18.424325,146.195218,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P04S01","M0060","forested","mangrove","core depth limited by length of corer",-18.42286,146.19197,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P04S02","M0061","forested","mangrove","core depth limited by length of corer",-18.42286,146.19197,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P04S03","M0062","forested","mangrove","core depth limited by length of corer",-18.42286,146.19197,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P05S01","M0063","forested","mangrove","core depth limited by length of corer",-18.421099,146.193129,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P05S02","M0064","forested","mangrove","core depth limited by length of corer",-18.421099,146.193129,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P05S03","M0065","forested","mangrove","core depth limited by length of corer",-18.421099,146.193129,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P06S01","M0066","forested","mangrove","core depth limited by length of corer",-18.40913,146.21997,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P06S02","M0067","forested","mangrove","core depth limited by length of corer",-18.40913,146.21997,"estimated from GE",1996,4,8,"other low resolution"
"Matsui_1998","NM98 P06S03","M0068","forested","mangrove","core depth limited by length of corer",-18.40913,146.21997,"estimated from GE",1996,4,8,"other low resolution"
"Mckee_et_al_2002","KLM02 Fringe","M0069","forested","mangrove","core depth limited by length of corer",16.829848,-88.103264,"approximate",1995,4,8,"other low resolution"
"Mckee_et_al_2002","KLM02 Transition","M0070","forested","mangrove","core depth limited by length of corer",16.829848,-88.103264,"approximate",1995,4,8,"other low resolution"
"Mckee_et_al_2002","KLM02 Dwarf","M0071","forested","mangrove","core depth limited by length of corer",16.829848,-88.103264,"approximate",1995,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 D11","M0072","forested","mangrove","core depth limited by length of corer",16.831347,-88.106153,"estimated from GE",2001,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 D14","M0073","forested","mangrove","core depth limited by length of corer",16.834478,-88.106216,"estimated from GE",2001,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 E5","M0074","forested","mangrove","core depth limited by length of corer",16.825075,-88.105023,"estimated from GE",2001,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 E9","M0075","forested","mangrove","core depth limited by length of corer",16.828987,-88.105276,"estimated from GE",2001,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 G12","M0076","forested","mangrove","core depth limited by length of corer",16.832389,-88.103341,"estimated from GE",2001,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 H13","M0077","forested","mangrove","core depth limited by length of corer",16.833514,-88.101791,"estimated from GE",2001,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 I13","M0078","forested","mangrove","core depth limited by length of corer",16.833349,-88.100789,"estimated from GE",2001,4,8,"other low resolution"
"Wooller_et_al_2003","MW03 MOW1","M0079","forested","mangrove","core depth limited by length of corer",16.80778,-88.1507,"approximate",2001,4,8,"other low resolution"
"Lacerda_et_al_1995","LDL95 Rhizophora","M0080","forested","mangrove","core depth limited by length of corer",-22.933926,-43.889642,"approximate",1993,4,8,"other low resolution"
"Lacerda_et_al_1995","LDL95 Avicennia","M0081","forested","mangrove","core depth limited by length of corer",-22.933926,-43.889642,"approximate",1993,4,8,"other low resolution"
"Jennerjahn_and_Ittekkot_2002","JI97 Itacuruca","M0082","forested","mangrove","core depth limited by length of corer",-22.933926,-43.889642,"approximate",1989,4,8,"other low resolution"
"Jennerjahn_and_Ittekkot_1997","JI97 Paraiba do Sul","M0083","forested","mangrove","core depth limited by length of corer",-21.601023,-41.049465,"approximate",1992,4,8,"other low resolution"
"Alongi_et_al_2005","DMA05 JJ1","M0084","forested","mangrove","core depth limited by length of corer",24.393693,117.922137,"estimated from GE",2002,4,8,"other low resolution"
"Alongi_et_al_2005","DMA05 JJ2","M0085","forested","mangrove","core depth limited by length of corer",24.402439,117.916642,"estimated from GE",2002,4,8,"other low resolution"
"Alongi_et_al_2005","DMA05 JJ3","M0086","forested","mangrove","core depth limited by length of corer",24.403115,117.906607,"estimated from GE",2002,4,8,"other low resolution"
"Twilley_et_al_1997","RRT97 M1 25m","M0087","forested","mangrove","not specified",-2.448136,-79.690736,"estimated from GE",1995,4,8,"other low resolution"
"Twilley_et_al_1997","RRT97 M1 50m","M0088","forested","mangrove","not specified",-2.448372,-79.690668,"estimated from GE",1995,4,8,"other low resolution"
"Twilley_et_al_1997","RRT97 M2 25m","M0089","forested","mangrove","not specified",-2.435707,-79.687784,"estimated from GE",1995,4,8,"other low resolution"
"Twilley_et_al_1997","RRT97 M2 50m","M0090","forested","mangrove","not specified",-2.435771,-79.687614,"estimated from GE",1995,4,8,"other low resolution"
"Twilley_et_al_1997","RRT97 M3 25m","M0091","forested","mangrove","not specified",-2.428006,-79.687389,"estimated from GE",1995,4,8,"other low resolution"
"Twilley_et_al_1997","RRT97 M3 50m","M0092","forested","mangrove","not specified",-2.42792,-79.687291,"estimated from GE",1995,4,8,"other low resolution"
"Marchand_et_al_2004","CM04 C1","M0093","forested","mangrove","core depth limited by length of corer",5.348996,-52.8448990749746,"exact",2001,4,8,"other high resolution"
"Marchand_et_al_2004,_Marchand_et_al_2003","CM04 C2","M0094","forested","mangrove","core depth limited by length of corer",5.444081,-52.995144199741,"exact",2000,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C4","M0095","forested","mangrove","core depth limited by length of corer",5.443449,-52.9950338525213,"exact",2001,4,8,"other high resolution"
"Marchand_et_al_2003","CM04 C8","M0096","forested","mangrove","core depth limited by length of corer",5.347671,-52.8437223551482,"exact",2000,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C11","M0097","forested","mangrove","core depth limited by length of corer",5.444651,-52.9949656443971,"exact",2000,4,8,"other high resolution"
"Marchand_et_al_2004,_Marchand_et_al_2003","CM04 C12","M0098","forested","mangrove","core depth limited by length of corer",5.361244,-52.8878859002044,"exact",2000,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C14","M0099","forested","mangrove","core depth limited by length of corer",5.361213,-52.8860094121922,"exact",2001,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C15","M0100","forested","mangrove","core depth limited by length of corer",5.361265,-52.8867132203576,"exact",2001,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C17","M0101","forested","mangrove","core depth limited by length of corer",5.357695,-52.8448710280801,"exact",2001,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C18","M0102","forested","mangrove","core depth limited by length of corer",5.444407,-52.9949828827246,"exact",2001,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C20","M0103","forested","mangrove","core depth limited by length of corer",5.379758,-52.9207804640132,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C21","M0104","forested","mangrove","core depth limited by length of corer",5.421722,-53.0034966287274,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C22","M0105","forested","mangrove","core depth limited by length of corer",4.790728,-52.1301045081681,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C23","M0106","forested","mangrove","core depth limited by length of corer",4.789756,-52.1324922280966,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C24","M0107","forested","mangrove","core depth limited by length of corer",4.788874,-52.1619467829665,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C25","M0108","forested","mangrove","core depth limited by length of corer",4.783776,-52.1330954969604,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C26","M0109","forested","mangrove","core depth limited by length of corer",4.78338,-52.1321210958885,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C27","M0110","forested","mangrove","core depth limited by length of corer",4.772274,-52.1312553648555,"exact",2002,4,8,"other high resolution"
"Marchand_et_al_2004","CM04 C28","M0111","forested","mangrove","core depth limited by length of corer",4.772211,-52.1311110046606,"exact",2002,4,8,"other high resolution"
"Lallier-Verges_et_al_1998","EL98 Rhizophora","M0112","forested","mangrove","core depth represents deposit depth",16.278088,-61.548429,"estimated from GE",1996,4,8,"other low resolution"
"Lallier-Verges_et_al_1998","EL98 Laguncularia","M0113","forested","mangrove","core depth represents deposit depth",16.277168,-61.543488,"estimated from GE",1996,4,8,"other low resolution"
"Lallier-Verges_et_al_1998","EL98 Acrostichum","M0114","forested","mangrove","core depth represents deposit depth",16.27688,-61.541943,"estimated from GE",1996,4,8,"other low resolution"
"Lallier-Verges_et_al_1998","EL98 Cladium","M0115","forested","mangrove","core depth represents deposit depth",16.276196,-61.538235,"estimated from GE",1996,4,8,"other low resolution"
"Lallier-Verges_et_al_1998","EL98 Pterocarpus","M0116","forested","mangrove","core depth represents deposit depth",16.275196,-61.53275,"estimated from GE",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 1","M0117","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 2","M0118","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 3","M0119","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 4","M0120","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 5","M0121","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 6","M0122","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 7","M0123","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 8","M0124","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 9","M0125","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 10","M0126","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 11","M0127","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 12","M0128","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 13","M0129","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
"Bouillon_et_al_2003","SB03 Coringa 14","M0130","forested","mangrove","core depth limited by length of corer",16.825207,82.293886,"approximate",1996,4,8,"other low resolution"
