"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon"
"MX_edaf_puntos","114218","M1689","single set of methods",54,75,1.1179476679544174,NA,0.01
"MX_edaf_puntos","114218","M1689","single set of methods",75,105,1.1179476679544174,NA,0.01
"MX_perfilv12","102001_F1412","M1690","single set of methods",0,30,0.8470057223973215,NA,0.0255
"MX_perfilv12","102001_F1412","M1690","single set of methods",30,70,1.3547836237902993,NA,0.0040999999999999995
"MX_perfilv12","102005_F1412","M1691","single set of methods",0,40,0.8411006305217745,NA,0.026099999999999998
"MX_perfilv12","104002_F150912","M1692","single set of methods",0,11,0.8411006305217745,NA,0.026099999999999998
"MX_perfilv12","104004_F150912","M1693","single set of methods",0,12,0.4656060250735514,NA,0.1079
"MX_perfilv12","104004_F150912","M1693","single set of methods",12,20,0.8530991865027769,NA,0.024900000000000002
"MX_perfilv12","104053_F150912","M1694","single set of methods",0,125,0.18308658125932714,NA,0.28600000000000003
"MX_perfilv12","104053_F150912","M1694","single set of methods",20,125,1.30014663714975,NA,0.0052
"MX_perfilv12","110054_F1607","M1695","single set of methods",0,11,0.5772088794809698,NA,0.0748
"MX_perfilv12","2085_D1502","M1696","single set of methods",0,4,0.9719153541093909,NA,0.016200000000000003
"MX_perfilv12","2085_D1502","M1696","single set of methods",4,33,1.180636369423358,NA,0.008100000000000001
"MX_perfilv12","4005_D1505","M1697","single set of methods",0,17,0.6468201233519105,NA,0.057999999999999996
"MX_perfilv12","41_D1403","M1698","single set of methods",0,20,0.9074925832878834,NA,0.0203
"MX_perfilv12","41_D1403","M1698","single set of methods",20,43,1.2467322251272996,NA,0.0064
"MX_perfilv12","41_D1403","M1698","single set of methods",43,91,1.2222048077085237,NA,0.006999999999999999
"MX_perfilv12","41_D1403","M1698","single set of methods",91,106,1.5303262776614246,NA,0.0012
"MX_perfilv12","56013_E160205","M1699","single set of methods",0,12,0.5205923062793295,NA,0.09050000000000001
"MX_perfilv12","56027_E160205","M1700","single set of methods",0,24,0.8918044822042088,NA,0.0215
"MX_perfilv12","56027_E160205","M1700","single set of methods",24,44,1.272680977539927,NA,0.0058
"MX_perfilv12","56027_E160205","M1700","single set of methods",44,67,1.3547836237902993,NA,0.0040999999999999995
"MX_perfilv12","56027_E160205","M1700","single set of methods",67,110.00000000000001,1.4214135666665546,NA,0.0029
"MX_perfilv12","6014_E1302","M1701","single set of methods",0,14.000000000000002,1.0573402882445635,NA,0.012199999999999999
"MX_perfilv12","6014_E1302","M1701","single set of methods",14.000000000000002,70,1.272680977539927,NA,0.0058
"MX_perfilv12","6014_E1302","M1701","single set of methods",70,80,1.30014663714975,NA,0.0052
"MX_perfilv12","78013_F1308","M1702","single set of methods",0,60,1.1398092117254635,NA,0.009300000000000001
"MX_perfilv12","86008_F140306","M1703","single set of methods",0,10,1.0889669706505094,NA,0.011000000000000001
"MX_perfilv12","86008_F140306","M1703","single set of methods",10,50,1.2467322251272996,NA,0.0064
"MX_perfilv12","86008_F140306","M1703","single set of methods",50,90,1.3292312758796818,NA,0.0046
"MX_perfilv12","86016_F140306","M1704","single set of methods",0,50,1.004913454322434,NA,0.014499999999999999
"MX_perfilv12","86016_F140306","M1704","single set of methods",50,80,1.4214135666665546,NA,0.0029
"MX_perfilv12","86046_F140306","M1705","single set of methods",0,36,1.004913454322434,NA,0.014499999999999999
"MX_perfilv12","86046_F140306","M1705","single set of methods",36,82,1.2467322251272996,NA,0.0064
"AfSPDB","AO_1454_P213c/60","M1706","single set of methods",0,11,0.8626186370331019,NA,0.024
"AfSPDB","AO_1454_P213c/60","M1706","single set of methods",11,28.000000000000004,1.2342965804213848,NA,0.0067
"AfSPDB","AO_1454_P213c/60","M1706","single set of methods",28.000000000000004,53,1.4515696460367469,NA,0.0024
"AfSPDB","AO_1454_P213c/60","M1706","single set of methods",53,85,1.5303262776614246,NA,0.0012
"AfSPDB","AO_1454_P213c/60","M1706","single set of methods",85,127,1.5233986335302765,NA,0.0013
"AfSPDB","AO_1454_P213c/60","M1706","single set of methods",127,165,1.4040177714264013,NA,0.0032
"AU_NatSoil","AU_399_BAC_T481","M1707","single set of methods",0,9,0.927435326055556,NA,0.0189
"AU_NatSoil","AU_399_BAC_T481","M1707","single set of methods",9,22,1.304878792164807,NA,0.0051
"AU_NatSoil","AU_399_BAC_T481","M1707","single set of methods",22,45,1.433298359658865,NA,0.0027
"AU_NatSoil","AU_399_BAC_T481","M1707","single set of methods",45,66,1.5030249991792393,NA,0.0016
"AU_NatSoil","AU_399_REG_T276","M1708","single set of methods",0,10,0.2342275609152933,NA,0.23
"AU_NatSoil","AU_399_REG_T276","M1708","single set of methods",10,20,0.4931023374639615,NA,0.0989
"AU_NatSoil","AU_399_REG_T276","M1708","single set of methods",20,30,0.8420722095513202,NA,0.026000000000000002
"AU_NatSoil","AU_399_REG_T276","M1708","single set of methods",30,60,0.8831869979483058,NA,0.0222
"AU_NatSoil","AU_399_REG_T360","M1709","single set of methods",0,10,0.8363156126066733,NA,0.026600000000000002
"AU_NatSoil","AU_399_REG_T360","M1709","single set of methods",10,20,1.0007998651875367,NA,0.0147
"AU_NatSoil","AU_399_REG_T360","M1709","single set of methods",20,30,1.1735195661062294,NA,0.0083
"AU_NatSoil","AU_399_REG_T360","M1709","single set of methods",40,60,1.3983317329641074,NA,0.0033
"AU_NatSoil","AU_399_REG_T360","M1709","single set of methods",60,90,1.5515290475405128,NA,9e-4
"AU_NatSoil","AU_399_REG_T360","M1709","single set of methods",120,150,1.5233986335302765,NA,0.0013
"NCSS","C1512W04","M1710","single set of methods",0,5,0.14539437630564422,NA,0.35259999999999997
"NCSS","C1512W04","M1710","single set of methods",5,41,0.15234787528204563,NA,0.33740000000000003
"NCSS","C1512W04","M1710","single set of methods",41,100,0.16111980317884989,NA,0.32049999999999995
"NCSS","C1512W04","M1710","single set of methods",46,100,0.20219961125132307,NA,0.2621
"NCSS","C1512W04","M1710","single set of methods",50,100,0.23411471400698636,NA,0.23010000000000003
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",0,17,0.5023867741923943,NA,0.096
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",17,50,0.24597220589078517,NA,0.22
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",50,75,0.3033725116629524,NA,0.18
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",75,100,0.3207712481171475,NA,0.17
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",100,114.99999999999999,0.3207712481171475,NA,0.17
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",114.99999999999999,140,0.3207712481171475,NA,0.17
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",140,175,0.2342275609152933,NA,0.23
"AfSPDB","CD_SOTER_MA26","M1711","single set of methods",175,200,0.21333450991026168,NA,0.25
"WISE","CD0130","M1712","single set of methods",0,17,0.5030349696132431,NA,0.0958
"WISE","CD0130","M1712","single set of methods",17,50,0.24843395563009973,NA,0.218
"WISE","CD0130","M1712","single set of methods",50,75,0.2972737725466097,NA,0.1837
"WISE","CD0130","M1712","single set of methods",75,100,0.3213146324786793,NA,0.1697
"WISE","CD0130","M1712","single set of methods",100,114.99999999999999,0.3253388443144687,NA,0.1675
"WISE","CD0130","M1712","single set of methods",114.99999999999999,140,0.3198684500169166,NA,0.1705
"WISE","CD0130","M1712","single set of methods",140,175,0.23604522664863137,NA,0.2284
"WISE","CD0130","M1712","single set of methods",175,200,0.2168570068651636,NA,0.2464
"WISE","CU0040","M1713","single set of methods",0,20,0.881985876466585,NA,0.0223
"WISE","CU0040","M1713","single set of methods",20,43,1.27,NA,0.0125
"WISE","CU0040","M1713","single set of methods",43,85,1.32,NA,0.0076
"WISE","CU0040","M1713","single set of methods",85,120,1.3927009614224692,NA,0.0034000000000000002
"WISE","CU0040","M1713","single set of methods",120,150,1.427326784768851,NA,0.0028000000000000004
"WISE","CU0040","M1713","single set of methods",150,180,1.4897763133839008,NA,0.0018
"WISE","GF0001","M1714","single set of methods",8,40,0.9413092247909884,NA,0.018000000000000002
"WISE","GF0001","M1714","single set of methods",40,60,1.184243840982881,NA,0.008
"WISE","GF0001","M1714","single set of methods",60,80,1.1179476679544174,NA,0.01
"WISE","GF0001","M1714","single set of methods",80,140,1.1179476679544174,NA,0.01
"AfSPDB","GW_6050_X/207","M1715","single set of methods",0,10,0.9413092247909884,NA,0.018000000000000002
"AfSPDB","GW_6050_X/207","M1715","single set of methods",10,49,1.037970058456357,NA,0.013000000000000001
"AfSPDB","GW_6050_X/207","M1715","single set of methods",49,82,1.136602064946269,NA,0.009399999999999999
"AfSIS_Sentinel_Sites","Ihassunge-13-10","M1716","single set of methods",0,20,0.6651684358804159,NA,0.054000000000000006
"AfSIS_Sentinel_Sites","Ihassunge-13-10","M1716","single set of methods",20,50,0.9737389522610487,NA,0.0161
"AfSIS_Sentinel_Sites","Ihassunge-13-2","M1717","single set of methods",0,20,0.8692364735561318,NA,0.023399999999999997
"AfSIS_Sentinel_Sites","Ihassunge-13-2","M1717","single set of methods",20,50,0.895614352394081,NA,0.0212
"AfSIS_Sentinel_Sites","Ihassunge-13-7","M1718","single set of methods",0,20,0.8298120083477454,NA,0.0273
"AfSIS_Sentinel_Sites","Ihassunge-13-7","M1718","single set of methods",20,50,0.8191529514558917,NA,0.0285
"AfSIS_Sentinel_Sites","Ihassunge-13-8","M1719","single set of methods",0,20,1.1665312803508214,NA,0.0085
"AfSIS_Sentinel_Sites","Ihassunge-13-8","M1719","single set of methods",20,50,1.097396984135937,NA,0.010700000000000001
"AfSIS_Sentinel_Sites","Ihassunge-14-2","M1720","single set of methods",0,20,0.7703819030763818,NA,0.0349
"AfSIS_Sentinel_Sites","Ihassunge-14-2","M1720","single set of methods",20,50,1.1665312803508214,NA,0.0085
"AfSIS_Sentinel_Sites","Ihassunge-14-9","M1721","single set of methods",0,20,0.8647995343469577,NA,0.023799999999999998
"AfSIS_Sentinel_Sites","Ihassunge-14-9","M1721","single set of methods",20,50,1.1529293235735838,NA,0.0089
"AfSIS_Sentinel_Sites","Ihassunge-5-4","M1722","single set of methods",0,20,0.8670053081652287,NA,0.0236
"AfSIS_Sentinel_Sites","Ihassunge-5-4","M1722","single set of methods",20,50,0.8681176842810282,NA,0.0235
"AfSIS_Sentinel_Sites","Ihassunge-5-5","M1723","single set of methods",0,20,0.840133975146433,NA,0.0262
"AfSIS_Sentinel_Sites","Ihassunge-5-5","M1723","single set of methods",20,50,1.004913454322434,NA,0.014499999999999999
"AfSIS_Sentinel_Sites","Ihassunge-5-8","M1724","single set of methods",0,20,1.255219292616988,NA,0.0062
"AfSIS_Sentinel_Sites","Ihassunge-5-8","M1724","single set of methods",20,50,1.3242668697821334,NA,0.004699999999999999
"AfSIS_Sentinel_Sites","Ihassunge-9-11","M1725","single set of methods",0,20,1.054847479273221,NA,0.0123
"AfSIS_Sentinel_Sites","Ihassunge-9-11","M1725","single set of methods",20,50,1.1463103313504153,NA,0.0091
"AfSIS_Sentinel_Sites","Ihassunge-9-12","M1726","single set of methods",0,20,0.7925412842714733,NA,0.0318
"AfSIS_Sentinel_Sites","Ihassunge-9-12","M1726","single set of methods",20,50,0.8420722095513202,NA,0.026000000000000002
"AfSIS_Sentinel_Sites","Ihassunge-9-13","M1727","single set of methods",0,20,1.0403213252574595,NA,0.0129
"AfSIS_Sentinel_Sites","Ihassunge-9-13","M1727","single set of methods",20,50,1.0598541995572037,NA,0.0121
"AfSIS_Sentinel_Sites","Ihassunge-9-14","M1728","single set of methods",0,20,0.7363866101222482,NA,0.0403
"AfSIS_Sentinel_Sites","Ihassunge-9-14","M1728","single set of methods",20,50,0.9510652698888195,NA,0.0174
"AfSIS_Sentinel_Sites","Ihassunge-9-2","M1729","single set of methods",0,20,0.6419137589222834,NA,0.0591
"AfSIS_Sentinel_Sites","Ihassunge-9-2","M1729","single set of methods",20,50,0.8784257555860708,NA,0.0226
"AfSIS_Sentinel_Sites","Ihassunge-9-5","M1730","single set of methods",0,20,0.8930664448467672,NA,0.021400000000000002
"AfSIS_Sentinel_Sites","Ihassunge-9-5","M1730","single set of methods",20,50,1.1770617288672205,NA,0.008199999999999999
"AfSIS_Sentinel_Sites","Ihassunge-9-8","M1731","single set of methods",0,20,0.7888030376864896,NA,0.0323
"AfSIS_Sentinel_Sites","Ihassunge-9-8","M1731","single set of methods",20,50,1.136602064946269,NA,0.009399999999999999
"NCSS","Q3 #1","M1732","single set of methods",0,15,0.9130001622161704,NA,0.0199
"RadamBrasil","RADAM_VOL_24_36","M1733","single set of methods",0,10,0.2797089999778741,NA,0.195
"RadamBrasil","RADAM_VOL_24_36","M1733","single set of methods",60,155,1.5883131392157939,NA,4e-4
"RadamBrasil","RADAM_VOL_3_14","M1734","single set of methods",0,20,1.180636369423358,NA,0.008100000000000001
"RadamBrasil","RADAM_VOL_3_14","M1734","single set of methods",70,120,1.4393289299056637,NA,0.0026
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",0,10,0.5779780929208963,NA,0.0746
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",10,15,0.9200950068713197,NA,0.0194
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",15,23,0.8123614800704179,NA,0.029300000000000003
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",23,31,1.2261978769936555,NA,0.0069
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",31,64,1.3495740022343805,NA,0.0042
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",64,89,1.4214135666665546,NA,0.0029
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",89,109.00000000000001,1.3495740022343805,NA,0.0042
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",109.00000000000001,122,1.3983317329641074,NA,0.0033
"NCSS","S1977-FL071-S36_005","M1735","single set of methods",122,155,1.4577811045840319,NA,0.0023
"NCSS","S1977-FL071-S36_006","M1736","single set of methods",0,5,0.21132528186589408,NA,0.2521
"NCSS","S1977-FL071-S36_006","M1736","single set of methods",5,30,0.20962928634024466,NA,0.2539
"NCSS","S1977-FL071-S36_006","M1736","single set of methods",30,91,0.3227699372242894,NA,0.1689
"NCSS","S1977-FL071-S36_006","M1736","single set of methods",91,152,0.858329467032814,NA,0.024399999999999998
"NCSS","S1978-FL015-S08_005","M1737","single set of methods",0,10,0.3270052747676755,NA,0.1666
"NCSS","S1978-FL015-S08_005","M1737","single set of methods",10,25,0.580293497269016,NA,0.07400000000000001
"NCSS","S1978-FL015-S08_005","M1737","single set of methods",25,96,0.9701055196701933,NA,0.0163
"NCSS","S1978-FL015-S08_005","M1737","single set of methods",96,117,1.1149339005681231,NA,0.0101
"NCSS","S1982-FL061-S31_001","M1738","single set of methods",0,15,0.6522386146116114,NA,0.056799999999999996
"NCSS","S1982-FL061-S31_001","M1738","single set of methods",15,51,0.871493556960403,NA,0.0232
"NCSS","S1982-FL061-S31_001","M1738","single set of methods",51,61,1.1179476679544174,NA,0.01
"NCSS","S1988-FL087-S44_003","M1739","single set of methods",0,8,0.13378225152614312,NA,0.3829
"NCSS","S1988-FL087-S44_003","M1739","single set of methods",8,20,0.7165773445564405,NA,0.0438
"NCSS","S1988-FL087-S44_004","M1740","single set of methods",0,15,0.17656717750868606,NA,0.2953
"NCSS","S1988-FL087-S44_004","M1740","single set of methods",15,178,0.17430021670232537,NA,0.2987
"RadamBrasil","SNLCS_BP_NT_35_VOL_II_132","M1741","single set of methods",0,10,0.8123614800704179,NA,0.029300000000000003
"RadamBrasil","SNLCS_BP_NT_35_VOL_II_132","M1741","single set of methods",40,80,1.3983317329641074,NA,0.0033
"RadamBrasil","SNLCS_BP_NT_27_VOL_II_C70","M1742","single set of methods",0,15,0.8270911354532763,NA,0.0276
"RadamBrasil","SNLCS_BP_NT_27_VOL_II_C70","M1742","single set of methods",50,60,1.255219292616988,NA,0.0062
"Kauffmann_et_al_2011","JBK11 RP Seaward","M0001","single set of methods",0,15,0.2,NA,0.215
"Kauffmann_et_al_2011","JBK11 RP Seaward","M0001","single set of methods",15,30,0.2,NA,0.19899999999999998
"Kauffmann_et_al_2011","JBK11 RP Seaward","M0001","single set of methods",30,50,0.18,NA,0.185
"Kauffmann_et_al_2011","JBK11 RP Seaward","M0001","single set of methods",50,89,0.18,NA,0.172
"Kauffmann_et_al_2011","JBK11 RP Interior","M0002","single set of methods",0,15,0.22,NA,0.177
"Kauffmann_et_al_2011","JBK11 RP Interior","M0002","single set of methods",15,30,0.23,NA,0.204
"Kauffmann_et_al_2011","JBK11 RP Interior","M0002","single set of methods",30,50,0.2,NA,0.21100000000000002
"Kauffmann_et_al_2011","JBK11 RP Interior","M0002","single set of methods",50,101,0.25,NA,0.187
"Kauffmann_et_al_2011","JBK11 RP Landward","M0003","single set of methods",0,15,0.36,NA,0.12
"Kauffmann_et_al_2011","JBK11 RP Landward","M0003","single set of methods",15,30,0.27,NA,0.17300000000000001
"Kauffmann_et_al_2011","JBK11 RP Landward","M0003","single set of methods",30,50,0.32,NA,0.191
"Kauffmann_et_al_2011","JBK11 RP Landward","M0003","single set of methods",50,100,0.31,NA,0.17
"Kauffmann_et_al_2011","JBK11 RP Landward","M0003","single set of methods",100,160,0.31,NA,0.17
"Kauffmann_et_al_2011","JBK11 Yap Seaward","M0004","single set of methods",0,15,0.27,NA,0.122
"Kauffmann_et_al_2011","JBK11 Yap Seaward","M0004","single set of methods",15,30,0.32,NA,0.121
"Kauffmann_et_al_2011","JBK11 Yap Seaward","M0004","single set of methods",30,50,0.34,NA,0.10800000000000001
"Kauffmann_et_al_2011","JBK11 Yap Seaward","M0004","single set of methods",50,100,0.34,NA,0.13699999999999998
"Kauffmann_et_al_2011","JBK11 Yap Seaward","M0004","single set of methods",100,148,0.34,NA,0.13699999999999998
"Kauffmann_et_al_2011","JBK11 Yap Interior","M0005","single set of methods",0,15,0.51,NA,0.073
"Kauffmann_et_al_2011","JBK11 Yap Interior","M0005","single set of methods",15,30,0.48,NA,0.084
"Kauffmann_et_al_2011","JBK11 Yap Interior","M0005","single set of methods",30,50,0.37,NA,0.096
"Kauffmann_et_al_2011","JBK11 Yap Interior","M0005","single set of methods",50,100,0.41,NA,0.075
"Kauffmann_et_al_2011","JBK11 Yap Interior","M0005","single set of methods",100,159,0.41,NA,0.075
"Kauffmann_et_al_2011","JBK11 Yap Landward","M0006","single set of methods",0,15,0.41,NA,0.107
"Kauffmann_et_al_2011","JBK11 Yap Landward","M0006","single set of methods",15,30,0.44,NA,0.125
"Kauffmann_et_al_2011","JBK11 Yap Landward","M0006","single set of methods",30,50,0.5,NA,0.11599999999999999
"Kauffmann_et_al_2011","JBK11 Yap Landward","M0006","single set of methods",50,100,0.5,NA,0.094
"Kauffmann_et_al_2011","JBK11 Yap Landward","M0006","single set of methods",100,231,0.5,NA,0.094
"Kauffmann_et_al_2014","JBK14 Alta 3","M0007","single set of methods",0,15,0.22,NA,0.2586
"Kauffmann_et_al_2014","JBK14 Alta 3","M0007","single set of methods",15,30,0.21,NA,0.23079999999999998
"Kauffmann_et_al_2014","JBK14 Alta 3","M0007","single set of methods",30,50,0.35,NA,0.18289999999999998
"Kauffmann_et_al_2014","JBK14 Alta 3","M0007","single set of methods",50,100,0.38,NA,0.1479
"Kauffmann_et_al_2014","JBK14 Alta 3","M0007","single set of methods",100,120,0.54,NA,0.0661
"Kauffmann_et_al_2014","JBK14 Balsa Alta","M0008","single set of methods",0,15,0.2,NA,0.2159
"Kauffmann_et_al_2014","JBK14 Balsa Alta","M0008","single set of methods",15,30,0.22,NA,0.1617
"Kauffmann_et_al_2014","JBK14 Balsa Alta","M0008","single set of methods",30,50,0.48,NA,0.10220000000000001
"Kauffmann_et_al_2014","JBK14 Balsa Alta","M0008","single set of methods",50,100,0.8,NA,0.0385
"Kauffmann_et_al_2014","JBK14 Balsa Alta","M0008","single set of methods",100,211,0.95,NA,0.0277
"Kauffmann_et_al_2014","JBK14 Tapion Alto","M0009","single set of methods",0,15,0.24,NA,0.1461
"Kauffmann_et_al_2014","JBK14 Tapion Alto","M0009","single set of methods",15,30,0.26,NA,0.149
"Kauffmann_et_al_2014","JBK14 Tapion Alto","M0009","single set of methods",50,100,0.23,NA,0.1039
"Kauffmann_et_al_2014","JBK14 Tapion Alto","M0009","single set of methods",100,179,1.06,NA,0.016220000000000002
"Kauffmann_et_al_2014","JBK14 Guinea Media","M0010","single set of methods",0,15,0.18,NA,0.2633
"Kauffmann_et_al_2014","JBK14 Guinea Media","M0010","single set of methods",15,30,0.22,NA,0.248
"Kauffmann_et_al_2014","JBK14 Guinea Media","M0010","single set of methods",30,50,0.23,NA,0.23370000000000002
"Kauffmann_et_al_2014","JBK14 Guinea Media","M0010","single set of methods",50,100,0.26,NA,0.2004
"Kauffmann_et_al_2014","JBK14 Guinea Media","M0010","single set of methods",100,245.00000000000003,0.45,NA,0.0956
"Kauffmann_et_al_2014","JBK14 Laguna Media","M0011","single set of methods",0,15,0.1,NA,0.2711
"Kauffmann_et_al_2014","JBK14 Laguna Media","M0011","single set of methods",15,30,0.26,NA,0.2047
"Kauffmann_et_al_2014","JBK14 Laguna Media","M0011","single set of methods",30,50,0.29,NA,0.1517
"Kauffmann_et_al_2014","JBK14 Laguna Media","M0011","single set of methods",50,100,0.39,NA,0.11789999999999999
"Kauffmann_et_al_2014","JBK14 Laguna Media","M0011","single set of methods",100,239,0.82,NA,0.0712
"Kauffmann_et_al_2014","JBK14 Mediana Sur","M0012","single set of methods",0,15,0.25,NA,0.25420000000000004
"Kauffmann_et_al_2014","JBK14 Mediana Sur","M0012","single set of methods",15,30,0.22,NA,0.2586
"Kauffmann_et_al_2014","JBK14 Mediana Sur","M0012","single set of methods",30,50,0.23,NA,0.2398
"Kauffmann_et_al_2014","JBK14 Mediana Sur","M0012","single set of methods",50,100,0.26,NA,0.1943
"Kauffmann_et_al_2014","JBK14 Mediana Sur","M0012","single set of methods",100,222.00000000000003,0.46,NA,0.08689999999999999
"Kauffmann_et_al_2014","JBK14 Bajo Final","M0013","single set of methods",0,15,0.29,NA,0.1646
"Kauffmann_et_al_2014","JBK14 Bajo Final","M0013","single set of methods",15,30,0.34,NA,0.142
"Kauffmann_et_al_2014","JBK14 Bajo Final","M0013","single set of methods",30,50,0.28,NA,0.163
"Kauffmann_et_al_2014","JBK14 Bajo Final","M0013","single set of methods",50,100,0.32,NA,0.1441
"Kauffmann_et_al_2014","JBK14 Bajo Final","M0013","single set of methods",100,250,0.26,NA,0.1609
"Kauffmann_et_al_2014","JBK14 Granja Bajo","M0014","single set of methods",0,15,0.28,NA,0.1649
"Kauffmann_et_al_2014","JBK14 Granja Bajo","M0014","single set of methods",15,30,0.27,NA,0.1572
"Kauffmann_et_al_2014","JBK14 Granja Bajo","M0014","single set of methods",30,50,0.34,NA,0.1069
"Kauffmann_et_al_2014","JBK14 Granja Bajo","M0014","single set of methods",50,100,0.38,NA,0.1429
"Kauffmann_et_al_2014","JBK14 Morro Bajo","M0015","single set of methods",0,15,0.36,NA,0.1292
"Kauffmann_et_al_2014","JBK14 Morro Bajo","M0015","single set of methods",15,30,0.24,NA,0.1709
"Kauffmann_et_al_2014","JBK14 Morro Bajo","M0015","single set of methods",30,50,0.27,NA,0.157
"Kauffmann_et_al_2014","JBK14 Morro Bajo","M0015","single set of methods",50,100,0.25,NA,0.1522
"Kauffmann_et_al_2014","JBK14 Morro Bajo","M0015","single set of methods",100,227,0.19,NA,0.1989
"Alongi_1996","DMA96 Low","M0022","single set of methods",0,20,0.61,NA,0.06233333333333333
"Alongi_1996","DMA96 Med","M0023","single set of methods",0,20,0.56,NA,0.12533333333333332
"Alongi_1996","DMA96 High","M0024","single set of methods",0,20,0.6,NA,0.12633333333333333
"Alongi_1996","DMA96 Creek Bank","M0025","single set of methods",0,20,0.68,NA,0.045
"Alongi_et_al_2000","DMA00 PH2","M0027","single set of methods",35.224,42.316,0.8227285669466428,NA,0.02809
"Alongi_et_al_2000","DMA00 PH2","M0027","single set of methods",55.711,68.903,0.9256505659546607,NA,0.01902
"Alongi_et_al_2000","DMA00 D1","M0028","single set of methods",25.075999999999997,30.097,0.642091184230801,NA,0.059059999999999994
"Alongi_et_al_2000","DMA00 D1","M0028","single set of methods",50.224999999999994,55.63600000000001,0.7376231134512667,NA,0.04009
"Alongi_et_al_2000","DMA00 D1","M0028","single set of methods",65.558,70.865,0.8243196270494789,NA,0.02791
