"study_id","site_id","site_description","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessy_2016","NWCA11-2582","Spindletop Ditch; Texas Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2531","East Branch Mad Island Slough-Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1222","Smyrna River-Delaware Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1210","Inland Bays; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R127","Pt Aux Chenes Bay-Mississippi Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1622","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1638","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1646","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1661","Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1677","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1685","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1697","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2588","East Branch Mad Island Slough-Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1197","Smyrna River-Delaware Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1226","Appoquinimink River-Delaware River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2443","Great Pee Dee River-Winyah Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2450","Calibogue Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2454","Coosaw River-Port Royal Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2458","Coosaw River-Port Royal Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1202","Appoquinimink River-Delaware River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3047","Weeki Wachi River-Double Hammock Creek Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2677","Currituck Sound; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1335","East Charlotte Harbor Frontal; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1326","Tolomato River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1303","Crystal River-Homosassa River Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1218","Inland Bays; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1213","Delaware Bay-Deep; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2549","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2577","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1039","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2355","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2632","Messongo Creek-Pocomoke Sound; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2636","Metompkin Bay-Burtons Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2643","Marumsco Creek-Pocomoke Sound; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2674","Lower Chincoteague Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2664","Lower Chincoteague Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1633","Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2538","Spindletop Ditch; Texas Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1669","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1643","Lower Vermilion River-Frontal Vermilion Bay; Lower Mississippi","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1630","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1645","Mississippi River Delta-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1614","Bayou Penchant; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1673","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1961","Biloxi Bay-Mississippi Sound; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2581","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2575","Aransas Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2603","San Antonio Bay-Espiritu Santo Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2565","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1200","Mispillion River-Delaware Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1198","Appoquinimink River-Delaware River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1233","Lower Florida Keys; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1665","Bayou Perot-Little Lake; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1635","Lower Vermilion River-Frontal Vermilion Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1683","Schooner Bayou Canal-Intracoastal Waterway; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1705","Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2026","Pamlico Sound-Hatteras Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R135","Manahawkin Bay-Little Egg Harbor; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1027","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1005","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1019","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1260","Lower St. Marys River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1364","Lower Loxahatchee River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1334","Lower St. Marys River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4499","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2721","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4522","Skagit Bay-Whidbey Basin; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2710","Skagit Bay-Whidbey Basin; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1634","Marsh Island-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1618","Marsh Island-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2608","East Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2605","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2598","Cane Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2566","Spindletop Ditch; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2537","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2030","Bogue Banks-Bogue Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-6301","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4503","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1420","Sapelo River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1418","Doboy Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1417","Wilmington River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1416","Medway River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1413","Little Satilla River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3586","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3583","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1792","Upper Chincoteague Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1813","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1805","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1803","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1793","Blackwater River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1779","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1776","Transquaking River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1369","Ossabaw Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3580","Honga River-Chesapeake Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3588","Wicomico River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1180","Hammonasset River-Frontal Long Island Sound; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1746","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1750","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1752","Elizabeth Islands-Marthas Vineyard; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1753","North River-Frontal Massachusetts Bay; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1754","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2265","Carmans River-Great South Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2269","Shinnecock Bay-Atlantic Ocean; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R089","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R002","Back River-Lower Chesapeake Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R052","Upper York River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R071","Pamlico Sound-Ocracoke Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2390","Palmer River; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2382","Narragansett Bay; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2529","East Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R006","North Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2262","South Oyster Bay-Jones Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2281","Great South Bay-Fire Island Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2279","South Oyster Bay-Jones Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2273","South Oyster Bay-Jones Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R024","North Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2179","Hampton River-Frontal Atlantic Ocean; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3073","Ecofina River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2045","Lake Mattamuskeet-Rose Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2049","Lake Mattamuskeet-Rose Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1188","Hammonasset River-Frontal Long Island Sound; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1187","Eightmile River-Connecticut River; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1184","Hammonasset River-Frontal Long Island Sound; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R080","San Antonio Bay-Espiritu Santo Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1709","Freshwater Bayou-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1707","Bayou La Loutre-Frontal Chandeleur Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1658","Marsh Island-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R003","Bogue Banks-Shackleford Banks; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R007","Combahee River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R012","Cape Fear River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2555","San Antonio Bay-Espiritu Santo Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1696","Mermentau River-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1278","Turtle Creek-Vassey Creek Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1291","Apalachicola Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1292","Tolomato River-Moses Creek Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1300","Lower St. Marks River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1305","Indian River Lagoon; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1329","Upper Florida Keys; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1342","Lower Sopchoppy River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1613","Bayou La Loutre-Frontal Chandeleur Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1626","Bayou Grand Caillou-Frontal Caillou Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1629","Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1637","Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1348","South Biscayne Bay; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1359","Estero Bay Frontal; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1363","Rooker Bay; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1368","South Newport River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1370","Brunswick River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1372","Medway River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1373","Wilmington River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1374","Doboy Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1376","Sapelo River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1377","Lower Satilla River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1379","Doboy Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1009","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1023","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1035","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1953","Ship Island Pass-Mississippi Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1946","West Pascagoula River-Pascagoula River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1653","Bayou Gentilly-Bayou Terre aux Boeufs; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1654","Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1666","Old North Bayou-Starks South Canal; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1642","Bayou Grand Caillou-Frontal Caillou Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2069","Pamlico Sound-Ocracoke Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2455","Harbor River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
