"study_id","site_id","site_description","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessy_2016","NWCA11-2402","Dasher Creek-Savannah River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2639","Currituck Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2637","Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2536","Dickinson Bayou; Texas Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2420","Bulls Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2066","Oyster Creek-Jarrett Bay; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2025","Neuse River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2404","Bulls Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2412","Little River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2666","Currituck Sound; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2653","Currituck Sound; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2647","Lower York River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2634","Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2651","Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2652","Machipongo River-Hog Island Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R305","Blue Hill-Mount Desert Frontal Drainages; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R306","Frenchman Bay; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2427","Great Pee Dee River-Winyah Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1021","Fish River-Frontal Mobile Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1017","Fish River-Frontal Mobile Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1823","Roque Bluffs Frontal Drainages; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1824","Twentyfive Mile Stream; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2415","South Santee River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1836","Schoodic Point-Petit-Manan Point Frontal Drainages; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1010","Fish River-Frontal Mobile Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1203","Rehoboth Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2599","Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2600","Halls Bayou; Texas Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2582","Spindletop Ditch; Texas Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2531","East Branch Mad Island Slough-Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1222","Smyrna River-Delaware Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1210","Inland Bays; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R127","Pt Aux Chenes Bay-Mississippi Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R307","Stonington Frontal Drainages; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R308","Blue Hill-Mount Desert Frontal Drainages; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1622","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1638","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1646","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1661","Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1677","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1685","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1697","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2578","East Fork Double Bayou; Texas Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2588","East Branch Mad Island Slough-Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1197","Smyrna River-Delaware Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1226","Appoquinimink River-Delaware River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2443","Great Pee Dee River-Winyah Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2450","Calibogue Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2453","Rediversion Canal-Santee River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2454","Coosaw River-Port Royal Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2458","Coosaw River-Port Royal Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1202","Appoquinimink River-Delaware River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3047","Weeki Wachi River-Double Hammock Creek Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2677","Currituck Sound; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1356","Conservation Area 2; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1335","East Charlotte Harbor Frontal; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1326","Tolomato River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1303","Crystal River-Homosassa River Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1243","Conservation Area 3A; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3042","Conservation Area 2; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R310","Frenchman Bay; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R309","Blue Hill-Mount Desert Frontal Drainages; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1020","Holley Creek-Alabama River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1029","Fish River-Frontal Mobile Bay; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1217","Christina River; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1218","Inland Bays; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1213","Delaware Bay-Deep; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1225","Christina River; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2597","Lower Neches Valley Authority Canal-Taylor Bayou; Texas Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2549","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R123","Big Musquash Stream; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R131","Stillwater River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2577","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1039","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1028","Halls Mill Creek; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1003","Bayou La Batre-Grand Bay Swamp; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4151","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4151","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4147","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4145","Elk Creek; Pacific Northwest","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4141","Coos Bay-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4138","South Fork Coquille River; Pacific Northwest","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2358","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2355","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2350","Little Nestucca River; Pacific Northwest","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2343","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2342","Coos Bay-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2339","Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2078","Headwaters White Oak River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2072","Gum Neck-Alligator River; South Atlantic Gulf","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2067","Middle Trent River; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2056","Gum Neck-Alligator River; South Atlantic Gulf","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2044","Gum Neck-Alligator River; South Atlantic Gulf","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2034","Headwaters New River; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2633","Lower York River; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2632","Messongo Creek-Pocomoke Sound; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2654","Lower Chincoteague Bay; Mid Atlantic","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2640","Lower Chincoteague Bay; Mid Atlantic","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2636","Metompkin Bay-Burtons Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2643","Marumsco Creek-Pocomoke Sound; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2674","Lower Chincoteague Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2664","Lower Chincoteague Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1633","Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1221","Elk River; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1828","Middle Sebasticook River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2538","Spindletop Ditch; Texas Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1617","Bayou Perot-Little Lake; Lower Mississippi","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1669","Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1830","Narraguagus River-Narraguagus Bay; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1643","Lower Vermilion River-Frontal Vermilion Bay; Lower Mississippi","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1630","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1645","Mississippi River Delta-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1614","Bayou Penchant; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1673","Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1961","Biloxi Bay-Mississippi Sound; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2581","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2575","Aransas Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2603","San Antonio Bay-Espiritu Santo Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2565","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2704","Willapa River; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4505","Satsop River; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R095","Lower Carrabassett River; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R122","Sheepscot River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R130","Outlet Saco River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1200","Mispillion River-Delaware Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1198","Appoquinimink River-Delaware River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3065","North Prong St. Marys River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1233","Lower Florida Keys; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1665","Bayou Perot-Little Lake; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1635","Lower Vermilion River-Frontal Vermilion Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1683","Schooner Bayou Canal-Intracoastal Waterway; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1705","Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1199","Indian River Bay; Mid Atlantic","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2026","Pamlico Sound-Hatteras Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2080","Alligator River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2064","Gum Neck-Alligator River; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R135","Manahawkin Bay-Little Egg Harbor; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R134","Manahawkin Bay-Little Egg Harbor; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R133","North Branch Rancocas Creek; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1027","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1005","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1019","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R128","Bayou La Batre-Grand Bay Swamp; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1260","Lower St. Marys River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1364","Lower Loxahatchee River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1334","Lower St. Marys River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1267","Everglades National Park; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1337","Coral Gables; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2028","Gum Neck-Alligator River; South Atlantic Gulf","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4499","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2721","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4522","Skagit Bay-Whidbey Basin; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2706","Skagit River-Frontal Skagit Bay; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-6315","Nooksack River-Frontal Bellingham Bay; Pacific Northwest","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2710","Skagit Bay-Whidbey Basin; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1634","Marsh Island-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1618","Marsh Island-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2608","East Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2606","East Fork Double Bayou; Texas Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2605","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2598","Cane Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2566","Spindletop Ditch; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2537","Salt Bayou; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2058","Headwaters Pungo River; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2035","Outlet Pungo River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2030","Bogue Banks-Bogue Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-6302","Cloquallam Creek-Chehalis River; Pacific Northwest","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-6301","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4526","Telegraph Slough-Frontal Padilla Bay; Pacific Northwest","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4503","Naselle River-Frontal Willapa Bay; Pacific Northwest","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1420","Sapelo River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1418","Doboy Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1417","Wilmington River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1416","Medway River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1413","Little Satilla River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2931","Upper San Diego River; California","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3586","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3583","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2368","Tulpehocken Creek; Mid Atlantic","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1792","Upper Chincoteague Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1814","Transquaking River; Mid Atlantic","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1813","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1805","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1803","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1793","Blackwater River; Mid Atlantic","estuarine","field observation","emergent","field observation"
