Core_ID,Saltmarsh,Marsh_type,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Dry_bulk_density_g_cm_3,OC_Perc,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,67-68,67.5,Basal Clay,0.58,1.83,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,68-69,68.5,Basal Clay,0.75,1.92,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,69-70,69.5,Basal Clay,0.65,2.10,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,70-71,70.5,Basal Clay,0.79,1.94,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,71-72,71.5,Basal Clay,0.74,1.73,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,72-73,72.5,Basal Clay,0.77,1.67,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,73-74,73.5,Basal Clay,0.83,1.79,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,74-75,74.5,Basal Clay,0.67,1.69,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,75-76,75.5,Basal Clay,0.80,1.53,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,76-77,76.5,Basal Clay,0.65,1.80,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,77-78,77.5,Basal Clay,0.62,1.88,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,78-79,78.5,Basal Clay,0.89,1.65,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,79-80,79.5,Basal Clay,0.71,1.69,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,80-81,80.5,Basal Clay,0.78,1.51,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,81-82,81.5,Basal Clay,0.74,1.47,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,82-83,82.5,Basal Clay,0.65,1.37,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,83-84,83.5,Basal Clay,0.83,1.40,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,84-85,84.5,Basal Clay,0.61,1.46,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,85-86,85.5,Basal Clay,0.93,1.39,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,86-87,86.5,Basal Clay,0.65,1.25,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,87-88,87.5,Basal Clay,0.80,1.28,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,88-89,88.5,Basal Clay,0.81,1.33,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,89-90,89.5,Basal Clay,0.70,1.23,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,90-91,90.5,Basal Clay,0.28,1.40,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,0-1,0.5,Organic Rich Silt with rootlets,0.74,6.84,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,1-2,1.5,Organic Rich Silt with rootlets,0.92,7.61,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,2-3,2.5,Organic Rich Silt with rootlets,0.82,5.98,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,3-4,3.5,Organic Rich Silt with rootlets,0.98,5.43,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,4-5,4.5,Organic Rich Silt with rootlets,0.82,6.28,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,5-6,5.5,Organic Rich Silt with rootlets,0.84,7.67,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,6-7,6.5,Organic Rich Silt with rootlets,0.83,4.72,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,7-8,7.5,Organic Rich Silt with rootlets,0.97,6.44,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,8-9,8.5,Organic Rich Silt with rootlets,0.82,5.69,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,9-10,9.5,Silt (Black Organic Layer) - Relict,0.78,11.49,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,10-11,10.5,Silt (Black Organic Layer) - Relict,0.68,25.27,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,11-12,11.5,Silt (Black Organic Layer) - Relict,0.68,27.44,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,12-13,12.5,Silt (Black Organic Layer) - Relict,0.81,32.73,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,13-14,13.5,Silt (Black Organic Layer) - Relict,0.73,24.41,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,14-15,14.5,Silt (Black Organic Layer) - Relict,1.09,9.28,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,15-16,15.5,Silt (Black Organic Layer) - Relict,1.20,11.35,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,16-17,16.5,Silt (Black Organic Layer) - Relict,1.02,13.35,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,17-18,17.5,Clay with rootlets,0.90,8.68,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,18-19,18.5,Clay with rootlets,1.34,6.63,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,19-20,19.5,Basal Clay,1.00,5.91,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,20-21,20.5,Basal Clay,1.46,6.21,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,21-22,21.5,Basal Clay,1.46,4.23,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,22-23,22.5,Basal Clay,1.30,3.70,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,23-24,23.5,Basal Clay,1.32,3.35,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,24-25,24.5,Basal Clay,1.14,2.69,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,25-26,25.5,Basal Clay,1.35,2.08,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,26-27,26.5,Basal Clay,1.19,2.26,,,,,
