study_id,site_id,core_id,year,month,day,latitude,longitude,position_notes,salinity_class,salinity_method,vegetation_class,vegetation_method,habitat,core_length_flag
Radabaugh_et_al_2021,Double_Branch_Bay_Stressed,DBBStressed02,2018,2,9,28.00034,-82.62428,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Double_Branch_Bay_Stressed,DBBStressed05,2018,2,9,28.00034,-82.62428,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Double_Branch_Bay_Stressed,DBBStressed10,2018,2,9,28.00046,-82.62428,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Double_Branch_Bay_Stressed,DBBStressed15,2018,2,9,28.00046,-82.62428,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Control01,2017,9,7,27.62534,-82.71471,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Control02,2017,9,7,27.62534,-82.71471,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Control05,2017,9,7,27.62534,-82.71471,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Control10,2017,9,7,27.62534,-82.71471,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Control15,2017,9,7,27.62534,-82.71471,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Stressed01,2017,9,7,27.62707,-82.71577,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Stressed02,2017,9,7,27.62707,-82.71577,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Stressed05,2017,9,7,27.62707,-82.71577,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Stressed10,2017,9,7,27.62703,-82.71584,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FD2Stressed15,2017,9,7,27.62703,-82.71584,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDControl01,2017,9,1,27.64043,-82.73374,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDControl02,2017,9,1,27.64043,-82.73374,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDControl05,2017,9,1,27.64043,-82.73374,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDControl10,2017,9,1,27.64039,-82.73383,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDControl15,2017,9,1,27.64039,-82.73383,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDStressed01,2017,9,1,27.64098,-82.73395,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDStressed02,2017,9,1,27.64098,-82.73395,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDStressed05,2017,9,1,27.64098,-82.73395,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDStressed10,2017,9,1,27.64083,-82.73396,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Fort_De_Soto_Marsh,FDStressed15,2017,9,1,27.64083,-82.73396,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBControl01,2017,8,25,27.83969,-82.62804,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBControl02,2017,8,25,27.83969,-82.62804,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBControl05,2017,8,25,27.83969,-82.62804,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBControl10,2017,8,25,27.83961,-82.62815,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBControl15,2017,8,25,27.83961,-82.62815,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,2017,8,25,27.84274,-82.63024,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,2017,8,25,27.84274,-82.63024,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed05,2017,8,25,27.84274,-82.63024,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,2017,8,25,27.84263,-82.63014,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed15,2017,8,25,27.84263,-82.63014,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPControl01,2018,1,22,27.7233,-82.47232,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPControl02,2018,1,22,27.7233,-82.47232,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPControl05,2018,1,22,27.7233,-82.47232,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPControl10,2018,1,22,27.7234,-82.47227,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPControl15,2018,1,22,27.7234,-82.47227,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPStressed01,2018,1,22,27.72153,-82.47044,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPStressed02,2018,1,22,27.72153,-82.47044,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPStressed05,2018,1,22,27.72153,-82.47044,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPStressed10,2018,1,22,27.72153,-82.47044,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Shell_Point_Marsh,SPStressed15,2018,1,22,27.72153,-82.47044,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Control,SPPControl01,2017,12,14,27.88332,-82.64825,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Control,SPPControl02,2017,12,14,27.88332,-82.64825,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Control,SPPControl05,2017,12,14,27.88332,-82.64825,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Control,SPPControl10,2017,12,14,27.88323,-82.64838,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Control,SPPControl15,2017,12,14,27.88323,-82.64838,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Stressed,SPPStressed01,2017,12,14,27.88376,-82.65039,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Stressed,SPPStressed02,2017,12,14,27.88376,-82.65039,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Stressed,SPPStressed05,2017,12,14,27.88376,-82.65039,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Stressed,SPPStressed10,2017,12,14,27.8837,-82.65028,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,StPete_Preserve_Stressed,SPPStressed15,2017,12,14,27.8837,-82.65028,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Control,UTBControl01,2017,12,13,28.00792,-82.62987,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Control,UTBControl02,2017,12,13,28.00792,-82.62987,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Control,UTBControl05,2017,12,13,28.00792,-82.62987,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Control,UTBControl10,2017,12,13,28.0078,-82.62987,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Control,UTBControl15,2017,12,13,28.0078,-82.62987,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Stressed,UTBStressed01,2017,12,13,28.00651,-82.63689,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Stressed,UTBStressed02,2017,12,13,28.00651,-82.63689,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Stressed,UTBStressed05,2017,12,13,28.00651,-82.63689,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Stressed,UTBStressed10,2017,12,13,28.00659,-82.63679,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Upper_Tampa_Bay_Stressed,UTBStressed15,2017,12,13,28.00659,-82.63679,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Control01,2017,10,12,27.8441,-82.61079,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Control02,2017,10,12,27.8441,-82.61079,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Control05,2017,10,12,27.8441,-82.61079,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Control10,2017,10,12,27.84415,-82.61072,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Control15,2017,10,12,27.84415,-82.61072,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Stressed01,2017,10,12,27.84503,-82.61127,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Stressed02,2017,10,12,27.84503,-82.61127,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Stressed05,2017,10,12,27.84503,-82.61127,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Stressed10,2017,10,12,27.84513,-82.61119,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WI2Stressed15,2017,10,12,27.84513,-82.61119,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIControl01,2017,9,22,27.84863,-82.59945,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIControl02,2017,9,22,27.84863,-82.59945,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIControl05,2017,9,22,27.84863,-82.59945,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIControl10,2017,9,22,27.84853,-82.59955,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIControl15,2017,9,22,27.84853,-82.59955,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIStressed01,2017,9,22,27.84664,-82.60184,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIStressed02,2017,9,22,27.84664,-82.60184,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIStressed05,2017,9,22,27.84664,-82.60184,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIStressed10,2017,9,22,27.84671,-82.60195,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2021,Weedon_Island_Marsh,WIStressed15,2017,9,22,27.84671,-82.60195,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
