study_id,site_id,core_id,latitude,longitude,year,month,day,position_method,elevation,elevation_datum,elevation_method,vegetation_notes,salinity_class,core_length_flag,position_notes
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_mangrove_3,24.281328,53.313532,2013,1,21,RTK,-31.8827,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_mangrove_4,24.28124,53.31367,2013,1,21,RTK,-31.8763,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_mangrove_5,24.281148,53.31385,2013,1,21,RTK,-31.8646,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_mangrove_6,24.281024,53.313945,2013,1,21,RTK,-31.8492,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ras al Kaimah,Ras_al_Kaimah_mangrove_1,25.77278,55.94654,2014,11,17,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ras al Kaimah,Ras_al_Kaimah_mangrove_2,25.77278,55.94654,2014,11,17,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ras al Kaimah,Ras_al_Kaimah_mangrove_3,25.77278,55.94654,2014,11,17,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ras al Kaimah,Ras_al_Kaimah_mangrove_4,25.77278,55.94654,2014,11,17,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ras al Kaimah,Ras_al_Kaimah_mangrove_5,25.77278,55.94654,2014,11,17,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ras al Kaimah,Ras_al_Kaimah_mangrove_6,25.77278,55.94654,2014,11,17,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Salaam,Salaam_mangrove_1,24.450327,54.409469,2013,1,18,RTK,-32.5619,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Salaam,Salaam_mangrove_2,24.450346,54.409641,2013,1,18,RTK,-32.4967,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Salaam,Salaam_mangrove_3,24.450385,54.409799,2013,1,18,RTK,-32.5732,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Salaam,Salaam_mangrove_4,24.45046,54.409987,2013,1,18,RTK,-32.6602,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Salaam,Salaam_mangrove_5,24.450522,54.41014,2013,1,18,RTK,-32.5399,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Salaam,Salaam_mangrove_6,24.450527,54.410346,2013,1,18,RTK,-32.4829,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sinnia,Sinnia_mangrove_1,25.56217,55.60479,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sinnia,Sinnia_mangrove_2,25.56217,55.60479,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sinnia,Sinnia_mangrove_3,25.56217,55.60479,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sinnia,Sinnia_mangrove_4,25.56217,55.60479,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sinnia,Sinnia_mangrove_5,25.56217,55.60479,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sinnia,Sinnia_mangrove_6,25.56217,55.60479,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_mangrove_1,25.53317,55.59277,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_mangrove_2,25.53317,55.59277,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_mangrove_3,25.53317,55.59277,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_mangrove_4,25.53317,55.59277,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_mangrove_5,25.53317,55.59277,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_mangrove_6,25.53317,55.59277,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,24.254422,54.24068,2013,1,27,RTK,-32.1652,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,24.254364,54.240486,2013,1,27,RTK,-32.1563,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,24.254274,54.24031,2013,1,27,RTK,-32.1738,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,24.254124,54.23997,2013,1,27,RTK,-32.1551,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_1,24.128395,54.040272,2013,1,22,RTK,-32.1601,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_2,24.12858,54.040357,2013,1,22,RTK,-32.1661,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_3,24.128747,54.040417,2013,1,22,RTK,-32.1768,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_4,24.128924,54.040486,2013,1,22,RTK,-32.2035,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_5,24.129085,54.040561,2013,1,22,RTK,-32.2202,WGS84,RTK,microbial mat,brine,core depth represents deposit depth,NA
