study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat1,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,country,admin_division
Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_1,NA,NA,NA,NA,37.469833,-121.949917,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,NA,NA,216,United States,California
Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_2,NA,NA,NA,NA,37.465556,-121.933333,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,B1,NA,270,United States,California
Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_3,NA,NA,NA,NA,37.4795,-121.952,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,B1,NA,136,United States,California
Watson_and_Byrne_2013,Plummer_Slough,Plummer_Slough_1,NA,NA,NA,NA,37.506306,-122.088111,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,B1,NA,322,United States,California
Watson_and_Byrne_2013,Ravenswood_Slough,Ravenswood_Slough_1,NA,NA,NA,NA,37.486889,-122.148556,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,NA,NA,200,United States,California
Watson_and_Byrne_2013,Ravenswood_Slough,Ravenswood_Slough_2,NA,NA,NA,NA,37.486917,-122.146194,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,B1,NA,248,United States,California
Watson_and_Byrne_2013,South_Belmont,South_Belmont_Slough_1,NA,NA,NA,NA,37.551389,-122.240278,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,NA,NA,198,United States,California
Watson_and_Byrne_2013,South_Belmont,South_Belmont_Slough_2,NA,NA,NA,NA,37.551111,-122.236111,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,NA,NA,148,United States,California
Watson_and_Byrne_2013,Triangle_Marsh,Triangle_Marsh_1,NA,NA,NA,NA,37.455389,-121.975556,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,NA,NA,303,United States,California
Watson_and_Byrne_2013,Triangle_Marsh,Triangle_Marsh_2,NA,NA,NA,NA,37.457972,-121.974889,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,marsh,habitat determined from vegetation_class,C1,NA,NA,292,United States,California
Vaughn_et_al_2020,St_Augustine,St_Augustine_Mangrove,2017,4,11,NA,29.728055555555553,-81.24527777777777,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,NA,scrub/shrub,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,St_Augustine,St_Augustine_Salt_Marsh,2017,4,11,NA,29.72861111111111,-81.24111111111111,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,measurement,NA,mid,field observation,NA,full profiles omitted,NA,marsh,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,2017,4,11,NA,29.728888888888886,-81.24333333333334,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,NA,scrub/shrub,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,2018,5,1,NA,29.0775,-82.81583333333333,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,NA,scrub/shrub,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,2018,5,1,NA,29.096944444444443,-82.82083333333333,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,measurement,NA,high,field observation,NA,full profiles omitted,NA,marsh,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,2018,5,1,NA,29.09638888888889,-82.82088888888889,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,NA,scrub/shrub,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,2018,5,1,NA,NA,NA,NA,NA,Replicate core located several feet from Waccasassa_Bay_Mangrove core location,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,NA,scrub/shrub,habitat determined from vegetation_class,C2,NA,NA,38,International Waters,NA
Trettin_et_al_2017,1001,1001_1,NA,NA,NA,NA,-18.831799,36.240201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,198,Mozambique,Zambézia
Trettin_et_al_2017,1001,1001_2,NA,NA,NA,NA,-18.831799,36.240201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190,Mozambique,Zambézia
Trettin_et_al_2017,1001,1001_3,NA,NA,NA,NA,-18.831799,36.240201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,193,Mozambique,Zambézia
Trettin_et_al_2017,1001,1001_4,NA,NA,NA,NA,-18.831799,36.240201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1001,1001_5,NA,NA,NA,NA,-18.831799,36.240201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1079,1079_1,NA,NA,NA,NA,-18.840148,36.264355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1079,1079_2,NA,NA,NA,NA,-18.840148,36.264355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1079,1079_3,NA,NA,NA,NA,-18.840148,36.264355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,185,Mozambique,Zambézia
Trettin_et_al_2017,1079,1079_4,NA,NA,NA,NA,-18.840148,36.264355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,187,Mozambique,Zambézia
Trettin_et_al_2017,1079,1079_5,NA,NA,NA,NA,-18.840148,36.264355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1113,1113_1,NA,NA,NA,NA,-18.845148,36.213549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1113,1113_2,NA,NA,NA,NA,-18.845148,36.213549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150,Mozambique,Zambézia
Trettin_et_al_2017,1113,1113_3,NA,NA,NA,NA,-18.845148,36.213549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,180,Mozambique,Zambézia
Trettin_et_al_2017,1113,1113_4,NA,NA,NA,NA,-18.845148,36.213549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150,Mozambique,Zambézia
Trettin_et_al_2017,1130,1130_1,NA,NA,NA,NA,-18.845914,36.306805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150,Mozambique,Zambézia
Trettin_et_al_2017,1130,1130_2,NA,NA,NA,NA,-18.845914,36.306805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1130,1130_3,NA,NA,NA,NA,-18.845914,36.306805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,187,Mozambique,Zambézia
Trettin_et_al_2017,1130,1130_4,NA,NA,NA,NA,-18.845914,36.306805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1130,1130_5,NA,NA,NA,NA,-18.845914,36.306805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190,Mozambique,Zambézia
Trettin_et_al_2017,1216,1216_1,NA,NA,NA,NA,-18.854252,36.123515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,187,Mozambique,Zambézia
Trettin_et_al_2017,1216,1216_2,NA,NA,NA,NA,-18.854252,36.123515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1216,1216_3,NA,NA,NA,NA,-18.854252,36.123515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,188,Mozambique,Zambézia
Trettin_et_al_2017,1216,1216_4,NA,NA,NA,NA,-18.854252,36.123515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150,Mozambique,Zambézia
Trettin_et_al_2017,1216,1216_5,NA,NA,NA,NA,-18.854252,36.123515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1219,1219_1,NA,NA,NA,NA,-18.854268,36.237751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150,Mozambique,Zambézia
Trettin_et_al_2017,1219,1219_2,NA,NA,NA,NA,-18.854268,36.237751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,173,Mozambique,Zambézia
Trettin_et_al_2017,1219,1219_3,NA,NA,NA,NA,-18.854268,36.237751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,193,Mozambique,Zambézia
Trettin_et_al_2017,1219,1219_4,NA,NA,NA,NA,-18.854268,36.237751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,135,Mozambique,Zambézia
Trettin_et_al_2017,1219,1219_5,NA,NA,NA,NA,-18.854268,36.237751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,68,Mozambique,Zambézia
Trettin_et_al_2017,1254,1254_1,NA,NA,NA,NA,-18.860066,36.269428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,183,Mozambique,Zambézia
Trettin_et_al_2017,1254,1254_2,NA,NA,NA,NA,-18.860066,36.269428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1254,1254_3,NA,NA,NA,NA,-18.860066,36.269428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,175,Mozambique,Zambézia
Trettin_et_al_2017,1254,1254_4,NA,NA,NA,NA,-18.860066,36.269428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190,Mozambique,Zambézia
Trettin_et_al_2017,1254,1254_5,NA,NA,NA,NA,-18.860066,36.269428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190,Mozambique,Zambézia
Trettin_et_al_2017,1285,1285_1,NA,NA,NA,NA,-18.86529,36.141464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1285,1285_2,NA,NA,NA,NA,-18.86529,36.141464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,184,Mozambique,Zambézia
Trettin_et_al_2017,1285,1285_3,NA,NA,NA,NA,-18.86529,36.141464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1285,1285_4,NA,NA,NA,NA,-18.86529,36.141464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150,Mozambique,Zambézia
Trettin_et_al_2017,1285,1285_5,NA,NA,NA,NA,-18.86529,36.141464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75,Mozambique,Zambézia
Trettin_et_al_2017,13,13_1,NA,NA,NA,NA,-18.744,36.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,65,Mozambique,Sofala
Trettin_et_al_2017,13,13_2,NA,NA,NA,NA,-18.744,36.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150,Mozambique,Sofala
Trettin_et_al_2017,13,13_3,NA,NA,NA,NA,-18.744,36.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Sofala
Trettin_et_al_2017,13,13_4,NA,NA,NA,NA,-18.744,36.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,175,Mozambique,Sofala
Trettin_et_al_2017,13,13_5,NA,NA,NA,NA,-18.744,36.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75,Mozambique,Sofala
Trettin_et_al_2017,13,13_6,NA,NA,NA,NA,-18.744,36.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75,Mozambique,Sofala
Trettin_et_al_2017,1305,1305_1,NA,NA,NA,NA,-18.868526,36.282128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75,Mozambique,Zambézia
Trettin_et_al_2017,1305,1305_4,NA,NA,NA,NA,-18.868526,36.282128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,40,Mozambique,Zambézia
Trettin_et_al_2017,1314,1314_1,NA,NA,NA,NA,-18.870943,36.20356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
Trettin_et_al_2017,1314,1314_2,NA,NA,NA,NA,-18.870943,36.20356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,186,Mozambique,Zambézia
Trettin_et_al_2017,1314,1314_3,NA,NA,NA,NA,-18.870943,36.20356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195,Mozambique,Zambézia
