study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_method,position_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,habitat,inundation_class,inundation_method,inundation_notes,core_length_flag
Vincent_and_Dionne_2023,Webhannet,Webhannet12,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet13,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet14,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet15,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet16,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet17,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet18,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet19,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet20,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet21,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet22,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet23,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet24,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet25,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet26,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet27,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet28,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet29,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet30,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet31,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet32,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet33,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet34,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet35,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet36,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
