study_id,site_id,core_id,year,month,day,latitude,longitude,position_notes,salinity_class,salinity_method,vegetation_class,vegetation_method,habitat,core_length_flag
Radabaugh_et_al_2018,Fort_De_Soto_Marsh,FDSM6,2015,10,2,27.627666666666663,-82.71513333333333,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,2015,10,23,27.59925,-82.5518,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,2015,10,23,27.599116666666667,-82.5516,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,2015,10,23,27.59905,-82.55143333333334,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,2015,10,23,27.59905,-82.55121666666666,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,2015,10,23,27.598916666666668,-82.55111666666667,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH6,2015,10,23,27.59875,-82.551,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM1,2015,8,28,27.742216666666668,-82.46771666666666,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM2,2015,8,28,27.742383333333333,-82.46776666666666,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM3,2015,8,28,27.742516666666667,-82.46785,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM4,2015,8,28,27.742616666666667,-82.46795,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM5,2015,8,28,27.7427,-82.4682,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM6,2015,8,28,27.74266666666667,-82.46835,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Clam_Bayou,CBM1,2015,10,9,27.74305,-82.68721666666667,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Clam_Bayou,CBM2,2015,10,9,27.743,-82.68735,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Clam_Bayou,CBM3,2015,10,9,27.742916666666662,-82.68745,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Clam_Bayou,CBM4,2015,10,9,27.742916666666662,-82.68761666666667,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Clam_Bayou,CBM5,2015,10,9,27.743,-82.68776666666666,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Clam_Bayou,CBM6,2015,10,9,27.7431,-82.68771666666666,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM1,2015,7,24,28.00695,-82.63325,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM2,2015,7,24,28.007066666666667,-82.63306666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM3,2015,7,24,28.0072,-82.63295,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM4,2015,7,24,28.00735,-82.63283333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM5,2015,7,24,28.007516666666668,-82.6327,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM6,2015,7,24,28.00763333333333,-82.63261666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM1,2015,9,18,27.678833333333333,-82.43633333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM2,2015,9,18,27.679,-82.43633333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM3,2015,9,18,27.679166666666667,-82.43633333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM4,2015,9,18,27.679483333333334,-82.43633333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM5,2015,9,18,27.679666666666662,-82.43633333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM6,2015,9,18,27.67983333333333,-82.4365,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM1,2015,9,11,27.994166666666665,-82.58583333333333,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM2,2015,9,11,27.994166666666665,-82.586,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM3,2015,9,11,27.994,-82.58616666666667,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM4,2015,9,11,27.993983333333333,-82.58633333333333,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM5,2015,9,11,27.994,-82.5865,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM6,2015,9,11,27.994,-82.58666666666667,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,SERF_Marsh,SERF1,2015,8,20,27.645333333333333,-82.5477,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,SERF_Marsh,SERF2,2015,8,20,27.64515,-82.54768333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,SERF_Marsh,SERF3,2015,8,20,27.644966666666665,-82.54766666666667,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,SERF_Marsh,SERF4,2015,8,20,27.644783333333333,-82.54761666666667,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,SERF_Marsh,SERF5,2015,8,20,27.644616666666668,-82.54758333333334,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,SERF_Marsh,SERF6,2015,8,20,27.644466666666663,-82.54753333333333,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB1,2015,8,6,27.693,-82.50966666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB2,2015,8,6,27.693166666666663,-82.50966666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB3,2015,8,6,27.69333333333333,-82.50966666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB4,2015,8,6,27.6935,-82.50966666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB5,2015,8,6,27.693666666666665,-82.50966666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB6,2015,8,6,27.69383333333333,-82.50966666666666,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB1,2015,8,14,27.780066666666663,-82.40461666666667,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB2,2015,8,14,27.77988333333333,-82.40465,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB3,2015,8,14,27.77988333333333,-82.40443333333333,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB4,2015,8,14,27.77985,-82.40421666666667,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB5,2015,8,14,27.78,-82.4041,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB6,2015,8,14,27.78005,-82.40386666666667,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,TECO_Barren,TECO1,2015,8,17,27.78575,-82.40478333333333,latitude and longitude from handheld GPS or better,saline,field observation,emergent,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,TECO_Barren,TECO2,2015,8,17,27.785766666666667,-82.40496666666667,latitude and longitude from handheld GPS or better,saline,field observation,emergent,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,TECO_Barren,TECO3,2015,8,17,27.785766666666667,-82.40516666666667,latitude and longitude from handheld GPS or better,saline,field observation,emergent,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,TECO_Barren,TECO4,2015,8,17,27.78578333333333,-82.40536666666667,latitude and longitude from handheld GPS or better,saline,field observation,emergent,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,TECO_Barren,TECO5,2015,8,17,27.78578333333333,-82.40556666666667,latitude and longitude from handheld GPS or better,saline,field observation,emergent,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,TECO_Barren,TECO6,2015,8,17,27.785816666666665,-82.40576666666666,latitude and longitude from handheld GPS or better,saline,field observation,emergent,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF1,2015,9,2,28.007916666666667,-82.63173333333333,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF2,2015,9,2,28.00778333333333,-82.6316,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF3,2015,9,2,28.00763333333333,-82.63146666666667,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF4,2015,9,2,28.0075,-82.63135,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF5,2015,9,2,28.00735,-82.63126666666666,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF6,2015,9,2,28.007166666666667,-82.63113333333334,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF1,2015,10,30,27.72185,-82.47113333333333,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF2,2015,10,30,27.722016666666665,-82.47116666666666,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF3,2015,10,30,27.7222,-82.47118333333333,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF4,2015,10,30,27.72233333333333,-82.47113333333333,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF5,2015,10,30,27.72243333333333,-82.47095,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF6,2015,10,30,27.722566666666665,-82.47078333333333,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF1,2015,11,6,27.844666666666665,-82.61045,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF2,2015,11,6,27.844833333333334,-82.61045,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF3,2015,11,6,27.84478333333333,-82.61023333333333,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF4,2015,11,6,27.844716666666667,-82.61008333333334,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF5,2015,11,6,27.844566666666665,-82.60991666666666,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF6,2015,11,6,27.844566666666665,-82.6098,latitude and longitude from handheld GPS or better,saline,field observation,NA,field observation,unvegetated,core depth limited by length of corer
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMR_EA,2017,8,11,27.678817,-82.436033,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,SERF_Marsh,SERF_EA,2017,8,11,27.645183,-82.547583,latitude and longitude from handheld GPS or better,brackish,field observation,emergent,field observation,marsh,core depth limited by length of corer
Radabaugh_et_al_2018,Wolf_Branch,WB_EA_A,2013,2,8,27.754917,-82.443683,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
Radabaugh_et_al_2018,Wolf_Branch,WB_EA_S,2013,2,8,27.764267,-82.43405,latitude and longitude from handheld GPS or better,brackish,field observation,forested,field observation,mangrove,core depth limited by length of corer
