bibliography_id,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,type,issue,issn,eprint,article-number
Maxwell_et_al_2023_data,Misc,Database: Tidal Marsh Soil Organic Carbon (MarSOC) Dataset,Tania L. Maxwell and André S Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E.N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd Joris Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Weixin Ding and Lionel Denis and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P Kelleher and Karen Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia {Vittori Antisari} and Baptiste Voltz and Christy Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark D. Spalding and Thomas A. Worthington,NA,10.5281/ZENODO.8414110,https://zenodo.org/record/8414110,2023,NA,Zenodo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maxwell_et_al_2023_synthesis,Article,Global dataset of soil organic carbon in tidal marshes,Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington,NA,10.1038/s41597-023-02633-x,http://dx.doi.org/10.1038/s41597-023-02633-x,2023,nov,Springer Science and Business Media LLC,10,1,NA,Scientific Data,NA,NA,NA,NA,NA,NA,NA,NA,2052-4463,NA,NA
Mbense_2019,Misc,The growth and recovery of mangroves at three South African study sites,Sinegugu P. Mbense,NA,NA,http://hdl.handle.net/10948/11931,2019,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mbense_et_al_2016,Article,Rapid colonization of degraded mangrove habitat by succulent salt marsh,"S. Mbense, A. Rajkaran, U. Bolosha, J. Adams",NA,http://dx.doi.org/10.1016/j.sajb.2016.06.011,http://dx.doi.org/10.1016/j.sajb.2016.06.011,2016,NA,NA,NA,NA,NA,South African Journal of Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murdiyarso_et_al_2015_article,Article,The potential of Indonesian mangrove forests for global climate change mitigation,Daniel Murdiyarso and Joko Purbopuspito and J. Boone Kauffman and Matthew W. Warren and Sigit D. Sasmito and Daniel C. Donato and Solichin Manuri and Haruni Krisnawati and Sartji Taberima and Sofyan Kurnianto,NA,10.1038/nclimate2734,https://doi.org/10.1038/nclimate2734,2015,jul,Springer Science and Business Media {LLC},5,12,1089--1092,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_2014,Misc,Vegetation and sediment characteristics of the salt marshes of the Duiwenhoks Estuary,Lyndle Naidoo,NA,NA,NA,2014,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsombo_et_al_2016_article,Article,"Effects of vegetations degradation on carbon stock, morphological, physical and chemical characteristics of soils within the mangrove forest of the Rio del Rey Estuary: Case study Bamusso (South-West Cameroon)",NSOMBO Eugene NDEMA and BENGONO Fr {eacute d eacute ric AKO} and Jacques ETAME and DIN NDONGO and Gordon AJONINA and BILONG Paul,NA,10.5897/ajest2015.1956,https://doi.org/10.5897/ajest2015.1956,2016,mar,Academic Journals,10,3,58--66,African Journal of Environmental Science and Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ooi_et_al_2011_article,Article,Knowledge gaps in tropical Southeast Asian seagrass systems,Jillian Lean Sim Ooi and Gary A. Kendrick and Kimberly P. Van Niel and Yang Amri Affendi,NA,10.1016/j.ecss.2010.12.021,https://doi.org/10.1016/j.ecss.2010.12.021,2011,mar,Elsevier {BV},92,1,118--131,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazi_et_al_2016_article,Article,"Soil pH and carbon at different depth in three zones of mangrove forest in Sarawak, Malaysia","PAZI, AHMAD MUSTAPHA MOHAMAD and GANDASECA, SECA and ROSLI, NORAINI and HANAFI, AHMAD and HAMZAH, ALBERT EMPAWI TINDIT and NYANGON, LAURNA",NA,NA,NA,2016,NA,NA,79,1,NA,The Malaysian Forester,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peer_et_al_2018,Article,Latitudinal gradients and poleward expansion of mangrove ecosystems in South Africa: 50 years after Macnae’s first assessment,"N Peer, A Rajkaran, NAF Miranda, RH Taylor, B Newman, F Porri, JL Raw, SP Mbense, JB Adams & R Perissinotto",NA,https://doi.org/10.2989/1814232X.2018.1466728,https://doi.org/10.2989/1814232X.2018.1466728,2018,NA,NA,NA,NA,NA,African Journal of Marine Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rajkaran_and_Adams_2011,Misc,A status assessment of mangrove forests in South Africa and the utilization of mangroves at Mngazana Estuary (PhD Disseration),Anusha Rajkaran,NA,NA,NA,2011,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rautenbach_2015,Misc,PRESENT STATE OF MACROPHYTES AND RESPONSES TO MANAGEMENT SCENARIOS AT THE ST. LUCIA AND MFOLOZI ESTUARIES,Kelly Rautenbach,NA,NA,NA,2015,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raw_et_al_2019,Article,A comparison of soil carbon pools across a mangrove-salt marsh ecotone at the southern African warm-temperate range limit,"J.L. Raw, C.L. Julie, J.B. Adams",NA,https://doi.org/10.1016/j.sajb.2019.11.005,https://doi.org/10.1016/j.sajb.2019.11.005,2019,NA,NA,NA,NA,NA,South African Journal of Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raw_et_al_2020_article,Article,"Salt marsh elevation and responses to future sea-level rise in the Knysna Estuary, South Africa",JL Raw and T Riddin and J Wasserman and TWK Lehman and TG Bornman and JB Adams,NA,10.2989/16085914.2019.1662763,http://dx.doi.org/10.2989/16085914.2019.1662763,2020,feb,National Inquiry Services Center (NISC),45,1–2,49–64,African Journal of Aquatic Science,NA,NA,NA,NA,NA,NA,NA,NA,1727-9364,NA,NA
Rovai_et_al_2018,Article,Global controls on carbon storage in mangrove soils,"André S. Rovai, Robert R. Twilley, Edward Castañeda-Moya, Pablo Riul, Miguel Cifuentes-Jara, 
                                     Marilyn Manrow-Villalobos, Paulo A. Horta, José C. Simonassi, Alessandra L. Fonseca & Paulo R. Pagliosa",NA,https://doi.org/10.1038/s41558-018-0162-5,https://www.nature.com/articles/s41558-018-0162-5#Abs1,2018,NA,NA,NA,NA,NA,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rovai_et_al_2022,Misc,Dataset: Global controls on carbon storage in mangrove soils,"Andre Rovai, Robert Twilley, Edward Castaneda-Moya, Pablo Riul, Miguel Cifuentes-Jara,
                             Marilyn Manrow-Villalobos, Paulo A. Horta, Jose C. Simonassi, Alessandra L. Fonseca, 
                             Paulo R. Pagliosa, Danillo Torres",NA,https://doi.org/10.25573/serc.21295713.v1,https://smithsonian.figshare.com/articles/dataset/Dataset_Global_controls_on_carbon_storage_in_mangrove_soils/21295713,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royna_et_al_2024_data,Misc,SWAMP Dataset-Soil-Banten-2022,Milkah Royna; Daniel Murdiyarso; Sigit D. Sasmito; Desra Arriyadi; Joeni Setijo Rahajoe; Mufidah Ghina Zahro; Trialaksita Sari Priska Ardhani,NA,https://doi.org/10.17528/CIFOR/DATA.LKVADC,https://data.cifor.org/dataset.xhtml?persistentId=doi%3A10.17528%2FCIFOR%2FDATA.LKVADC,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royna_et_al_2024_paper,Article,"Carbon stocks and effluxes in mangroves converted into aquaculture: a case study from Banten Province, Indonesia","Royna M, Murdiyarso D, Sasmito SD, Arriyadi D, Rahajoe JS, Zahro MG, Ardhani TSP",NA,https://doi.org/10.3389/fevo.2024.1340531,https://doi.org/10.3389/fevo.2024.1340531,2024,NA,NA,NA,NA,NA,Frontiers in Ecology and Evolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Acarau_Boca_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Acarau Boca-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00171,http://dx.doi.org/10.17528/cifor/data.00171,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Acarau Boca-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_BRM10_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Baouth_2014_Senegal_data,Misc,SWAMP Dataset-Mangrove soil carbon-Baouth-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00155,http://dx.doi.org/10.17528/cifor/data.00155,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Baouth-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Barreto-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00169,http://dx.doi.org/10.17528/cifor/data.00169,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Barreto-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019_data,Misc,SWAMP Dataset-Soil-Demak-2019,Ardhani T.S.P. and Murdiyarso D. and Kusmana C,NA,10.17528/cifor/data.00282,http://dx.doi.org/10.17528/cifor/data.00282,2021,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Soil-Demak-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India_data,Misc,SWAMP Dataset-Mangrove soil carbon-Bhitakarnika-2013,Bhomia R.K. and MacKenzie R.A. and Murdiyarso D. and Sasmito S.D. and Purbopuspito J.,NA,10.17528/cifor/data.00151,http://dx.doi.org/10.17528/cifor/data.00151,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Bhitakarnika-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Boca Grande-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00162,http://dx.doi.org/10.17528/cifor/data.00162,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Boca Grande-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Bunaken_2011_data,Misc,SWAMP Dataset-Mangrove soil carbon-Bunaken-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00141,http://dx.doi.org/10.17528/cifor/data.00141,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Bunaken-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam_data,Misc,SWAMP Dataset-Mangrove soil carbon-Ca Mau-2012,Vien N.N. and Sasmito S.D. and Murdiyarso D. and Purbopuspito J. and MacKenzie R.A.,NA,10.17528/cifor/data.00149,http://dx.doi.org/10.17528/cifor/data.00149,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Ca Mau-2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Caetano-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00163,http://dx.doi.org/10.17528/cifor/data.00163,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Caetano-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Caete_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Caeté -2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00164,http://dx.doi.org/10.17528/cifor/data.00164,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Caeté -2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam_data,Misc,SWAMP Dataset-Mangrove soil carbon-Can Gio-2012,Vien N.N. and Sasmito S.D. and Murdiyarso D. S.D. and Purbopuspito J. and MacKenzie R.A.,NA,10.17528/cifor/data.00148,http://dx.doi.org/10.17528/cifor/data.00148,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Can Gio-2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Case_Shell_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Cauassu_Leste_Shrimp_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Cauassu Leste Shrimp-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00172,http://dx.doi.org/10.17528/cifor/data.00172,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Cauassu Leste Shrimp-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Cauassu_Oeste_Shrimp_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Cauassu Oeste Shrimp-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00173,http://dx.doi.org/10.17528/cifor/data.00173,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Cauassu Oeste Shrimp-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Cilacap_2011_data,Misc,SWAMP Dataset-Mangrove soil carbon-Cilacap-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00142,http://dx.doi.org/10.17528/cifor/data.00142,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Cilacap-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Cumbe_Leste_Camaro_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Cumbe Leste Camaro-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00174,http://dx.doi.org/10.17528/cifor/data.00174,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Cumbe Leste Camaro-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Cumbe_norte_Camarao_2016_Brazil_data,Misc,SWAMP Dataset-Manggrove soil carbon-Cumbe Norte Camarao-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00175,http://dx.doi.org/10.17528/cifor/data.00175,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Manggrove soil carbon-Cumbe Norte Camarao-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Diamniadio_2014_Senegal_data,Misc,SWAMP Dataset-Mangrove soil carbon-Diamniadio-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00156,http://dx.doi.org/10.17528/cifor/data.00156,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Diamniadio-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Djirnda_2014_Senegal_data,Misc,SWAMP Dataset-Mangrove soil carbon-Djirnda-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00154,http://dx.doi.org/10.17528/cifor/data.00154,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Djirnda-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Fambine_2014_Senegal_data,Misc,SWAMP Dataset-Mangrove soil carbon-Fambine-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00153,http://dx.doi.org/10.17528/cifor/data.00153,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Fambine-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Furo Grande-2017,"Kauffman, J.B. and Bernardino, A.F. and Ferreira, T.O. and Giovannoni, L.R. and de O. Gomes, L.E. and Romero, D.J. and Jimenez, L.C.Z. and Ruiz, F.",NA,10.17528/CIFOR/DATA.00166,https://doi.org/10.17528/CIFOR/DATA.00166,2019,NA,Center for International Forestry Research (CIFOR),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
