study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,depth_interval_notes
Lagomasino_et_al_2020,Huddy_Gut,HG1,20,22,2.166979557883313,0.019366136135094976,NA,NA,NA,0.3166759159724494,0.03658147931947337,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG1,22,24,2.305876873747154,0.04070272263390128,NA,NA,NA,0.23698957029848214,0.028210054857496596,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG1,24,26,2.2548669012983127,0.007507395387575801,NA,NA,NA,0.14973505548327357,0.01936866750747775,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG1,26,28,2.270066280981796,0.07219253565861097,NA,NA,NA,0.09962349906122364,0.014059182385371282,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG1,28,30,1.8823705148013854,0.09411248705195066,1.31,0.05,disintegrationsPerMinutePerGram,1.1403925472359964,0.12044339498161816,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG1,30,32,1.714306351569713,0.16761775502020415,NA,NA,NA,3.3829309761506474,0.35065253082011605,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG1,32,34,1.4706058605822028,0.14532809980618558,NA,NA,NA,2.4880240672934253,0.2612249696195577,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,0,4,2.525118788877521,NA,NA,NA,NA,NA,NA,NA,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,1,3,NA,NA,NA,NA,NA,1.4891328456316222,0.1524446982144935,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,4,6,2.5462311568885454,NA,NA,NA,NA,1.6311414485857396,0.16843316592433283,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,6,8,2.355544528421166,NA,0.01,0.01,disintegrationsPerMinutePerGram,2.0111394651361616,0.20583579363652,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,8,10,2.248618879333242,NA,0.03,0.02,disintegrationsPerMinutePerGram,2.5459551339993283,0.2603714618819267,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,10,12,2.4115807708849224,NA,0.02,0.03,disintegrationsPerMinutePerGram,0.615175831521093,0.068440848281387,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,12,14,2.4201456843900995,NA,NA,NA,NA,0.31123451636377586,0.035057363950635204,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,14,16,2.2583459854915344,NA,0.01,0.03,disintegrationsPerMinutePerGram,0.1374553868241253,0.013986534706880114,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,16,18,2.0527489001021286,NA,0.06,0.03,disintegrationsPerMinutePerGram,1.6428534782022657,0.16841073227413403,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,18,20,2.2941021868317395,NA,NA,NA,NA,0.7722530153829661,0.08089270322317482,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,20,22,2.340034890992422,0.00632787834317304,NA,NA,NA,0.3002873867137401,0.03412447183753075,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,22,24,2.374088154004078,0.00432560787635569,0.01,0.03,disintegrationsPerMinutePerGram,0.23575820673542608,0.027275528071643265,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,24,26,2.3604847342651283,0.004684340184579238,NA,NA,NA,0.36371145813977146,0.04018249240761255,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,26,28,2.312547541355124,0.0054977454040930854,NA,NA,NA,0.33354722738138054,0.038214956583379,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,28,30,2.353267631871824,0.004429327804526718,NA,NA,NA,0.22529495568571614,0.028252513050638098,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,30,32,2.3594938824778002,0.004062189118179779,NA,NA,NA,0.24915556294713784,0.028889315455676457,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,32,34,2.3366947021409046,0.00471082534933321,NA,NA,NA,0.30573553200496323,0.03519001319203155,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,34,36,2.3938167249965145,0.007792316901556483,NA,NA,NA,0.7478215461969033,0.07930063563939882,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,36,38,2.0510542592987338,0.07060333761232386,0.17,0.04,disintegrationsPerMinutePerGram,3.187209670524536,0.33135371626337395,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,38,40,1.9232731677979482,0.11212731197852838,NA,NA,NA,4.4561759955179205,0.4590472710026297,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG2,40,42,1.8136974266371195,0.06471536298718833,NA,NA,NA,2.2000034017403256,0.22980932727958764,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,0,2,0.9566000170399764,0.5872392638036815,0.04,0.09,disintegrationsPerMinutePerGram,13.24364144756387,1.3421130081736516,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,2,4,0.7306580664640998,0.2937309681473245,0.26,0.05,disintegrationsPerMinutePerGram,11.46831835788282,1.1633121635746395,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,4,6,0.6745549270565492,0.2780216207429079,0.32,0.06,disintegrationsPerMinutePerGram,9.368424617983015,0.9575153040183818,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,6,8,0.6609700572660622,0.24329931591342346,0.46,0.05,disintegrationsPerMinutePerGram,7.224328718031998,0.7413816647419901,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,8,10,0.6854521855021698,0.30227696901829026,0.64,0.05,disintegrationsPerMinutePerGram,7.789282476310539,0.8080829695671901,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,10,12,0.6011527840187733,0.2899943470887505,1.2,0.06,disintegrationsPerMinutePerGram,6.8578906832791455,0.7274625027856367,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,12,14,0.711895617143434,0.23924593372792066,1.61,0.06,disintegrationsPerMinutePerGram,4.8476172476903585,0.5028259509944575,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,14,16,0.2866321859287961,0.22621312147998968,5.29,0.1,disintegrationsPerMinutePerGram,4.919129643819746,0.5091622553285446,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,16,18,0.3715293010516906,0.18690049629448288,4.62,0.11,disintegrationsPerMinutePerGram,2.6329007459308853,0.28376945194065045,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,18,20,0.6420986773224631,0.1339237703621696,0.93,0.06,disintegrationsPerMinutePerGram,2.1041601227640863,0.2264546372637418,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,20,22,0.37550513615727943,0.11912601938759815,0.74,0.05,disintegrationsPerMinutePerGram,2.774577467583087,0.333191898789196,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,22,24,0.13562305594313956,0.4871724061749194,0.5,0.07,disintegrationsPerMinutePerGram,4.765859412814094,0.490442034148631,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,24,26,0.1574287031354216,0.41035071588073047,0.46,0.06,disintegrationsPerMinutePerGram,4.0701039822631895,0.46914491510382067,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,26,28,0.2306862046670711,0.14888588791357157,NA,NA,NA,2.3797346573414995,0.2522244970657626,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,28,30,0.24940675383030286,0.2833069414573047,NA,NA,NA,2.5996876193564753,0.45724651339063777,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,30,32,0.29547566214961013,0.4741130933325571,NA,NA,NA,1.7111876427966328,0.18738770309148636,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,32,34,0.26001610262979963,NA,NA,NA,NA,1.942110547085062,0.20855229077154966,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,34,36,0.23072005264966233,0.3339049690480174,NA,NA,NA,1.928122597932308,0.22842266249307439,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,36,38,0.2676306375543398,0.3228868966057239,NA,NA,NA,1.6825620139410387,0.2033131645096617,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,38,40,0.37561625793572445,0.2385088671733627,NA,NA,NA,1.3260862710392283,0.1477168899624602,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,40,42,0.3441182570085077,0.21498219512649883,NA,NA,NA,1.1803852192482835,0.13658226935825646,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,42,44,0.3628250190410675,0.2560507462073778,NA,NA,NA,1.1467647307512232,0.12956200614230132,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,44,46,0.35358366486509024,0.25804441161534536,NA,NA,NA,0.8022453849006221,0.11554391555510592,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,46,48,0.36530797306095775,0.23646850988655488,NA,NA,NA,1.048452995395766,0.12385179337292025,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Huddy_Gut,HG3,48,50,0.37206122980433837,0.2456283343212808,NA,NA,NA,0.8878159304732153,0.10554692089876744,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,0,2,NA,0.019633439507075502,NA,NA,NA,0.5691760098054783,0.08368817423364919,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,2,4,1.4,0.02619163819749436,NA,NA,NA,0.7035184463887502,0.08749705792568235,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,4,6,1.4,0.022588055130168806,NA,NA,NA,0.7285760635163376,0.09029453692972542,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,6,8,1.4,0.02092549398107169,0.022435326,0.014026405,disintegrationsPerMinutePerGram,0.5979546234585676,0.07787061708182591,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,8,10,1.4,0.02835236361630543,0.074571031,0.031301585,disintegrationsPerMinutePerGram,0.8899189971365428,0.1063983426909954,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,10,12,1.4,0.030172044851493753,0.030025141,0.024189234,disintegrationsPerMinutePerGram,1.064269468476966,0.1237018307257481,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,12,14,1.4,0.049195325820268726,NA,NA,NA,1.192340982192458,0.13431693503377973,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,14,16,1.4,0.054744684243329164,0.04553947,0.035117646,disintegrationsPerMinutePerGram,1.6251730595365055,0.17966849284014688,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,16,18,1.4,0.19596697501512947,1.01959089,0.066867285,disintegrationsPerMinutePerGram,5.185005753690801,0.5406668753530955,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,18,20,0.26,0.28743622306886807,1.618659687,0.075992885,disintegrationsPerMinutePerGram,5.176443346423893,0.5574490949116955,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,20,22,0.26,0.25284644578931176,1.837455197,0.055566667,disintegrationsPerMinutePerGram,4.115649733768819,0.42901140344278094,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,22,24,0.26,0.29440741159191,2.738641295,0.054779609,disintegrationsPerMinutePerGram,3.764244782726901,0.3908862059902626,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,24,26,0.26,0.30404686904355843,1.269239412,0.048703368,disintegrationsPerMinutePerGram,3.63431873270113,0.3761938487384977,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,26,28,0.26,0.28220154911683976,1.028934264,0.015290442,disintegrationsPerMinutePerGram,2.4409592621666483,0.2588232728417974,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,28,30,0.26,0.3508998587867683,NA,NA,NA,2.560876133676625,0.27018414615109004,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,30,32,0.26,0.3071262022733897,NA,NA,NA,2.203317671764676,0.2656108651222787,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,32,34,0.26,0.4605108474938548,NA,NA,NA,2.021109467183157,0.23884149995402934,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,34,36,0.26,0.5100601332683243,NA,NA,NA,1.8829044091144462,0.22308182384045158,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,36,38,0.26,0.5286812235964778,NA,NA,NA,1.6599095358749885,0.2106909460385357,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,38,40,0.26,0.722398909586552,NA,NA,NA,1.159154107085223,0.1426364170392165,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,40,42,0.26,0.4241799050959357,NA,NA,NA,0.6464384053629874,0.0951162340683229,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,42,44,0.26,0.29012445975368023,NA,NA,NA,0.4644811736595079,0.07045998705198124,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,44,46,0.26,0.31454664057403836,NA,NA,NA,0.4849794599372666,0.06680965035591205,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,46,48,0.26,0.2262468878001766,NA,NA,NA,NA,NA,NA,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,48,50,-0.08950897289239107,0.1263014498394468,NA,NA,NA,NA,NA,NA,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,50,52,0.21029235019524087,NA,NA,NA,NA,NA,NA,NA,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP1,52,54,0.1775793472707988,NA,NA,NA,NA,NA,NA,NA,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,0,2,NA,0.05319524899740319,0.06,0.01,disintegrationsPerMinutePerGram,1.3345785596661406,0.14562877319170842,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,2,4,0.18282953486857148,0.028700441760330712,0.04,0.01,disintegrationsPerMinutePerGram,0.43118203033830865,0.0649279896691819,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,4,6,0.17877780316687228,0.020157162041776703,NA,NA,NA,0.2881546234272953,0.04197846513955183,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,6,8,0.2210316985746045,0.05349698934691997,NA,NA,NA,NA,NA,NA,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,8,10,0.21050654370252753,0.05857274665139536,NA,NA,NA,NA,NA,NA,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,10,12,0.24043564152348113,0.046550047090429175,0.06,0.02,disintegrationsPerMinutePerGram,NA,NA,NA,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,12,14,0.18410161077443915,0.06637402558086751,0.08,0.03,disintegrationsPerMinutePerGram,1.2736751495217038,0.1353767692948035,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,14,16,0.13995877924173225,0.15010884024670437,0.07,0.03,disintegrationsPerMinutePerGram,2.6069128747482537,0.27250065950738156,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,16,18,0.14238784053747278,0.05163122745067903,0.12,0.03,disintegrationsPerMinutePerGram,2.382732433479357,0.2489499449489594,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,18,20,0.13145177130426022,0.09166107025273945,0.17,0.03,disintegrationsPerMinutePerGram,2.565173107566991,0.27173088544196905,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,20,22,0.11638453049554336,0.09833470041775548,0.94,0.05,disintegrationsPerMinutePerGram,2.008189916481561,0.20157225504471948,disintegrationsPerMinutePerGram,not used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,22,24,0.10746245349156344,0.15145200322667376,1.82,0.06,disintegrationsPerMinutePerGram,2.858648489393851,0.28749752743499185,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,24,26,0.1183719816157648,0.17448015122873364,2.75,0.11,disintegrationsPerMinutePerGram,2.707836998625517,0.2847226039094218,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,26,28,0.1104069757029059,0.26232147038164366,1.11,0.08,disintegrationsPerMinutePerGram,2.508593561524809,0.2622947954560002,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,28,30,0.10271681029100634,0.3870575772681954,0.65,0.07,disintegrationsPerMinutePerGram,3.5637793966885636,0.37255400601893496,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,30,32,0.13396063069751915,0.34056090931554306,NA,NA,NA,2.8527124983702508,0.30115065331719565,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,32,34,0.14844732077461956,0.26826705721290045,NA,NA,NA,1.6087679449100218,0.1750145385385934,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,34,36,0.1528541949829065,0.2026625704045057,NA,NA,NA,0.9230647666761495,0.10686956656321225,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,36,38,0.15207605506922375,0.3537943096020133,NA,NA,NA,1.0480874207713755,0.12274189068823037,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,38,40,0.19954464676346584,0.3392978175410056,NA,NA,NA,1.1223346201082962,0.13217035107396785,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,40,42,0.2183358404297811,0.33747305757980134,NA,NA,NA,1.0480496222417328,0.1197740564255051,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,42,44,0.1545720578511613,0.3665248061563571,NA,NA,NA,0.8247281423860395,0.10233601540144048,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,44,46,0.1261439784829411,0.3384071048632219,NA,NA,NA,NA,NA,NA,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,46,48,0.10781934682985435,0.31079523626584704,NA,NA,NA,0.7073552015458248,0.09109805703361522,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP2,48,50,0.12380657466209165,0.21337464157410796,NA,NA,NA,0.69037137034286,0.09446658673149198,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,0,2,0.28726087079452883,0.33010603964960744,0.37,0.07,disintegrationsPerMinutePerGram,11.099875819661342,1.10496841469236,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,2,4,0.17967027653375178,NA,0.52,0.09,disintegrationsPerMinutePerGram,11.704983664307727,1.1645333884737812,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,4,6,0.1756835724259734,0.4630408653846143,1.46,0.1,disintegrationsPerMinutePerGram,8.888423575644447,0.8866362142574501,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,6,8,0.2172704481169952,0.33302589570769814,3.29,0.13,disintegrationsPerMinutePerGram,7.056535381803954,0.7040999663875221,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,8,10,0.20690914079715492,0.33662256111235733,5.41,0.15,disintegrationsPerMinutePerGram,5.559447084842479,0.5571116870248131,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,10,12,0.23637633109573872,0.2844908336678691,3.84,0.12,disintegrationsPerMinutePerGram,4.522357271961655,0.4538190566416984,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,12,14,0.1809219831405319,0.4033767970578383,1.15,0.11,disintegrationsPerMinutePerGram,NA,NA,NA,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,14,16,0.1374990333440427,0.31868131868131905,0.59,0.1,disintegrationsPerMinutePerGram,3.580701568258601,0.35965559155525245,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,16,18,0.13988778358319995,0.5413393191170986,0.18,0.13,disintegrationsPerMinutePerGram,2.89530217874537,0.2916503485009452,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,18,20,0.12913384250136675,0.4908612370229571,0.59,0.11,disintegrationsPerMinutePerGram,2.153385197742317,0.21876428497440828,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,20,22,0.11432022710032456,0.5289771415377502,NA,NA,NA,2.067519655177078,0.21201831497383733,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,22,24,0.10554980761995918,0.5516171909614537,NA,NA,NA,1.6251571247739298,0.16665931657834177,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,24,26,0.11627404472418693,0.5666049174806336,NA,NA,NA,1.5547514391731267,0.18286760570557584,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,26,28,0.10844415770440413,0.563131313131313,NA,NA,NA,1.3135940509484991,0.15838208000838302,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,28,30,0.10088527720884229,0.5161542980223212,NA,NA,NA,1.0440844076241653,0.1337770413809617,disintegrationsPerMinutePerGram,used in age-depth modeling
Lagomasino_et_al_2020,Porpoise_Point,PP3,30,32,0.1316007740479188,0.3916661452793589,NA,NA,NA,0.8298260139581767,0.12791507642351124,disintegrationsPerMinutePerGram,used in age-depth modeling
