study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,excess_pb210_activity,excess_pb210_activity_se,be7_activity,be7_activity_se,be7_unit,age,age_se,depth_interval_notes
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,10,11,0.144529262,NA,0.288063921,0.108974581,disintegrations_per_minute_per_gram,11.76478926,0.5694158,disintegrations_per_minute_per_gram,0.583656105,0.126419912,disintegrations_per_minute_per_gram,11.18113316,0.583280677,0,0,disintegrations_per_minute_per_gram,33.05327898,0.663479798,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,11.25,12.25,0.09566879,0.2132022868,0.487129214,0.326376574,disintegrations_per_minute_per_gram,8.868191826,0.443409591,disintegrations_per_minute_per_gram,0.350568833,0.087291639,disintegrations_per_minute_per_gram,8.517622994,0.451920232,0,0,disintegrations_per_minute_per_gram,34.87261799,0.711240398,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,12.75,13.75,0.083312102,0.208777334,0.284749979,0.052963496,disintegrations_per_minute_per_gram,6.914293726,0.389274737,disintegrations_per_minute_per_gram,0.559718022,0.097278992,disintegrations_per_minute_per_gram,6.354575703,0.401245589,0,0,disintegrations_per_minute_per_gram,36.1123739,0.732550521,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,14,15,0.16259542,NA,0.438931953,0.086206236,disintegrations_per_minute_per_gram,12.0036863,0.50775593,disintegrations_per_minute_per_gram,0.215711103,0.093877472,disintegrations_per_minute_per_gram,11.78797519,0.51636137,0,0,disintegrations_per_minute_per_gram,41.04927926,0.888938911,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,15,16,0.097964377,NA,1.681859918,0.135557909,disintegrations_per_minute_per_gram,10.76705934,0.707395798,disintegrations_per_minute_per_gram,0.369746833,0.130150885,disintegrations_per_minute_per_gram,10.3973125,0.719269121,0,0,disintegrations_per_minute_per_gram,44.01841352,0.970742184,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,16,17,0.148854962,NA,1.340513165,0.125740135,disintegrations_per_minute_per_gram,10.8161822,0.629501804,disintegrations_per_minute_per_gram,0.764696007,0.124339571,disintegrations_per_minute_per_gram,10.05148619,0.641664126,0,0,disintegrations_per_minute_per_gram,48.94754476,1.14539421,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,17,18,0.153180662,0.22194762489999997,0.380921556,0.079117407,disintegrations_per_minute_per_gram,10.65776262,0.504112172,disintegrations_per_minute_per_gram,0.5,0.1,disintegrations_per_minute_per_gram,10.15776262,0.504112172,0,0,disintegrations_per_minute_per_gram,55.02903002,1.40914214,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,18,19,0.181424936,0.2049422293,0.274464025,0.042404692,disintegrations_per_minute_per_gram,6.92757852,0.306891728,disintegrations_per_minute_per_gram,0.579954007,0.065534803,disintegrations_per_minute_per_gram,6.347624513,0.313810999,0,0,disintegrations_per_minute_per_gram,60.41141438,1.671464926,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,19,20,0.136641221,NA,0,0,disintegrations_per_minute_per_gram,5.27203296,0.418599417,disintegrations_per_minute_per_gram,0.893196058,0.126476562,disintegrations_per_minute_per_gram,4.378836901,0.437289141,0,0,disintegrations_per_minute_per_gram,63.61001518,1.827508062,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,20,21,0.165139949,0.286742126,0,0,disintegrations_per_minute_per_gram,3.896615803,0.301598063,disintegrations_per_minute_per_gram,0.817219216,0.087524178,disintegrations_per_minute_per_gram,3.079396588,0.314041197,0,0,disintegrations_per_minute_per_gram,66.60388434,1.979075665,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,21,22,0.138167939,NA,0,0,disintegrations_per_minute_per_gram,2.711718774,0.286628674,disintegrations_per_minute_per_gram,0.645389914,0.097195721,disintegrations_per_minute_per_gram,2.06632886,0.302659884,0,0,disintegrations_per_minute_per_gram,68.41571416,2.016295937,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,22,23,0.132569975,0.2957949446,0,0,disintegrations_per_minute_per_gram,2.008772059,0.286450896,disintegrations_per_minute_per_gram,0.835786315,0.123445639,disintegrations_per_minute_per_gram,1.172985743,0.311918164,0,0,disintegrations_per_minute_per_gram,69.447322260000007,2.005916832,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,23,24,0.163358779,NA,0,0,disintegrations_per_minute_per_gram,2.38618284,0.258184983,disintegrations_per_minute_per_gram,0.965799957,0.092233896,disintegrations_per_minute_per_gram,1.420382883,0.274165237,0,0,disintegrations_per_minute_per_gram,71.05100341,2.015347483,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,24,25,0.178625954,0.26426454509999997,0,0,disintegrations_per_minute_per_gram,5.443487058,0.407172832,disintegrations_per_minute_per_gram,0.900988534,0.10685724,disintegrations_per_minute_per_gram,4.542498525,0.420961025,0,0,disintegrations_per_minute_per_gram,77.38737557,2.376904739,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,25,26,0.126208651,NA,0,0,disintegrations_per_minute_per_gram,7.697758836,0.569634154,disintegrations_per_minute_per_gram,0.280810176,0.091600279,disintegrations_per_minute_per_gram,7.41694866,0.576952061,0,0,disintegrations_per_minute_per_gram,86.69614921,3.100407343,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,26,27,0.149109415,0.2932533805,0,0,disintegrations_per_minute_per_gram,4.004185151,0.35597206,disintegrations_per_minute_per_gram,0.507849035,0.092733234,disintegrations_per_minute_per_gram,3.496336116,0.367852634,0,0,disintegrations_per_minute_per_gram,93.35519154,3.524473838,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,27,28,0.15826972,NA,0,0,disintegrations_per_minute_per_gram,3.723351859,0.447919229,disintegrations_per_minute_per_gram,0.785804858,0.127457548,disintegrations_per_minute_per_gram,2.937547001,0.465700614,0,0,disintegrations_per_minute_per_gram,100.7423381,3.987320828,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,28,29,0.149872774,0.22643996300000002,0,0,disintegrations_per_minute_per_gram,2.105395315,0.343600515,disintegrations_per_minute_per_gram,0.59391148,0.130838699,disintegrations_per_minute_per_gram,1.511483835,0.367668437,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,29,30,0.193638677,NA,0,0,disintegrations_per_minute_per_gram,2.66584352,0.310037601,disintegrations_per_minute_per_gram,0.622553092,0.11573262,disintegrations_per_minute_per_gram,2.043290428,0.330934062,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,30,32,0.210573248,0.22046863630000002,0,0,disintegrations_per_minute_per_gram,2.317445159,0.161757672,disintegrations_per_minute_per_gram,0.832184291,0.05400876,disintegrations_per_minute_per_gram,1.485260868,0.170535893,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,32,34,0.248152866,0.24193866379999998,0,0,disintegrations_per_minute_per_gram,1.056108432,0.104554735,disintegrations_per_minute_per_gram,0.412840761,0.035710726,disintegrations_per_minute_per_gram,0.64326767,0.11048506,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,34,36,0.168025478,0.2707695597,0,0,disintegrations_per_minute_per_gram,0.571952989,0.114619379,disintegrations_per_minute_per_gram,0.315930293,0.038638275,disintegrations_per_minute_per_gram,0.256022696,0.12095668,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,36,38,0.246751592,0.2718203436,0,0,disintegrations_per_minute_per_gram,0.470811478,0.104237661,disintegrations_per_minute_per_gram,0.474875312,0.043973454,disintegrations_per_minute_per_gram,-0.004063834,0.113133349,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,38,40,0.158726115,0.26306965919999997,0,0,disintegrations_per_minute_per_gram,0.516634154,0.118102568,disintegrations_per_minute_per_gram,0.468319661,0.055823704,disintegrations_per_minute_per_gram,0.048314494,0.130631169,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,40,42,0.137707006,0.2650209811,0,0,disintegrations_per_minute_per_gram,0.694695417,0.1804124,disintegrations_per_minute_per_gram,0.218281143,0.057036863,disintegrations_per_minute_per_gram,0.476414274,0.189213735,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,42,44,0.13388535,0.2716128339,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,44,46,0.158089172,0.2783257368,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,46,48,0.360509554,0.2604295936,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,48,50,0.291592357,0.2671619871,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,50,52,0.278216561,0.2959607162,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,52,54,0.327261146,0.32484017979999996,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,54,56,0.299872611,0.3081907336,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,56,58,0.294904459,0.3207928061,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,58,60,0.223312102,0.3040977548,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,60,62,0.128789809,0.2932120624,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,62,64,0.105859873,0.2879327668,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,64,66,0.125477707,0.3039639102,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,66,68,0.114904459,0.2973084547,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,68,70,0.128152866,0.28632601820000003,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,70,72,0.237579618,0.2621192648,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,72,74,0.211592357,0.28585790759999996,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,74,76,0.241910828,0.3361030873,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,76,78,0.487770701,0.2176183524,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,78,80,1.038853503,0.0135862394,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,80,82,1.339872611,0.01506998942,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,82,84,1.871210191,0.0063639991900000005,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,84,86,1.803566879,0.00479294472,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,86,88,1.512738854,0.00425355748,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,88,90,1.444713376,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,0,1,0.073536896,0.2992340803,0,0,disintegrations_per_minute_per_gram,34.39405403,1.155640215,disintegrations_per_minute_per_gram,1.103611344,0.217190713,disintegrations_per_minute_per_gram,33.29044269,1.17587249,7.020395301,1.405483139,disintegrations_per_minute_per_gram,4.67374336,0.260854149,cs137 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,1,2,0.137150127,NA,0,0,disintegrations_per_minute_per_gram,36.94338139,0.668675203,disintegrations_per_minute_per_gram,0.647509171,0.098097639,disintegrations_per_minute_per_gram,36.29587222,0.675832579,0,0,disintegrations_per_minute_per_gram,11.054539,0.380206256,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,2,3,0.19389313,NA,0.120844527,0.034742802,disintegrations_per_minute_per_gram,25.49735554,0.553292615,disintegrations_per_minute_per_gram,0.43372569,0.034914918,disintegrations_per_minute_per_gram,25.06362986,0.554393154,0,0,disintegrations_per_minute_per_gram,18.81138001,0.613057654,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,3,4,0.236132316,0.2614075721,0.384481921,0.056441946,disintegrations_per_minute_per_gram,15.90837784,0.469297146,disintegrations_per_minute_per_gram,0.19869495,0.060423134,disintegrations_per_minute_per_gram,15.70968289,0.47317097,0,0,disintegrations_per_minute_per_gram,26.32257471,0.918334669,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,4,5,0.163104326,NA,0.553539759,0.085687955,disintegrations_per_minute_per_gram,15.78097212,0.514459691,disintegrations_per_minute_per_gram,0.5,0.05,disintegrations_per_minute_per_gram,15.28097212,0.514459691,0,0,disintegrations_per_minute_per_gram,32.58019999,1.233271559,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,5,6,0.171501272,0.26664098540000003,2.828435968,0.171968907,disintegrations_per_minute_per_gram,13.32943234,0.739783495,disintegrations_per_minute_per_gram,0.449718503,0.127225364,disintegrations_per_minute_per_gram,12.87971384,0.750643666,0,0,disintegrations_per_minute_per_gram,39.37372938,1.652021689,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,6,7,0.116030534,NA,1.69608414,0.17435745,disintegrations_per_minute_per_gram,15.53106385,0.966032172,disintegrations_per_minute_per_gram,0.946711688,0.194833265,disintegrations_per_minute_per_gram,14.58435217,0.985483718,0,0,disintegrations_per_minute_per_gram,45.76568856,2.122852699,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,7,8,0.123409669,0.3109696555,0.545123557,0.158085831,disintegrations_per_minute_per_gram,13.27778484,0.917494932,disintegrations_per_minute_per_gram,0.5,0.05,disintegrations_per_minute_per_gram,12.77778484,0.917494932,0,0,disintegrations_per_minute_per_gram,53.14205737,2.794095685,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,8,9,0.154452926,NA,1.34938094,0.143574132,disintegrations_per_minute_per_gram,8.772255742,0.628093511,disintegrations_per_minute_per_gram,0.636245399,0.148499676,disintegrations_per_minute_per_gram,8.136010343,0.645409647,0,0,disintegrations_per_minute_per_gram,60.54061929,3.636273158,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,9,10,0.169211196,0.111425882,1.224797963,0.103127988,disintegrations_per_minute_per_gram,8.389944482,0.458929963,disintegrations_per_minute_per_gram,0.476232593,0.096198984,disintegrations_per_minute_per_gram,7.913711889,0.468903994,0,0,disintegrations_per_minute_per_gram,70.91612805,5.205574461,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,10,11,0.216030534,NA,0.349691768,0.057699142,disintegrations_per_minute_per_gram,4.278705558,0.311061894,disintegrations_per_minute_per_gram,0.477616441,0.071642466,disintegrations_per_minute_per_gram,3.801089117,0.31920549,0,0,disintegrations_per_minute_per_gram,79.47145628,6.926395124,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,11,12,0.283531409,0.06863458161,0.36311192,0.033224741,disintegrations_per_minute_per_gram,2.870966746,0.175416068,disintegrations_per_minute_per_gram,0.545163769,0.047919895,disintegrations_per_minute_per_gram,2.325802977,0.181843651,0,0,disintegrations_per_minute_per_gram,88.50301516,9.242092976,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,12,13,0.499490662,0.11279760209999999,0.090850571,0.017252523,disintegrations_per_minute_per_gram,1.276683357,0.122306266,disintegrations_per_minute_per_gram,0.448723776,0.036167136,disintegrations_per_minute_per_gram,0.827959581,0.127541696,0,0,disintegrations_per_minute_per_gram,95.81683293,11.52443768,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,13,14,0.550636132,0.1316440337,0.09864459,0.01586205,disintegrations_per_minute_per_gram,1.377700746,0.143005337,disintegrations_per_minute_per_gram,0.455512801,0.042727101,disintegrations_per_minute_per_gram,0.922187945,0.149251907,0,0,disintegrations_per_minute_per_gram,NA,NA,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,14,15,0.86259542,0.1599918889,0.070001554,0.011893264,disintegrations_per_minute_per_gram,0.984792092,0.088532809,disintegrations_per_minute_per_gram,0.477761139,0.028331236,disintegrations_per_minute_per_gram,0.507030954,0.092955458,0,0,disintegrations_per_minute_per_gram,NA,NA,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,15,16,0.265648855,0.1280685622,0,0,disintegrations_per_minute_per_gram,1.61727473,0.194881605,disintegrations_per_minute_per_gram,0.590050092,0.06372541,disintegrations_per_minute_per_gram,1.027224638,0.205036016,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,16,17,0.672264631,0.11806376780000001,0,0,disintegrations_per_minute_per_gram,0.831405313,0.074078213,disintegrations_per_minute_per_gram,0.576969015,0.035772079,disintegrations_per_minute_per_gram,0.254436299,0.082263135,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,17,18,0.737913486,0.1498104555,0,0,disintegrations_per_minute_per_gram,0.532403992,0.106267837,disintegrations_per_minute_per_gram,0.449754041,0.036834856,disintegrations_per_minute_per_gram,0.082649951,0.112470706,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,18,19,0.994910941,0.0724766993,0,0,disintegrations_per_minute_per_gram,0.650782111,0.081347764,disintegrations_per_minute_per_gram,0.607944744,0.02948532,disintegrations_per_minute_per_gram,0.042837368,0.086526544,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,19,20,1.003307888,0.08863332197,0,0,disintegrations_per_minute_per_gram,0.679987479,0.064122819,disintegrations_per_minute_per_gram,0.556199682,0.023082287,disintegrations_per_minute_per_gram,0.123787797,0.068150773,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
