study_id,site_id,core_id,core_year,core_latitude,core_longitude,core_position_method,core_position_notes,core_elevation,core_elevation_datum,core_elevation_method,core_elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,peat_depth,core_length,porewater_salinity,pH,peat_depth_notes
Kauffman_et_al_2020,Secret River Low Marsh,COL-SEC-LM-1,2017,46.3051,-123.695,RTK-GPS,NA,1.28,NAVD88,RTK-GPS,NA,fresh,measurement,refractometer,emergent,77,77,0,6.32,NA
Kauffman_et_al_2020,Secret River Low Marsh,COL-SEC-LM-2,2017,46.3053,-123.695,RTK-GPS,NA,1.196,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,99.5,99.5,NA,NA,NA
Kauffman_et_al_2020,Secret River Low Marsh,COL-SEC-LM-3,2017,46.3054,-123.695,RTK-GPS,NA,1.327,NAVD88,RTK-GPS,NA,fresh,measurement,refractometer,emergent,105,105,0,6.3,NA
Kauffman_et_al_2020,Secret River Low Marsh,COL-SEC-LM-4,2017,46.3056,-123.6951,RTK-GPS,NA,1.381,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,98,98,NA,NA,NA
Kauffman_et_al_2020,Secret River Low Marsh,COL-SEC-LM-5,2017,46.3058,-123.6951,RTK-GPS,NA,1.209,NAVD88,RTK-GPS,NA,fresh,measurement,refractometer,emergent,129,129,0,6.47,NA
Kauffman_et_al_2020,Secret River Low Marsh,COL-SEC-LM-6,2017,46.306,-123.6951,RTK-GPS,NA,1.33,NAVD88,RTK-GPS,NA,fresh,measurement,refractometer,emergent,92,92,0,6.21,NA
Kauffman_et_al_2020,Secret River Swamp,COL-SEC-TS-1,2017,46.3071,-123.691,other high resolution,GIS used to determine core position,2.856,NAVD88,other high resolution,leveling used to determine core position,fresh,measurement,refractometer,forested,201,201,0,6.28,NA
Kauffman_et_al_2020,Secret River Swamp,COL-SEC-TS-2,2017,46.307,-123.6907,other high resolution,GIS used to determine core position,2.946,NAVD88,other high resolution,leveling used to determine core position,fresh,measurement,refractometer,forested,201,201,0,6.37,NA
Kauffman_et_al_2020,Secret River Swamp,COL-SEC-TS-3,2017,46.3069,-123.6905,other high resolution,GIS used to determine core position,2.926,NAVD88,other high resolution,leveling used to determine core position,fresh,measurement,refractometer,forested,225,225,0,5.84,NA
Kauffman_et_al_2020,Secret River Swamp,COL-SEC-TS-4,2017,46.3065,-123.6898,RTK-GPS,NA,3.142,NAVD88,RTK-GPS,NA,NA,NA,NA,forested,250,250,NA,NA,NA
Kauffman_et_al_2020,Secret River Swamp,COL-SEC-TS-5,2017,46.3065,-123.6895,RTK-GPS,NA,2.97,NAVD88,RTK-GPS,NA,fresh,measurement,refractometer,forested,250,250,0,6.29,NA
Kauffman_et_al_2020,Secret River Swamp,COL-SEC-TS-6,2017,46.3064,-123.6893,RTK-GPS,NA,2.931,NAVD88,RTK-GPS,NA,fresh,measurement,refractometer,forested,250,250,0,6.39,NA
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-1,2017,43.3456,-124.3188,RTK-GPS,NA,-0.242,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,176,176,39,7.4,NA
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-2,2017,43.3457,-124.3187,RTK-GPS,NA,-0.344,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,177,177,36,7.5,NA
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-3,2017,43.3458,-124.3185,RTK-GPS,NA,-0.486,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,157,157,37,7.7,NA
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-4,2017,43.3459,-124.3183,RTK-GPS,NA,-0.517,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,172,172,35,7.7,NA
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-5,2017,43.3458,-124.3182,RTK-GPS,NA,-0.454,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,208,208,36,7.6,NA
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-6,2017,43.3454,-124.3189,RTK-GPS,NA,-0.619,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,168,168,38,7.5,NA
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-1,2017,43.2836,-124.3235,handheld,NA,2.129,NAVD88,other high resolution,leveling used to determine core position,polyhaline,measurement,refractometer,emergent,300,300,20,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-2,2017,43.2834,-124.3234,handheld,NA,2.16,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,emergent,300,300,15,6.7,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-3,2017,43.2833,-124.3233,handheld,NA,2.121,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,emergent,300,300,16,6.9,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-4,2017,43.2831,-124.3232,handheld,NA,2.137,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,emergent,300,300,15,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-5,2017,43.283,-124.3231,handheld,NA,1.934,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,emergent,300,300,15,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-6,2017,43.2828,-124.323,handheld,NA,1.925,NAVD88,other high resolution,leveling used to determine core position,polyhaline,measurement,refractometer,emergent,300,300,22,6.8,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-1,2017,43.3196,-124.3313,RTK-GPS,NA,2.296,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,8,6.7,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-2,2017,43.3195,-124.3315,RTK-GPS,NA,2.113,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,276,276,25,7.1,NA
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-3,2017,43.3194,-124.3317,RTK-GPS,NA,2.007,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,21,7,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-4,2017,43.3194,-124.332,RTK-GPS,NA,2.142,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,10,6.9,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-5,2017,43.3193,-124.3322,RTK-GPS,NA,2.103,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,10,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-6,2017,43.3192,-124.3324,RTK-GPS,NA,2.033,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,11,6.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-1,2017,43.2936,-124.3233,handheld,NA,1.731,NAVD88,other high resolution,leveling used to determine core position,mixoeuhaline,measurement,refractometer,emergent,300,300,34,7.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-2,2017,43.2935,-124.3234,handheld,NA,1.855,NAVD88,other high resolution,leveling used to determine core position,mixoeuhaline,measurement,refractometer,emergent,300,300,34,7,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-3,2017,43.2933,-124.3235,handheld,NA,1.785,NAVD88,other high resolution,leveling used to determine core position,mixoeuhaline,measurement,refractometer,emergent,300,300,34,6.7,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-4,2017,43.2931,-124.3236,handheld,NA,1.869,NAVD88,other high resolution,leveling used to determine core position,polyhaline,measurement,refractometer,emergent,300,300,25,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-5,2017,43.293,-124.3237,handheld,NA,1.659,NAVD88,other high resolution,leveling used to determine core position,polyhaline,measurement,refractometer,emergent,300,300,22,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-6,2017,43.2928,-124.3238,handheld,NA,1.661,NAVD88,other high resolution,leveling used to determine core position,polyhaline,measurement,refractometer,emergent,300,300,22,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-1,2017,43.3359,-124.3281,RTK-GPS,NA,2.208,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,emergent,145,145,3,6.6,NA
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-2,2017,43.3357,-124.3282,RTK-GPS,NA,2.247,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,emergent,185,185,3,6.3,NA
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-3,2017,43.3355,-124.3282,RTK-GPS,NA,2.214,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,emergent,207,207,4,6.2,NA
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-4,2017,43.3354,-124.3283,RTK-GPS,NA,2,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,190,190,7,6.6,NA
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-5,2017,43.3352,-124.3284,RTK-GPS,NA,2.075,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,155,155,13,6.5,NA
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-6,2017,43.3351,-124.3284,RTK-GPS,NA,2.035,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,190,190,13,6.7,NA
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-1,2017,43.3345,-124.328,RTK-GPS,NA,2.033,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,emergent,300,300,35,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-2,2017,43.3347,-124.3279,RTK-GPS,NA,2.077,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,30,6.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-3,2017,43.3349,-124.3279,RTK-GPS,NA,2.041,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,25,6.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-4,2017,43.3351,-124.3278,RTK-GPS,NA,2.035,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,23,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-5,2017,43.3353,-124.3278,RTK-GPS,NA,2.019,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,30,6.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-6,2017,43.3354,-124.3277,RTK-GPS,NA,2.021,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,30,6.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-1,2017,43.3682,-124.185,RTK-GPS,NA,2.162,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,256,256,16,6.9,NA
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-2,2017,43.3684,-124.185,RTK-GPS,NA,2.169,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,244,244,20,6.3,NA
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-3,2017,43.3686,-124.1849,RTK-GPS,NA,2.16,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,233,233,20,6.3,NA
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-4,2017,43.3687,-124.1849,RTK-GPS,NA,2.178,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,16,6.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-5,2017,43.3689,-124.1849,RTK-GPS,NA,2.143,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,288,288,17,6.4,NA
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-6,2017,43.3691,-124.1849,RTK-GPS,NA,2.171,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,20,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-1,2017,43.3141,-124.3193,RTK-GPS,NA,-0.26,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,272,272,35,7.5,NA
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-2,2017,43.3139,-124.3192,RTK-GPS,NA,0.167,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,300,300,29,7.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-3,2017,43.3138,-124.3191,RTK-GPS,NA,0.653,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,39,7.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-4,2017,43.3136,-124.3191,RTK-GPS,NA,0.485,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,36,7.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-5,2017,43.3135,-124.319,RTK-GPS,NA,0.32,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,35,7.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-6,2017,43.3133,-124.3189,RTK-GPS,NA,0.28,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,260,260,31,7.7,NA
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-1,2018,46.9411,-123.7209,RTK-GPS,NA,2.73,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,forested,300,300,5,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-2,2018,46.9413,-123.721,RTK-GPS,NA,2.757,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,forested,300,300,5,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-3,2018,46.9415,-123.7211,handheld,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,forested,300,300,5,6.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-4,2018,46.9415,-123.7213,RTK-GPS,NA,2.696,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,forested,300,300,5,6.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-5,2018,46.9418,-123.7213,handheld,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,forested,300,300,3,6.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-6,2018,46.9419,-123.7215,handheld,NA,NA,NA,NA,NA,mesohaline,measurement,refractometer,forested,300,300,7,6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-1,2018,46.8915,-123.9876,RTK-GPS,NA,2.793,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,18,6.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-2,2018,46.8914,-123.9874,RTK-GPS,NA,2.557,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,17,6.7,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-3,2018,46.8912,-123.9873,RTK-GPS,NA,2.625,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,16,5.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-4,2018,46.8911,-123.9871,RTK-GPS,NA,2.697,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,14,5.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-5,2018,46.891,-123.9869,handheld,NA,NA,NA,NA,NA,mesohaline,measurement,refractometer,emergent,300,300,17,5.8,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-6,2018,46.8908,-123.9868,RTK-GPS,NA,2.701,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,300,300,11,6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-1,2018,46.8807,-123.9587,handheld,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,forested,300,300,4,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-2,2018,46.8808,-123.9586,handheld,NA,NA,NA,NA,NA,mesohaline,measurement,refractometer,forested,300,300,6,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-3,2018,46.881,-123.9585,handheld,NA,2.946,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,forested,300,300,6,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-4,2018,46.881100000000004,-123.9584,handheld,NA,2.73,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,forested,150,150,10,7.2,NA
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-5,2018,46.8813,-123.9583,handheld,NA,2.851,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,forested,300,300,11,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-6,2018,46.8806,-123.9588,handheld,NA,NA,NA,NA,NA,mesohaline,measurement,refractometer,forested,300,300,9,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-1,2018,40.7172,-124.227,RTK-GPS,NA,-0.31,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,seagrass,300,300,42,7,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-2,2018,40.7172,-124.2268,RTK-GPS,NA,-0.325,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,40,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-3,2018,40.7172,-124.2265,RTK-GPS,NA,-0.308,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,seagrass,300,300,42,7.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-4,2018,40.7173,-124.2264,RTK-GPS,NA,-0.298,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,40,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-5,2018,40.7172,-124.2261,RTK-GPS,NA,-0.21,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,seagrass,300,300,45,7.8,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-6,2018,40.7172,-124.2259,RTK-GPS,NA,-0.27,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,40,7.9,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-1,2018,40.8865,-124.1406,RTK-GPS,NA,2.089,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,45,6.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-2,2018,40.8863,-124.1406,RTK-GPS,NA,1.989,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,46,6.9,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-3,2018,40.8862,-124.1406,RTK-GPS,NA,1.947,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,50,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-4,2018,40.886,-124.1406,RTK-GPS,NA,1.995,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,50,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-5,2018,40.8858,-124.1406,RTK-GPS,NA,1.989,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,50,6.9,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-6,2018,40.8856,-124.1406,RTK-GPS,NA,1.963,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,44,6.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-1,2018,40.704,-124.2166,RTK-GPS,NA,1.818,NAVD88,RTK-GPS,NA,brine,measurement,refractometer,emergent,300,300,55,7.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-2,2018,40.7041,-124.2164,RTK-GPS,NA,1.813,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,45,7.8,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-3,2018,40.7042,-124.2162,RTK-GPS,NA,1.867,NAVD88,RTK-GPS,NA,brine,measurement,refractometer,emergent,300,300,53,8.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-4,2018,40.7043,-124.211,RTK-GPS,NA,1.887,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,emergent,300,300,40,7.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-5,2018,40.7044,-124.2159,RTK-GPS,NA,1.866,NAVD88,RTK-GPS,NA,saline,measurement,refractometer,emergent,300,300,45,7.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-6,2018,40.7045,-124.2156,RTK-GPS,NA,1.816,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,emergent,300,300,40,7.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-1,2018,45.7446,-123.8574,handheld,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,forested,300,300,2,6.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-2,2018,45.7444,-123.8573,handheld,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,forested,260,260,1,6.3,NA
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-3,2018,45.7442,-123.8572,handheld,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,forested,300,300,2,6.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-4,2018,45.7441,-123.8571,handheld,NA,NA,NA,NA,NA,mesohaline,measurement,refractometer,forested,300,300,13,5.9,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-5,2018,45.7439,-123.857,handheld,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,forested,300,300,4,6.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-6,2018,45.7437,-123.8569,handheld,NA,2.794,NAVD88,other high resolution,leveling used to determine core position,mesohaline,measurement,refractometer,forested,300,300,7,6.2,peat depth is greater than or equal to 300cm
