study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_unit,cs137_activity_notes,total_pb210_activity,ra226_activity,excess_pb210_activity,pb210_unit,be7_activity,be7_activity_notes,age
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,10,11,0.144529262,NA,0.288063921,disintegrations_per_minute_per_gram,NA,11.76478926,0.583656105,11.18113316,disintegrations_per_minute_per_gram,0,below detection limits,33.05327898
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,11.25,12.25,0.09566879,0.2132022868,0.487129214,disintegrations_per_minute_per_gram,NA,8.868191826,0.350568833,8.517622994,disintegrations_per_minute_per_gram,0,below detection limits,34.87261799
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,12.75,13.75,0.083312102,0.208777334,0.284749979,disintegrations_per_minute_per_gram,NA,6.914293726,0.559718022,6.354575703,disintegrations_per_minute_per_gram,0,below detection limits,36.1123739
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,14,15,0.16259542,NA,0.438931953,disintegrations_per_minute_per_gram,NA,12.0036863,0.215711103,11.78797519,disintegrations_per_minute_per_gram,0,below detection limits,41.04927926
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,15,16,0.097964377,NA,1.681859918,disintegrations_per_minute_per_gram,NA,10.76705934,0.369746833,10.3973125,disintegrations_per_minute_per_gram,0,below detection limits,44.01841352
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,16,17,0.148854962,NA,1.340513165,disintegrations_per_minute_per_gram,NA,10.8161822,0.764696007,10.05148619,disintegrations_per_minute_per_gram,0,below detection limits,48.94754476
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,17,18,0.153180662,0.22194762489999997,0.380921556,disintegrations_per_minute_per_gram,NA,10.65776262,0.5,10.15776262,disintegrations_per_minute_per_gram,0,below detection limits,55.02903002
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,18,19,0.181424936,0.2049422293,0.274464025,disintegrations_per_minute_per_gram,NA,6.92757852,0.579954007,6.347624513,disintegrations_per_minute_per_gram,0,below detection limits,60.41141438
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,19,20,0.136641221,NA,0,disintegrations_per_minute_per_gram,below detection limits,5.27203296,0.893196058,4.378836901,disintegrations_per_minute_per_gram,0,below detection limits,63.61001518
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,20,21,0.165139949,0.286742126,0,disintegrations_per_minute_per_gram,below detection limits,3.896615803,0.817219216,3.079396588,disintegrations_per_minute_per_gram,0,below detection limits,66.60388434
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,21,22,0.138167939,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.711718774,0.645389914,2.06632886,disintegrations_per_minute_per_gram,0,below detection limits,68.41571416
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,22,23,0.132569975,0.2957949446,0,disintegrations_per_minute_per_gram,below detection limits,2.008772059,0.835786315,1.172985743,disintegrations_per_minute_per_gram,0,below detection limits,69.447322260000007
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,23,24,0.163358779,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.38618284,0.965799957,1.420382883,disintegrations_per_minute_per_gram,0,below detection limits,71.05100341
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,24,25,0.178625954,0.26426454509999997,0,disintegrations_per_minute_per_gram,below detection limits,5.443487058,0.900988534,4.542498525,disintegrations_per_minute_per_gram,0,below detection limits,77.38737557
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,25,26,0.126208651,NA,0,disintegrations_per_minute_per_gram,below detection limits,7.697758836,0.280810176,7.41694866,disintegrations_per_minute_per_gram,0,below detection limits,86.69614921
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,26,27,0.149109415,0.2932533805,0,disintegrations_per_minute_per_gram,below detection limits,4.004185151,0.507849035,3.496336116,disintegrations_per_minute_per_gram,0,below detection limits,93.35519154
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,27,28,0.15826972,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.723351859,0.785804858,2.937547001,disintegrations_per_minute_per_gram,0,below detection limits,100.7423381
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,28,29,0.149872774,0.22643996300000002,0,disintegrations_per_minute_per_gram,below detection limits,2.105395315,0.59391148,1.511483835,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,29,30,0.193638677,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.66584352,0.622553092,2.043290428,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,30,32,0.210573248,0.22046863630000002,0,disintegrations_per_minute_per_gram,below detection limits,2.317445159,0.832184291,1.485260868,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,32,34,0.248152866,0.24193866379999998,0,disintegrations_per_minute_per_gram,below detection limits,1.056108432,0.412840761,0.64326767,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,34,36,0.168025478,0.2707695597,0,disintegrations_per_minute_per_gram,below detection limits,0.571952989,0.315930293,0.256022696,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,36,38,0.246751592,0.2718203436,0,disintegrations_per_minute_per_gram,below detection limits,0.470811478,0.474875312,-0.004063834,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,38,40,0.158726115,0.26306965919999997,0,disintegrations_per_minute_per_gram,below detection limits,0.516634154,0.468319661,0.048314494,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,40,42,0.137707006,0.2650209811,0,disintegrations_per_minute_per_gram,below detection limits,0.694695417,0.218281143,0.476414274,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,42,44,0.13388535,0.2716128339,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,44,46,0.158089172,0.2783257368,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,46,48,0.360509554,0.2604295936,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,48,50,0.291592357,0.2671619871,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,50,52,0.278216561,0.2959607162,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,52,54,0.327261146,0.32484017979999996,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,54,56,0.299872611,0.3081907336,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,56,58,0.294904459,0.3207928061,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,58,60,0.223312102,0.3040977548,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,60,62,0.128789809,0.2932120624,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,62,64,0.105859873,0.2879327668,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,64,66,0.125477707,0.3039639102,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,66,68,0.114904459,0.2973084547,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,68,70,0.128152866,0.28632601820000003,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,70,72,0.237579618,0.2621192648,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,72,74,0.211592357,0.28585790759999996,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,74,76,0.241910828,0.3361030873,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,76,78,0.487770701,0.2176183524,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,78,80,1.038853503,0.0135862394,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,80,82,1.339872611,0.01506998942,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,82,84,1.871210191,0.0063639991900000005,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,84,86,1.803566879,0.00479294472,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,86,88,1.512738854,0.00425355748,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,88,90,1.444713376,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,0,1,0.073536896,0.2992340803,0,disintegrations_per_minute_per_gram,below detection limits,34.39405403,1.103611344,33.29044269,disintegrations_per_minute_per_gram,7.020395301,NA,4.67374336
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,1,2,0.137150127,NA,0,disintegrations_per_minute_per_gram,below detection limits,36.94338139,0.647509171,36.29587222,disintegrations_per_minute_per_gram,0,below detection limits,11.054539
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,2,3,0.19389313,NA,0.120844527,disintegrations_per_minute_per_gram,NA,25.49735554,0.43372569,25.06362986,disintegrations_per_minute_per_gram,0,below detection limits,18.81138001
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,3,4,0.236132316,0.2614075721,0.384481921,disintegrations_per_minute_per_gram,NA,15.90837784,0.19869495,15.70968289,disintegrations_per_minute_per_gram,0,below detection limits,26.32257471
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,4,5,0.163104326,NA,0.553539759,disintegrations_per_minute_per_gram,NA,15.78097212,0.5,15.28097212,disintegrations_per_minute_per_gram,0,below detection limits,32.58019999
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,5,6,0.171501272,0.26664098540000003,2.828435968,disintegrations_per_minute_per_gram,NA,13.32943234,0.449718503,12.87971384,disintegrations_per_minute_per_gram,0,below detection limits,39.37372938
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,6,7,0.116030534,NA,1.69608414,disintegrations_per_minute_per_gram,NA,15.53106385,0.946711688,14.58435217,disintegrations_per_minute_per_gram,0,below detection limits,45.76568856
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,7,8,0.123409669,0.3109696555,0.545123557,disintegrations_per_minute_per_gram,NA,13.27778484,0.5,12.77778484,disintegrations_per_minute_per_gram,0,below detection limits,53.14205737
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,8,9,0.154452926,NA,1.34938094,disintegrations_per_minute_per_gram,NA,8.772255742,0.636245399,8.136010343,disintegrations_per_minute_per_gram,0,below detection limits,60.54061929
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,9,10,0.169211196,0.111425882,1.224797963,disintegrations_per_minute_per_gram,NA,8.389944482,0.476232593,7.913711889,disintegrations_per_minute_per_gram,0,below detection limits,70.91612805
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,10,11,0.216030534,NA,0.349691768,disintegrations_per_minute_per_gram,NA,4.278705558,0.477616441,3.801089117,disintegrations_per_minute_per_gram,0,below detection limits,79.47145628
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,11,12,0.283531409,0.06863458161,0.36311192,disintegrations_per_minute_per_gram,NA,2.870966746,0.545163769,2.325802977,disintegrations_per_minute_per_gram,0,below detection limits,88.50301516
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,12,13,0.499490662,0.11279760209999999,0.090850571,disintegrations_per_minute_per_gram,NA,1.276683357,0.448723776,0.827959581,disintegrations_per_minute_per_gram,0,below detection limits,95.81683293
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,13,14,0.550636132,0.1316440337,0.09864459,disintegrations_per_minute_per_gram,NA,1.377700746,0.455512801,0.922187945,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,14,15,0.86259542,0.1599918889,0.070001554,disintegrations_per_minute_per_gram,NA,0.984792092,0.477761139,0.507030954,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,15,16,0.265648855,0.1280685622,0,disintegrations_per_minute_per_gram,below detection limits,1.61727473,0.590050092,1.027224638,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,16,17,0.672264631,0.11806376780000001,0,disintegrations_per_minute_per_gram,below detection limits,0.831405313,0.576969015,0.254436299,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,17,18,0.737913486,0.1498104555,0,disintegrations_per_minute_per_gram,below detection limits,0.532403992,0.449754041,0.082649951,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,18,19,0.994910941,0.0724766993,0,disintegrations_per_minute_per_gram,below detection limits,0.650782111,0.607944744,0.042837368,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,19,20,1.003307888,0.08863332197,0,disintegrations_per_minute_per_gram,below detection limits,0.679987479,0.556199682,0.123787797,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,0,1,0.155725191,NA,0,disintegrations_per_minute_per_gram,below detection limits,25.25690947,1.195643473,24.061266,disintegrations_per_minute_per_gram,7.683481349,NA,2.266472413
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,1,2,0.137150127,0.2353682301,0,disintegrations_per_minute_per_gram,below detection limits,23.45868064,0.595408678,22.86327196,disintegrations_per_minute_per_gram,0,below detection limits,4.294456889
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,2,3,0.099491094,NA,0,disintegrations_per_minute_per_gram,below detection limits,24.42065784,0.704646956,23.71601088,disintegrations_per_minute_per_gram,0,below detection limits,6.42164006
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,3,4,0.155470738,0.2507986491,0,disintegrations_per_minute_per_gram,below detection limits,26.94737458,0.335395667,26.61197891,disintegrations_per_minute_per_gram,0,below detection limits,9.517452758
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,4,5,0.149363868,NA,0,disintegrations_per_minute_per_gram,below detection limits,23.6520379,0.247343885,23.40469402,disintegrations_per_minute_per_gram,0,below detection limits,12.3880039
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,5,6,0.130788804,0.2480535385,0,disintegrations_per_minute_per_gram,below detection limits,26.43222091,0.727273711,25.7049472,disintegrations_per_minute_per_gram,0,below detection limits,15.41394051
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,6,7,0.142748092,NA,0,disintegrations_per_minute_per_gram,below detection limits,22.56181101,0.329689642,22.23212136,disintegrations_per_minute_per_gram,0,below detection limits,18.55831574
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,7,8,0.124681934,0.2488338286,0,disintegrations_per_minute_per_gram,below detection limits,21.64854541,0.782779431,20.865765970000002,disintegrations_per_minute_per_gram,0,below detection limits,21.3874034
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,8,9,0.145292621,NA,0,disintegrations_per_minute_per_gram,below detection limits,18.72453097,0.480023341,18.24450763,disintegrations_per_minute_per_gram,0,below detection limits,24.55169134
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,9,10,0.193638677,0.2436320515,0,disintegrations_per_minute_per_gram,below detection limits,16.69358941,0.805898057,15.88769135,disintegrations_per_minute_per_gram,0,below detection limits,28.66350058
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,10,11,0.177099237,NA,0.315081586,disintegrations_per_minute_per_gram,NA,21.56042381,0.487652069,21.07277174,disintegrations_per_minute_per_gram,0,below detection limits,34.48139115
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,11,12,0.180916031,0.2528337029,0.090937212,disintegrations_per_minute_per_gram,NA,21.53618651,0.30533214,21.23085437,disintegrations_per_minute_per_gram,0,below detection limits,41.82514568
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,12,13,0.2,NA,0.793081573,disintegrations_per_minute_per_gram,NA,11.32663053,0.683567022,10.64306351,disintegrations_per_minute_per_gram,0,below detection limits,46.75806164
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,13,14,0.350636132,0.2618812947,0.796362273,disintegrations_per_minute_per_gram,NA,6.208412861,0.561325833,5.647087028,disintegrations_per_minute_per_gram,0,below detection limits,49.71959444
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,14,15,0.130788804,NA,0.640172904,disintegrations_per_minute_per_gram,NA,7.919869994,1.007446992,6.912423002,disintegrations_per_minute_per_gram,0,below detection limits,52.30425046
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,15,16,0.120356234,0.2482479982,1.010589577,disintegrations_per_minute_per_gram,NA,8.267289099,1.143214681,7.124074419,disintegrations_per_minute_per_gram,0,below detection limits,54.9640878
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,16,17,0.239185751,NA,0,disintegrations_per_minute_per_gram,below detection limits,5.43854427,0.519351908,4.919192363,disintegrations_per_minute_per_gram,0,below detection limits,59.01448704
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,17,18,0.162849873,0.2639152364,0,disintegrations_per_minute_per_gram,below detection limits,5.235391098,0.535528161,4.699862936,disintegrations_per_minute_per_gram,0,below detection limits,61.95306264
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,18,19,0.142239186,NA,0,disintegrations_per_minute_per_gram,below detection limits,7.065009032,0.558938382,6.506070649,disintegrations_per_minute_per_gram,0,below detection limits,65.90754892
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,19,20,0.162340967,0.24576827569999998,0,disintegrations_per_minute_per_gram,below detection limits,7.135025074,0.510520735,6.624504339,disintegrations_per_minute_per_gram,0,below detection limits,71.21309538
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,20,21,0.124936387,NA,0,disintegrations_per_minute_per_gram,below detection limits,7.487928538,0.350693996,7.137234542,disintegrations_per_minute_per_gram,0,below detection limits,76.39262612
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,21,22,0.15648855,NA,0,disintegrations_per_minute_per_gram,below detection limits,7.585438862,0.592355389,6.993083472,disintegrations_per_minute_per_gram,0,below detection limits,84.15813045
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,22,23,0.119592875,0.2444537813,0.144828804,disintegrations_per_minute_per_gram,NA,5.754232802,0.694088721,5.060144081,disintegrations_per_minute_per_gram,0,below detection limits,89.42538829
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,23,24,0.0956743,NA,0,disintegrations_per_minute_per_gram,below detection limits,5.427339187,0.465435558,4.961903629,disintegrations_per_minute_per_gram,0,below detection limits,94.26220575
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,24,25,0.089821883,NA,0.260565919,disintegrations_per_minute_per_gram,NA,4.61423981,1.057591943,3.556647867,disintegrations_per_minute_per_gram,0,below detection limits,97.98243009
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,25,26,0.119083969,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.40552379,0.707799932,1.697723859,disintegrations_per_minute_per_gram,0,below detection limits,100.5808995
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,26,27,0.083206107,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.351526999,0.952776484,1.398750515,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,27,28,0.173282443,0.2257362765,0,disintegrations_per_minute_per_gram,below detection limits,2.70081449,0.352510974,2.348303516,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,28,29,0.143002545,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.112348528,0.70452531,1.407823217,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,29,30,0.174045802,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.816923026,0.486381509,1.330541517,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,30,32,0.150573248,0.17470805299999997,0,disintegrations_per_minute_per_gram,below detection limits,2.100793135,0.677524912,1.423268223,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,32,34,0.159872611,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.746051594,0.729657911,1.016393683,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,34,36,0.258980892,0.14410228690000002,0,disintegrations_per_minute_per_gram,below detection limits,1.307048938,0.700594108,0.60645483,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,36,38,0.188025478,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.079014324,0.792785672,0.286228652,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,38,40,0.213375796,0.1863695173,0,disintegrations_per_minute_per_gram,below detection limits,1.172775274,0.863444684,0.309330591,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,40,42,0.174012739,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.717869754,0.392175413,0.32569434,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,42,44,0.088152866,0.25851253799999996,0,disintegrations_per_minute_per_gram,below detection limits,0.210782875,0.274229469,-0.063446593,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,44,46,0.129426752,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,46,48,0.149936306,0.23689164340000002,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,48,50,0.159872611,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,50,52,0.21044586,0.215310578,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,52,54,0.144076433,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,54,56,0.253503185,0.2558066158,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
