"study_id","bibliography_id","publication_type","bibtype","title","author","school","doi","url","year","month","publisher","volume","number","pages","journal","copyright","editor","booktitle","institution","language","day","issue","issn","eprint","article-number"
"Alongi_et_al_2000","Alongi_et_al_2000_article_oct","synthesis source","Article","Below-ground decomposition of organic matter in forests of the mangroves Rhizophora stylosa and Avicennia marina along the arid coast of Western Australia","D.M Alongi and F Tirendi and B.F Clough",NA,"10.1016/s0304-3770(00)00110-8","https://doi.org/10.1016/s0304-3770(00)00110-8","2000","oct","Elsevier {BV}","68","2","97--122","Aquatic Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2000","Alongi_et_al_2000_article","synthesis source","Article","Benthic decomposition rates and pathways in plantations of the mangrove Rhizophora apiculata in the Mekong delta, Vietnam","DM Alongi and F Tirendi and LA Trott and TT Xuan",NA,"10.3354/meps194087","https://doi.org/10.3354/meps194087","2000",NA,"Inter-Research Science Center","194",NA,"87--101","Marine Ecology Progress Series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2000","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2001","Alongi_et_al_2001_article","synthesis source","Article","Organic carbon accumulation and metabolic pathways in sediments of mangrove forests in southern Thailand","D.M Alongi and G Wattayakorn and J Pfitzner and F Tirendi and I Zagorskis and G.J Brunskill and A Davidson and B.F Clough",NA,"10.1016/s0025-3227(01)00195-5","https://doi.org/10.1016/s0025-3227(01)00195-5","2001","sep","Elsevier {BV}","179",NA,"85--103","Marine Geology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2001","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2004","Alongi_et_al_2004_article","synthesis source","Article","Sediment accumulation and organic material flux in a managed mangrove ecosystem: estimates of land{\textendash}ocean{\textendash}atmosphere exchange in peninsular Malaysia","D.M Alongi and A Sasekumar and V.C Chong and J Pfitzner and L.A Trott and F Tirendi and P Dixon and G.J Brunskill",NA,"10.1016/j.margeo.2004.04.016","https://doi.org/10.1016/j.margeo.2004.04.016","2004","aug","Elsevier {BV}","208",NA,"383--402","Marine Geology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2004","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2005","Alongi_et_al_2005_article","synthesis source","Article","Rapid sediment accumulation and microbial mineralization in forests of the mangrove Kandelia candel in the Jiulongjiang Estuary, China","D.M. Alongi and J. Pfitzner and L.A. Trott and F. Tirendi and P. Dixon and D.W. Klumpp",NA,"10.1016/j.ecss.2005.01.004","https://doi.org/10.1016/j.ecss.2005.01.004","2005","jun","Elsevier {BV}","63","4","605--618","Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2005","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2008","Alongi_et_al_2008_article_oct","synthesis source","Article","Growth and development of mangrove forests overlying smothered coral reefs, Sulawesi and Sumatra, Indonesia","DM Alongi and LA Trott and {Rachmansyah} and F Tirendi and AD McKinnon and MC Undu",NA,"10.3354/meps07661","https://doi.org/10.3354/meps07661","2008","oct","Inter-Research Science Center","375",NA,"97--109","Marine Ecology Progress Series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alongi_et_al_2008","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andreetta_et_al_2014","Andreetta_et_al_2014_article","synthesis source","Article","Mangrove carbon sink. Do burrowing crabs contribute to sediment carbon storage? Evidence from a Kenyan mangrove system","Anna Andreetta and Marco Fusi and Irene Cameldi and Filippo Ci ò and Stefano Carnicelli and Stefano Cannicci",NA,"10.1016/j.seares.2013.08.010","https://doi.org/10.1016/j.seares.2013.08.010","2014","jan","Elsevier {BV}","85",NA,"524--533","Journal of Sea Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andreetta_et_al_2014","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andreetta_et_al_2016","Andreetta_et_al_2016_article","synthesis source","Article","Land use changes affecting soil organic carbon storage along a mangrove swamp rice chronosequence in the Cacheu and Oio regions (northern Guinea-Bissau)","Anna Andreetta and Antonio Delgado Huertas and Matteo Lotti and Streng Cerise",NA,"10.1016/j.agee.2015.10.017","https://doi.org/10.1016/j.agee.2015.10.017","2016","jan","Elsevier {BV}","216",NA,"314--321","Agriculture, Ecosystems {\&} Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andreetta_et_al_2016","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashton_and_Macintosh_2002","Ashton_and_Macintosh_2002_article","synthesis source","Article","Preliminary assessment of the plant diversity and community ecology of the Sematan mangrove forest, Sarawak, Malaysia","Ashton, Elizabeth C and Macintosh, Donald J",NA,NA,NA,"2002",NA,NA,"166",NA,NA,"Forest Ecology and Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashton_and_Macintosh_2002","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Banerjee_et_al_2012","Banerjee_et_al_2012_article","synthesis source","Article","Influence of anthropogenic and natural factors on the mangrove soil of Indian Sundarbans wetland","Banerjee, Kakoli and Roy Chowdhury, M and Sengupta, Kasturi and Sett, Saurov and Mitra, Abhijit",NA,NA,NA,"2012",NA,NA,"6",NA,NA,"Arch Environ Sci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Banerjee_et_al_2012","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhomia_et_al_2016_Honduras","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhomia_et_al_2016_India","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bianchi_et_al_2012","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue_Ventures_Unpublished","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouillon_et_al_2003","Bouillon_et_al_2003_article","synthesis source","Article","Sources of organic carbon in mangrove sediments: variability and possible ecological implications","Bouillon, Steven and Dahdouh-Guebas, Farid and Rao, AVVS and Koedam, Nico and Dehairs, Frank",NA,NA,NA,"2003",NA,NA,"495",NA,NA,"Hydrobiologia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouillon_et_al_2003","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouillon_et_al_2004_FEMS","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunskill_et_al_2002","Brunskill_et_al_2002_article","synthesis source","Article","Carbon Burial Rates in Sediments and a Carbon Mass Balance for the Herbert River Region of the Great Barrier Reef Continental Shelf, North Queensland, Australia","G.J. Brunskill and I. Zagorskis and J. Pfitzner",NA,"10.1006/ecss.2001.0852","https://doi.org/10.1006/ecss.2001.0852","2002","apr","Elsevier {BV}","54","4","677--700","Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunskill_et_al_2002","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunskill_et_al_2004","Brunskill_et_al_2004_article","synthesis source","Article","Sediment and trace element depositional history from the Ajkwa River estuarine mangroves of Irian Jaya (West Papua), Indonesia","Gregg J. Brunskill and Irena Zagorskis and John Pfitzner and Joanna Ellison",NA,"10.1016/j.csr.2004.07.024","https://doi.org/10.1016/j.csr.2004.07.024","2004","dec","Elsevier {BV}","24","19","2535--2551","Continental Shelf Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunskill_et_al_2004","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bukoski_et_al_2017","Bukoski_et_al_2017_article","synthesis source","Article","The Use of Mixed Effects Models for Obtaining Low-Cost Ecosystem Carbon Stock Estimates in Mangroves of the Asia-Pacific","Jacob J. Bukoski and Jeremy S. Broadhead and Daniel C. Donato and Daniel Murdiyarso and Timothy G. Gregoire",NA,"10.1371/journal.pone.0169096","https://doi.org/10.1371/journal.pone.0169096","2017","jan","Public Library of Science ({PLoS})","12","1","e0169096","{PLOS} {ONE}",NA,"Shing Yip Lee",NA,NA,NA,NA,NA,NA,NA,NA
"Bukoski_et_al_2017","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulmer_et_al_2016","Bulmer_et_al_2016_article","synthesis source","Article","Carbon and Nitrogen Stocks and Below-Ground Allometry in Temperate Mangroves","Richard H. Bulmer and Luitgard Schwendenmann and Carolyn J. Lundquist",NA,"10.3389/fmars.2016.00150","https://doi.org/10.3389/fmars.2016.00150","2016","aug","Frontiers Media {SA}","3",NA,NA,"Frontiers in Marine Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulmer_et_al_2016","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C._Sanders_Submitted_to_ECSS","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C._Sanders_Unpublished","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahoon_and_Lynch_1997","Cahoon_and_Lynch_1997_article","synthesis source","Article","Vertical accretion and shallow subsidence in a mangrove forest of southwestern Florida, USA","Cahoon, Donald R and Lynch, James C",NA,NA,NA,"1997",NA,NA,"1","3",NA,"Mangroves and Salt Marshes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahoon_and_Lynch_1997","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway_et_al_1997","Callaway_et_al_1997_article","synthesis source","Article","Sediment accretion rates from four coastal wetlands along the Gulf of Mexico","Callaway, JC and DeLaune, RD and Patrick Jr, WH",NA,NA,NA,"1997",NA,NA,NA,NA,NA,"Journal of Coastal Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway_et_al_1997","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cardona_and_Botero_1998","Cardona_and_Botero_1998_article","synthesis source","Article","Soil Characteristics and Vegetation Structure in a Heavily Deteriorated Mangrove Forest in the Caribbean Coast of Colombia","Pablo Cardona and Leonor Botero",NA,"10.1111/j.1744-7429.1998.tb00366.x","https://doi.org/10.1111/j.1744-7429.1998.tb00366.x","1998","mar","Wiley","30","1","24--34","Biotropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cardona_and_Botero_1998","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceron-Breton_et_al_2011","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chanda_et_al_2013","Chanda_et_al_2013_article","synthesis source","Article","Measuring daytime {CO}2 fluxes from the inter-tidal mangrove soils of Indian Sundarbans","Abhra Chanda and Anirban Akhand and Sudip Manna and Sachinandan Dutta and Indrani Das and Sugata Hazra and K. H. Rao and V. K. Dadhwal",NA,"10.1007/s12665-013-2962-2","https://doi.org/10.1007/s12665-013-2962-2","2013","nov","Springer Science and Business Media {LLC}","72","2","417--427","Environmental Earth Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chanda_et_al_2013","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen_and_Twilley_1999","Chen_and_Twilley_1999_article","synthesis source","Article","A simulation model of organic matter and nutrient accumulation in mangrove wetland soils","Ronghua Chen and Robert R. Twilley",NA,"10.1007/bf00993000","https://doi.org/10.1007/bf00993000","1999","jan","Springer Science and Business Media {LLC}","44","1","93--118","Biogeochemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen_and_Twilley_1999","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen_et_al_2010","Chen_et_al_2010_article","synthesis source","Article","Summer fluxes of atmospheric greenhouse gases N2O, {CH}4 and {CO}2 from mangrove soil in South China","G.C. Chen and N.F.Y. Tam and Y. Ye",NA,"10.1016/j.scitotenv.2010.03.007","https://doi.org/10.1016/j.scitotenv.2010.03.007","2010","jun","Elsevier {BV}","408","13","2761--2767","Science of The Total Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen_et_al_2010","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen_et_al_2012","Chen_et_al_2012_article","synthesis source","Article","Spatial and seasonal variations of atmospheric N2O and {CO}2 fluxes from a subtropical mangrove swamp and their relationships with soil characteristics","Guang C. Chen and Nora F.Y. Tam and Yong Ye",NA,"10.1016/j.soilbio.2012.01.029","https://doi.org/10.1016/j.soilbio.2012.01.029","2012","may","Elsevier {BV}","48",NA,"175--181","Soil Biology and Biochemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen_et_al_2012","Sanderman_2018_data","synthesis dataset","Misc","Global mangrove soil carbon: dataset and spatial maps","Jonathan Sanderman",NA,"10.7910/dvn/ocyuit","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT","2017",NA,"Harvard Dataverse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen_et_al_2014","Chen_et_al_2014_article","synthesis source","Article","Rich soil carbon and nitrogen but low atmospheric greenhouse gas fluxes from North Sulawesi mangrove swamps in Indonesia","Guang C. Chen and Yaya I. Ulumuddin and Sastro Pramudji and Shun Y. Chen and Bin Chen and Yong Ye and Dan Y. Ou and Zhi Y. Ma and Hao Huang and Jing K. Wang",NA,"10.1016/j.scitotenv.2014.03.140","https://doi.org/10.1016/j.scitotenv.2014.03.140","2014","jul","Elsevier {BV}","487",NA,"91--96","Science of The Total Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
