study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Weston_et_al_2023,Cape Fear,CPF_7,2016,6,15,NA,33.9098,-77.97,NA,RTK,NA,0.095,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,North Carolina,marsh,C2,B1,A1,97.888
Weston_et_al_2023,Edisto,EDS_1,2017,6,21,NA,32.512638,-80.369912379202,NA,RTK,NA,0.752,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,A1,90
Weston_et_al_2023,Edisto,EDS_5,2017,6,21,NA,32.539472,-80.3780401675841,NA,RTK,NA,0.677,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,A1,81.79199999999999
Weston_et_al_2023,Edisto,EDS_9,2017,6,21,NA,32.539344,-80.4149930687957,NA,RTK,NA,0.803,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,A1,88.66
Weston_et_al_2023,Edisto,EDS_10,2017,6,21,NA,32.549202,-80.4229021999138,NA,RTK,NA,0.859,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,A1,95.12
Weston_et_al_2023,Altamaha,ALT_3,2016,5,12,NA,31.310387,-81.340843,NA,RTK,NA,1.008,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Georgia,marsh,C2,B1,A1,88.57142857142857
Weston_et_al_2023,Altamaha,ALT_5,2016,5,12,NA,31.328405,-81.371843,NA,RTK,NA,0.933,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Georgia,marsh,C2,B1,A1,95.34883720930232
Weston_et_al_2023,Altamaha,ALT_6,2016,5,12,NA,31.322869,-81.348718,NA,RTK,NA,0.838,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Georgia,marsh,C2,B1,A1,90
Weston_et_al_2023,Altamaha,ALT_9,2016,5,12,NA,31.337534,-81.367691,NA,RTK,NA,0.922,NAVD88,NA,RTK,Trimble 5800 RTK-GPS,NA,NA,NA,emergent,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Georgia,marsh,C2,B1,A1,73.78
Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_East_low,1998,9,1,NA,32.567032,-117.130867,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,44
Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_East_mid_1,1998,9,1,NA,32.566902,-117.130284,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,44
Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_East_mid_2,1998,9,1,NA,32.566728,-117.129669,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,44
Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_West_low,1998,9,1,NA,32.571838,-117.129704,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,44
Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_West_mid_1,1998,9,1,NA,32.572039,-117.130432,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,44
Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_West_mid_2,1998,9,1,NA,32.572335,-117.131078,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,44
Watson_and_Byrne_2013,Bair_Island,Bair_Island_1,2005,NA,NA,NA,37.5225,-122.215167,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,300
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,2005,NA,NA,NA,37.521417,-122.209417,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,200
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,2005,NA,NA,NA,37.517194,-122.215722,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,248
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,2005,NA,NA,NA,37.511944,-122.219167,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,252
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,2005,NA,NA,NA,37.51975,-122.232694,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,200
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,2005,NA,NA,NA,37.519917,-122.225083,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,192
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,2005,NA,NA,NA,37.467778,-121.945694,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,200
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_2,2005,NA,NA,NA,37.454556,-121.946889,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,216
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_3,2005,NA,NA,NA,37.460389,-121.953528,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,248
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_4,2005,NA,NA,NA,37.459528,-121.953694,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,262
Watson_and_Byrne_2013,Damon_Slough,Damon_Slough_1,2005,NA,NA,NA,37.753667,-122.212278,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,200
Watson_and_Byrne_2013,Damon_Slough,Damon_Slough_2,2005,NA,NA,NA,37.753639,-122.213306,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,240
Watson_and_Byrne_2013,Greco_Island,Greco_Island_1,2005,NA,NA,NA,37.501861,-122.171778,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,248
Watson_and_Byrne_2013,Greco_Island,Greco_Island_2,2005,NA,NA,NA,37.50075,-122.171833,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,200
Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_1,2005,NA,NA,NA,37.469833,-121.949917,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,216
Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_2,2005,NA,NA,NA,37.465556,-121.933333,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,270
Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_3,2005,NA,NA,NA,37.4795,-121.952,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,136
Watson_and_Byrne_2013,Plummer_Slough,Plummer_Slough_1,2005,NA,NA,NA,37.506306,-122.088111,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,322
Watson_and_Byrne_2013,Ravenswood_Slough,Ravenswood_Slough_1,2005,NA,NA,NA,37.486889,-122.148556,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,200
Watson_and_Byrne_2013,Ravenswood_Slough,Ravenswood_Slough_2,2005,NA,NA,NA,37.486917,-122.146194,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,B1,NA,248
Watson_and_Byrne_2013,South_Belmont,South_Belmont_Slough_1,2005,NA,NA,NA,37.551389,-122.240278,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,198
Watson_and_Byrne_2013,South_Belmont,South_Belmont_Slough_2,2005,NA,NA,NA,37.551111,-122.236111,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,148
Watson_and_Byrne_2013,Triangle_Marsh,Triangle_Marsh_1,2005,NA,NA,NA,37.455389,-121.975556,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,303
Watson_and_Byrne_2013,Triangle_Marsh,Triangle_Marsh_2,2005,NA,NA,NA,37.457972,-121.974889,NA,NA,latitude and longitude from handheld GPS or better,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,United States,California,marsh,C1,NA,NA,292
Ward_et_al_2021,Tomales Bay,Tomales Bay 1,NA,NA,NA,NA,38.11,-122.86,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,16
Ward_et_al_2021,Tomales Bay,Tomales Bay 2,NA,NA,NA,NA,38.11,-122.86,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,16
Ward_et_al_2021,Tomales Bay,Tomales Bay 3,NA,NA,NA,NA,38.11,-122.86,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 4,NA,NA,NA,NA,38.11,-122.86,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,16
Ward_et_al_2021,Tomales Bay,Tomales Bay 5,NA,NA,NA,NA,38.11,-122.86,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,16
Ward_et_al_2021,Tomales Bay,Tomales Bay 6,NA,NA,NA,NA,38.11,-122.86,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 7,NA,NA,NA,NA,38.16,-122.90,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 9,NA,NA,NA,NA,38.16,-122.90,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 11,NA,NA,NA,NA,38.16,-122.90,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 13,NA,NA,NA,NA,38.16,-122.90,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 15,NA,NA,NA,NA,38.16,-122.90,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 17,NA,NA,NA,NA,38.16,-122.90,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 18,NA,NA,NA,NA,38.16,-122.90,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,20
Ward_et_al_2021,Bodega Bay,Bodega Bay 19,NA,NA,NA,NA,38.32,-123.05,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,20
Ward_et_al_2021,Bodega Bay,Bodega Bay 20,NA,NA,NA,NA,38.32,-123.05,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,16
Ward_et_al_2021,Bodega Bay,Bodega Bay 21,NA,NA,NA,NA,38.32,-123.05,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,16.25
Ward_et_al_2021,Bodega Bay,Bodega Bay 22,NA,NA,NA,NA,38.32,-123.05,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,18
Ward_et_al_2021,Bodega Bay,Bodega Bay 23,NA,NA,NA,NA,38.32,-123.05,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,18
Ward_et_al_2021,Bodega Bay,Bodega Bay 24,NA,NA,NA,NA,38.32,-123.05,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated sediments near seagrass meadows,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,unvegetated,C2,NA,NA,20
Ward_et_al_2021,Tomales Bay,Tomales Bay 25,NA,NA,NA,NA,38.21,-122.94,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,18
Ward_et_al_2021,Tomales Bay,Tomales Bay 26,NA,NA,NA,NA,38.21,-122.94,NA,handheld,"treat as site-level; cores likely taken by SCUBA, with coordinates taken from boat",NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,United States,California,seagrass,C2,NA,NA,20
