study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,2015,9,19,NA,29.927238497222223,-93.42027830555556,NA,RTK,NA,0.0248,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,30
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,2015,9,19,NA,29.941308061111112,-93.40317142222223,NA,RTK,NA,0.0792,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,24
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,2015,9,19,NA,29.939681469444444,-93.39785623333334,NA,RTK,NA,0.33307499999999995,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,30
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,2015,9,19,NA,29.936522772222222,-93.39516175277778,NA,RTK,NA,0.16990000000000002,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,18
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,2015,9,19,NA,29.935904397222224,-93.3979214388889,NA,RTK,NA,0.08086,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,18
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,2015,9,19,NA,29.934949858333333,-93.40231292222222,NA,RTK,NA,0.0625,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,20
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,2015,9,19,NA,29.934237622222224,-93.40065666944444,NA,RTK,NA,0.12715,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,18
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,2015,9,19,NA,29.94999398611111,-93.41257669444445,NA,RTK,NA,0.228,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,12
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,2015,9,19,NA,29.949050294444444,-93.40769162777778,NA,RTK,NA,0.29066666666666663,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,20
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,2015,9,19,NA,29.946694108333332,-93.40954784444445,NA,RTK,NA,0.0873,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,22
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,2015,9,18,NA,29.945008141666666,-93.43022860277779,NA,RTK,NA,0.20170000000000002,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,10
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,2015,9,18,NA,29.9442064,-93.42475338611112,NA,RTK,NA,0.22438,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,20
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,2015,9,18,NA,29.939814166666668,-93.42377851111111,NA,RTK,NA,0.17006000000000002,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,14
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,2015,9,19,NA,29.933483405555556,-93.44007714722223,NA,RTK,NA,0.133575,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,30
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,2015,9,19,NA,29.929549172222224,-93.43281780555556,NA,RTK,NA,0.1473,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,30
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,2015,9,19,NA,29.92801861666667,-93.44179089444445,NA,RTK,NA,0.11006666666666666,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,24
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,2015,9,19,NA,29.94491767222222,-93.43713866666667,NA,RTK,NA,0.05595000000000001,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,24
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,2015,9,19,NA,29.947135719444443,-93.43876714166667,NA,RTK,NA,0.117025,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,26
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,2015,9,19,NA,29.940568316666667,-93.44128529444446,NA,RTK,NA,0.048499999999999995,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,NA,NA,26
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1A,2008,8,NA,NA,38.31348,-75.93524,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,90
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1B,2008,8,NA,NA,38.31888,-75.9369,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1C,2008,8,NA,NA,38.31758,-75.94047,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,80
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2A,2008,8,NA,NA,38.40379,-75.83629,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2B,2008,8,NA,NA,38.409910000000004,-75.84022,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2C,2008,8,NA,NA,38.40562,-75.84254,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3A,2008,8,NA,NA,38.49608,-75.80388,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3B,2008,8,NA,NA,38.49857,-75.80261,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3C,2008,8,NA,NA,38.49603,-75.80698,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4A,2008,8,NA,NA,38.55793,-75.70613,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4B,2008,8,NA,NA,38.55711,-75.7068,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4C,2008,8,NA,NA,38.54929,-75.717,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Maryland,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5A,2008,8,NA,NA,38.6124,-75.64175,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Delaware,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5B,2008,8,NA,NA,38.61122,-75.64228,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Delaware,marsh,C2,B2,NA,100
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5C,2008,8,NA,NA,38.60271,-75.65287,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,United States,Delaware,marsh,C2,B2,NA,100
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,2019,10,23,NA,38.049846,-121.765356,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",brackish,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,United States,California,marsh,C2,B1,NA,68
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,2019,10,23,NA,38.049901,-121.765744,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",brackish,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,United States,California,marsh,C2,B1,NA,79
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,2019,10,23,NA,38.050084,-121.766915,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",brackish,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,United States,California,marsh,C2,B1,NA,78
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,2019,9,10,NA,38.107379,-121.647138,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",fresh,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,United States,California,marsh,C2,B1,NA,81
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,2019,9,10,NA,38.10736,-121.647339,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",fresh,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,United States,California,marsh,C2,B1,NA,61
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,2019,8,16,NA,38.107269,-121.64784,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",fresh,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,United States,California,marsh,C2,B1,NA,82
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,2011,4,12,NA,30.06585,-83.95698333333333,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,not specified,United States,Florida,marsh,C2,B2,NA,35
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,2011,4,12,NA,30.0686,-83.95386666666667,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,not specified,United States,Florida,marsh,C2,B2,NA,41
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,2011,4,12,NA,30.0719,-83.95126666666667,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,not specified,United States,Florida,marsh,C2,B2,NA,34
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,2013,5,26,NA,30.071733333333334,-83.95023333333333,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,United States,Florida,marsh,C2,B2,NA,35
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,2013,5,26,NA,30.07675,-83.94756666666666,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,United States,Florida,marsh,C2,B2,NA,35
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,2013,5,26,NA,30.07775,-83.9461,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,United States,Florida,marsh,C2,B2,NA,40
Baustian_et_al_2021,Barataria basin,253,2015,2,1,NA,29.55395623,-90.074757718,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Terrebonne basin,309,2015,2,1,NA,29.252104186,-91.194617808,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Terrebonne basin,399,2015,2,1,NA,29.302319496,-91.105471945,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Terrebonne basin,2825,2015,2,1,NA,29.496552792,-90.446832774,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Barataria basin,3565,2015,2,1,NA,29.502086231,-90.101363529,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Barataria basin,3617,2015,2,1,NA,29.546413761,-89.914393761,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Barataria basin,211,2015,2,1,NA,29.787178031,-90.483356862,NA,RTK,NA,NA,NA,NA,NA,NA,fresh,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Barataria basin,273,2015,2,1,NA,29.816516862,-90.325110377,NA,RTK,NA,NA,NA,NA,NA,NA,fresh,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Terrebonne basin,327,2015,2,1,NA,29.442900642,-91.068568489,NA,RTK,NA,NA,NA,NA,NA,NA,fresh,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Terrebonne basin,331,2015,2,1,NA,29.582422554,-90.544965384,NA,RTK,NA,NA,NA,NA,NA,NA,fresh,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Terrebonne basin,367,2015,2,1,NA,29.629128417,-90.571035381,NA,RTK,NA,NA,NA,NA,NA,NA,fresh,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Barataria basin,3166,2015,7,1,NA,29.857378576,-90.287707952,NA,RTK,NA,NA,NA,NA,NA,NA,fresh,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Barataria basin,BA-01-04,2015,2,1,NA,29.770699075,-90.291167297,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Barataria basin,225,2015,2,1,NA,29.563333065,-90.008160394,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Terrebonne basin,305,2015,2,1,NA,29.389609722,-91.196037334,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Terrebonne basin,398,2015,2,1,NA,29.388554091,-90.917009367,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Terrebonne basin,4045,2015,2,1,NA,29.377728716,-91.010822388,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Barataria basin,4245,2015,7,1,NA,29.673613704,-90.132848578,NA,RTK,NA,NA,NA,NA,NA,NA,brackish,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Barataria basin,175,2015,2,1,NA,29.288391112,-90.140757793,NA,RTK,NA,NA,NA,NA,NA,NA,saline,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Barataria basin,224,2015,2,1,NA,29.50040552,-89.915682786,NA,RTK,NA,NA,NA,NA,NA,NA,saline,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Barataria basin,237,2015,2,1,NA,29.475593658,-89.943513384,NA,RTK,NA,NA,NA,NA,NA,NA,saline,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,NA,NA,100
Baustian_et_al_2021,Terrebonne basin,337,2015,2,1,NA,29.310924599,-90.354254056,NA,RTK,NA,NA,NA,NA,NA,NA,saline,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
Baustian_et_al_2021,Terrebonne basin,377,2015,2,1,NA,29.231801672,-91.010076699,NA,RTK,NA,NA,NA,NA,NA,NA,saline,field observation,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,United States,Louisiana,marsh,C2,B1,NA,100
