study_id,site_id,core_id,core_latitude,core_longitude,core_position_notes,core_elevation,salinity_class,vegetation_class,inundation_class,core_length_flag,core_date,core_notes,core_elevation_datum,core_position_accuracy,vegetation_notes,core_position_method,core_elevation_method,aboveground_stem_length,aboveground_mass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_05,38.828706,-75.226192,latitude and longitude from handheld GPS or better,0.268,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_06,38.833549,-75.259967,latitude and longitude from handheld GPS or better,0.337,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_07,38.890996,-75.296416,latitude and longitude from handheld GPS or better,0.424,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_08,38.872083,-75.26415,latitude and longitude from handheld GPS or better,0.334,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_09,38.847229,-75.25312,latitude and longitude from handheld GPS or better,0.252,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_10,38.81105,-75.205328,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_11,38.811936,-75.209589,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_12,38.806644,-75.202097,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Shark_River,SH3_1,25.364094,-81.078481,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Shark_River,SH3_3,25.363925,-81.078494,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Shark_River,SH3_5,25.363956,-81.076614,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Shark_River,SH3_7,25.363061,-81.077972,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Shark_River,SH3_8,25.362861,-81.077778,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Shark_River,SH3_9,25.362858,-81.077769,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI1,25.90711667,-81.50913333,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI2,25.88415,-81.5195,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI3,25.87431667,-81.51943333,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI4,25.8666,-81.5205,latitude and longitude from handheld GPS or better,NA,brackish,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI5,25.85378333,-81.52561667,latitude and longitude from handheld GPS or better,NA,brackish,forested,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Broad_River,WSC11,25.500014,-81.082689,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Broad_River,WSC12,25.487167,-81.108817,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Broad_River,WSC13_2,25.475686,-81.144869,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC07,25.416892,-81.012381,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,25.42345,-81.060336,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,25.42345,-81.060336,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,25.431494,-81.100006,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,25.417389,-81.1321,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,25.442069,-80.905892,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,25.410175,-80.963883,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02B,25.410175,-80.963883,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,25.392025,-80.997472,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,25.371689,-81.041956,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC05,25.364094,-81.078481,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC06_2,25.354158,-81.096778,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Brown_Island,Browns_Island_A_High,38.036383,-121.858572,latitude and longitude from handheld GPS or better,1.74354,brackish,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Brown_Island,Browns_Island_A_Low,38.038669,-121.859364,latitude and longitude from handheld GPS or better,1.35137,brackish,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Brown_Island,Browns_Island_A_Mid,38.037589,-121.859037,latitude and longitude from handheld GPS or better,1.45867,brackish,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Brown_Island,Browns_Island_B_High,38.036008,-121.867879,latitude and longitude from handheld GPS or better,1.81605,brackish,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Brown_Island,Browns_Island_B_Low,38.038047,-121.868452,latitude and longitude from handheld GPS or better,1.69537,brackish,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Brown_Island,Browns_Island_B_Mid,38.037087,-121.868109,latitude and longitude from handheld GPS or better,1.80964,brackish,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,China_Camp,China_Camp_A_High,38.008607,-122.48717,latitude and longitude from handheld GPS or better,1.82156,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,China_Camp,China_Camp_A_Low,38.010989,-122.485167,latitude and longitude from handheld GPS or better,1.64961,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,China_Camp,China_Camp_A_Mid,38.009774,-122.485707,latitude and longitude from handheld GPS or better,1.87336,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,China_Camp,China_Camp_B_High,38.012053,-122.500265,latitude and longitude from handheld GPS or better,1.8652,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,China_Camp,China_Camp_B_Low,38.015378,-122.498522,latitude and longitude from handheld GPS or better,1.80399,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,China_Camp,China_Camp_B_Mid,38.013872,-122.499442,latitude and longitude from handheld GPS or better,1.82896,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Cogswell,COG_A_high,37.640982,-122.148279,latitude and longitude from handheld GPS or better,1.97932,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Cogswell,COG_A_low,37.638647,-122.149693,latitude and longitude from handheld GPS or better,2.03322,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Cogswell,COG_A_mid,37.639781,-122.148788,latitude and longitude from handheld GPS or better,1.96031,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Cogswell,COG_B_high,37.635616,-122.150167,latitude and longitude from handheld GPS or better,1.9172,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Cogswell,COG_B_low,37.632828,-122.151611,latitude and longitude from handheld GPS or better,2.04634,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Cogswell,COG_B_mid,37.63431,-122.15068,latitude and longitude from handheld GPS or better,1.96369,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_A_High,38.193959,-122.323214,latitude and longitude from handheld GPS or better,1.97683,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_A_Low,38.196112,-122.321028,latitude and longitude from handheld GPS or better,1.91731,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_A_Mid,38.194802,-122.322285,latitude and longitude from handheld GPS or better,1.9415,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_B_High,38.192405,-122.323331,latitude and longitude from handheld GPS or better,1.94319,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_B_Mid,38.18979,-122.322913,latitude and longitude from handheld GPS or better,2.07285,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_C_High,38.19595,-122.32569,latitude and longitude from handheld GPS or better,1.97421,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_C_Low,38.1986,-122.323662,latitude and longitude from handheld GPS or better,1.95146,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_C_Mid,38.197805,-122.325346,latitude and longitude from handheld GPS or better,1.97935,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_D_High,38.189456,-122.320668,latitude and longitude from handheld GPS or better,2.03731,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_D_Low,38.186543,-122.319232,latitude and longitude from handheld GPS or better,1.91729,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island,Coon_Island_D_Mid,38.187623,-122.319822,latitude and longitude from handheld GPS or better,1.91114,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Muzzi,Muzzi_A_high,37.928145,-122.508436,latitude and longitude from handheld GPS or better,1.85719,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Muzzi,Muzzi_A_low,37.929569,-122.503666,latitude and longitude from handheld GPS or better,1.66401,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Muzzi,Muzzi_A_mid,37.928829,-122.505893,latitude and longitude from handheld GPS or better,1.67901,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Muzzi,Muzzi_B_high,37.926451,-122.509081,latitude and longitude from handheld GPS or better,1.84023,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Muzzi,Muzzi_B_low,37.927304,-122.503612,latitude and longitude from handheld GPS or better,1.5723,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Muzzi,Muzzi_B_mid,37.926955,-122.50623,latitude and longitude from handheld GPS or better,1.73542,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_A_High,38.17819,-122.553551,latitude and longitude from handheld GPS or better,1.86839,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_A_Low,38.179712,-122.543043,latitude and longitude from handheld GPS or better,1.95513,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_A_Mid,38.178553,-122.549684,latitude and longitude from handheld GPS or better,1.815,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_B_High,38.16315,-122.554428,latitude and longitude from handheld GPS or better,NA,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_B_Low,38.158771,-122.553676,latitude and longitude from handheld GPS or better,1.92452,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_B_Mid,38.16128,-122.554058,latitude and longitude from handheld GPS or better,NA,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_A_High,38.191488,-122.013634,latitude and longitude from handheld GPS or better,2.00406,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_A_Low,38.18954,-122.011907,latitude and longitude from handheld GPS or better,1.99336,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_A_Mid,38.190525,-122.012788,latitude and longitude from handheld GPS or better,1.96279,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_B_High,38.202337,-122.036942,latitude and longitude from handheld GPS or better,1.93257,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_B_Low,38.202419,-122.039424,latitude and longitude from handheld GPS or better,1.98368,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_B_Mid,38.202247,-122.038437,latitude and longitude from handheld GPS or better,1.97047,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_A_High,37.600374,-122.142273,latitude and longitude from handheld GPS or better,2.01727,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_A_Low,37.600394,-122.143951,latitude and longitude from handheld GPS or better,2.11721,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_A_Mid,37.600351,-122.14556,latitude and longitude from handheld GPS or better,2.18632,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_B_High,37.587746,-122.141849,latitude and longitude from handheld GPS or better,1.99464,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_B_Low,37.589494,-122.145483,latitude and longitude from handheld GPS or better,2.09849,saline,emergent,Low,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_B_Mid,37.588646,-122.143571,latitude and longitude from handheld GPS or better,2.0321,saline,emergent,Mid,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Mowry,Mowry_A_high,37.502146,-122.100111,latitude and longitude from handheld GPS or better,2.10304,saline,emergent,High,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA
