study_id,site_id,core_id,core_latitude,core_longitude,core_position_notes,core_elevation,salinity_class,vegetation_class,inundation_class,core_length_flag
Boyd_2012,Port_Mahon_Marsh,MH_2,39.162247,-75.420234,latitude and longitude from handheld GPS or better,0.491,saline,emergent,NA,core depth limited by length of corer
Boyd_2012,Port_Mahon_Marsh,MH_3,39.162596,-75.427651,latitude and longitude from handheld GPS or better,0.703,saline,emergent,NA,core depth limited by length of corer
Boyd_2012,Rivers_Edge_Marsh,NCRE_1,39.639179,-75.604275,latitude and longitude from handheld GPS or better,0.877,brackish,emergent,NA,core depth limited by length of corer
Boyd_2012,Rivers_Edge_Marsh,NCRE_2,39.638171,-75.601251,latitude and longitude from handheld GPS or better,0.898,brackish,emergent,NA,core depth limited by length of corer
Boyd_2012,Rivers_Edge_Marsh,NCRE_3,39.638604,-75.599228,latitude and longitude from handheld GPS or better,0.946,brackish,emergent,NA,core depth limited by length of corer
Boyd_2012,Ted_Harvey_Conservation_Area,TH_1,39.074915,-75.416785,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_2012,Ted_Harvey_Conservation_Area,TH_2,39.075758,-75.407264,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_2012,Ted_Harvey_Conservation_Area,TH_3,39.082936,-75.407043,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_2012,Ted_Harvey_Conservation_Area,TH_4,39.085238,-75.403832,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_2012,Ted_Harvey_Conservation_Area,TH_5,39.090229,-75.403721,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_2012,Ted_Harvey_Conservation_Area,TH_6,39.096435,-75.401939,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_01,38.879926,-75.280343,latitude and longitude from handheld GPS or better,0.374,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_02,38.904362,-75.296947,latitude and longitude from handheld GPS or better,0.437,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_03,38.874741,-75.270113,latitude and longitude from handheld GPS or better,0.38,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_04,38.856592,-75.256524,latitude and longitude from handheld GPS or better,0.583,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_05,38.828706,-75.226192,latitude and longitude from handheld GPS or better,0.268,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_06,38.833549,-75.259967,latitude and longitude from handheld GPS or better,0.337,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_07,38.890996,-75.296416,latitude and longitude from handheld GPS or better,0.424,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_08,38.872083,-75.26415,latitude and longitude from handheld GPS or better,0.334,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_09,38.847229,-75.25312,latitude and longitude from handheld GPS or better,0.252,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_10,38.81105,-75.205328,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_11,38.811936,-75.209589,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM_12,38.806644,-75.202097,latitude and longitude from handheld GPS or better,NA,saline,emergent,NA,core depth limited by length of corer
Breithaupt_et_al_2014,Shark_River,SH3_1,25.364094,-81.078481,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2014,Shark_River,SH3_3,25.363925,-81.078494,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2014,Shark_River,SH3_5,25.363956,-81.076614,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2014,Shark_River,SH3_7,25.363061,-81.077972,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2014,Shark_River,SH3_8,25.362861,-81.077778,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2014,Shark_River,SH3_9,25.362858,-81.077769,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI1,25.90711667,-81.50913333,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI2,25.88415,-81.5195,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI3,25.87431667,-81.51943333,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI4,25.8666,-81.5205,latitude and longitude from handheld GPS or better,NA,brackish,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2017,Ten_Thousand_Islands,TTI5,25.85378333,-81.52561667,latitude and longitude from handheld GPS or better,NA,brackish,forested,NA,core depth limited by length of corer
Breithaupt_et_al_2017,Broad_River,WSC11,25.500014,-81.082689,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Broad_River,WSC12,25.487167,-81.108817,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Broad_River,WSC13_2,25.475686,-81.144869,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Harney_River,WSC07,25.416892,-81.012381,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Harney_River,WSC08A,25.42345,-81.060336,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Harney_River,WSC08B,25.42345,-81.060336,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Harney_River,WSC09,25.431494,-81.100006,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Harney_River,WSC10_1,25.417389,-81.1321,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC01,25.442069,-80.905892,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC02A,25.410175,-80.963883,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC02B,25.410175,-80.963883,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC03,25.392025,-80.997472,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC04_1,25.371689,-81.041956,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC05,25.364094,-81.078481,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC06_2,25.354158,-81.096778,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Callaway_et_al_2012,Brown_Island,Browns_Island_A_High,38.036383,-121.858572,latitude and longitude from handheld GPS or better,1.74354,brackish,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Brown_Island,Browns_Island_A_Low,38.038669,-121.859364,latitude and longitude from handheld GPS or better,1.35137,brackish,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Brown_Island,Browns_Island_A_Mid,38.037589,-121.859037,latitude and longitude from handheld GPS or better,1.45867,brackish,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Brown_Island,Browns_Island_B_High,38.036008,-121.867879,latitude and longitude from handheld GPS or better,1.81605,brackish,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Brown_Island,Browns_Island_B_Low,38.038047,-121.868452,latitude and longitude from handheld GPS or better,1.69537,brackish,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Brown_Island,Browns_Island_B_Mid,38.037087,-121.868109,latitude and longitude from handheld GPS or better,1.80964,brackish,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,China_Camp,China_Camp_A_High,38.008607,-122.48717,latitude and longitude from handheld GPS or better,1.82156,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,China_Camp,China_Camp_A_Low,38.010989,-122.485167,latitude and longitude from handheld GPS or better,1.64961,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,China_Camp,China_Camp_A_Mid,38.009774,-122.485707,latitude and longitude from handheld GPS or better,1.87336,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,China_Camp,China_Camp_B_High,38.012053,-122.500265,latitude and longitude from handheld GPS or better,1.8652,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,China_Camp,China_Camp_B_Low,38.015378,-122.498522,latitude and longitude from handheld GPS or better,1.80399,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,China_Camp,China_Camp_B_Mid,38.013872,-122.499442,latitude and longitude from handheld GPS or better,1.82896,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Cogswell,COG_A_high,37.640982,-122.148279,latitude and longitude from handheld GPS or better,1.97932,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Cogswell,COG_A_low,37.638647,-122.149693,latitude and longitude from handheld GPS or better,2.03322,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Cogswell,COG_A_mid,37.639781,-122.148788,latitude and longitude from handheld GPS or better,1.96031,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Cogswell,COG_B_high,37.635616,-122.150167,latitude and longitude from handheld GPS or better,1.9172,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Cogswell,COG_B_low,37.632828,-122.151611,latitude and longitude from handheld GPS or better,2.04634,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Cogswell,COG_B_mid,37.63431,-122.15068,latitude and longitude from handheld GPS or better,1.96369,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_A_High,38.193959,-122.323214,latitude and longitude from handheld GPS or better,1.97683,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_A_Low,38.196112,-122.321028,latitude and longitude from handheld GPS or better,1.91731,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_A_Mid,38.194802,-122.322285,latitude and longitude from handheld GPS or better,1.9415,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_B_High,38.192405,-122.323331,latitude and longitude from handheld GPS or better,1.94319,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_B_Mid,38.18979,-122.322913,latitude and longitude from handheld GPS or better,2.07285,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_C_High,38.19595,-122.32569,latitude and longitude from handheld GPS or better,1.97421,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_C_Low,38.1986,-122.323662,latitude and longitude from handheld GPS or better,1.95146,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_C_Mid,38.197805,-122.325346,latitude and longitude from handheld GPS or better,1.97935,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_D_High,38.189456,-122.320668,latitude and longitude from handheld GPS or better,2.03731,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_D_Low,38.186543,-122.319232,latitude and longitude from handheld GPS or better,1.91729,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island,Coon_Island_D_Mid,38.187623,-122.319822,latitude and longitude from handheld GPS or better,1.91114,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Muzzi,Muzzi_A_high,37.928145,-122.508436,latitude and longitude from handheld GPS or better,1.85719,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Muzzi,Muzzi_A_low,37.929569,-122.503666,latitude and longitude from handheld GPS or better,1.66401,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Muzzi,Muzzi_A_mid,37.928829,-122.505893,latitude and longitude from handheld GPS or better,1.67901,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Muzzi,Muzzi_B_high,37.926451,-122.509081,latitude and longitude from handheld GPS or better,1.84023,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Muzzi,Muzzi_B_low,37.927304,-122.503612,latitude and longitude from handheld GPS or better,1.5723,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Muzzi,Muzzi_B_mid,37.926955,-122.50623,latitude and longitude from handheld GPS or better,1.73542,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_A_High,38.17819,-122.553551,latitude and longitude from handheld GPS or better,1.86839,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_A_Low,38.179712,-122.543043,latitude and longitude from handheld GPS or better,1.95513,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_A_Mid,38.178553,-122.549684,latitude and longitude from handheld GPS or better,1.815,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_B_High,38.16315,-122.554428,latitude and longitude from handheld GPS or better,NA,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_B_Low,38.158771,-122.553676,latitude and longitude from handheld GPS or better,1.92452,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River,Petaluma_River_Marsh_B_Mid,38.16128,-122.554058,latitude and longitude from handheld GPS or better,NA,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_A_High,38.191488,-122.013634,latitude and longitude from handheld GPS or better,2.00406,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_A_Low,38.18954,-122.011907,latitude and longitude from handheld GPS or better,1.99336,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_A_Mid,38.190525,-122.012788,latitude and longitude from handheld GPS or better,1.96279,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_B_High,38.202337,-122.036942,latitude and longitude from handheld GPS or better,1.93257,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_B_Low,38.202419,-122.039424,latitude and longitude from handheld GPS or better,1.98368,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch,Rush_Ranch_B_Mid,38.202247,-122.038437,latitude and longitude from handheld GPS or better,1.97047,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_A_High,37.600374,-122.142273,latitude and longitude from handheld GPS or better,2.01727,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_A_Low,37.600394,-122.143951,latitude and longitude from handheld GPS or better,2.11721,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_A_Mid,37.600351,-122.14556,latitude and longitude from handheld GPS or better,2.18632,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_B_High,37.587746,-122.141849,latitude and longitude from handheld GPS or better,1.99464,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_B_Low,37.589494,-122.145483,latitude and longitude from handheld GPS or better,2.09849,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Whale's_Tail,Whales_Tail_B_Mid,37.588646,-122.143571,latitude and longitude from handheld GPS or better,2.0321,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Mowry,Mowry_A_high,37.502146,-122.100111,latitude and longitude from handheld GPS or better,2.10304,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Mowry,Mowry_A_low,37.499815,-122.097958,latitude and longitude from handheld GPS or better,2.16342,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Mowry,Mowry_A_mid,37.500819,-122.098952,latitude and longitude from handheld GPS or better,2.11767,saline,emergent,mid,core depth limited by length of corer
Callaway_et_al_2012,Mowry,Mowry_B_high,37.506825,-122.093166,latitude and longitude from handheld GPS or better,2.03334,saline,emergent,high,core depth limited by length of corer
Callaway_et_al_2012,Mowry,Mowry_B_low,37.502883,-122.088897,latitude and longitude from handheld GPS or better,2.1698,saline,emergent,low,core depth limited by length of corer
Callaway_et_al_2012,Mowry,Mowry_B_mid,37.504326,-122.09128,latitude and longitude from handheld GPS or better,2.0646,saline,emergent,mid,core depth limited by length of corer
Cochran_et_al_1998,Alley_Pond,Alley_Pond,40.761667,-73.751111,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Caumsett_Park,Caumsett_Park,40.939167,-73.483889,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Flax_Pond,Flax_Pond,40.963056,-73.144167,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Goose_Creek,Goose_Creek,40.873889,-73.818333,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Hunter_Island,Hunter_Island,40.878056,-73.788056,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Shelter_Island,Shelter_Island,41.048333,-72.290556,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1AL,32.23879,-81.15609,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1AU,32.23818,-81.15608,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1BL,32.23818,-81.15608,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1BU,32.23916,-81.15631,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1CL,32.23916,-81.15631,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1CU,32.23879,-81.15609,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S2A,32.17553,-81.14383,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S2B,32.17576,-81.14416,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S2C,32.17612,-81.14437,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S3A,32.16736,-81.13668,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S3B,32.16722,-81.13676,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S3C,32.16703,-81.13664,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S4A,32.16744,-81.13593,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S4B,32.16726,-81.13611,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S4C,32.16713,-81.13591,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1AL,33.55509,-79.08983,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1AU,33.55547,-79.08958,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1BL,33.55547,-79.08958,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1BU,33.5547,-79.08993,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1CL,33.5547,-79.08993,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1CU,33.55509,-79.08983,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W2A,33.42238,-79.20777,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W2B,33.42248,-79.20755,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W2C,33.42265,-79.2072,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W3A,33.33987,-79.34209,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W3B,33.34003,-79.3419,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W3C,33.34006,-79.34179,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W4A,33.34976,-79.34457,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W4B,33.34992,-79.34467,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W4C,33.34984,-79.34427,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Craft_2007,Altamaha_River,Altamaha_River_Site_7_Levee,31.341,-81.48,latitude and longitude were extracted from a relatively low quality map figure,NA,brackish to fresh,emergent,levee,core depth limited by length of corer
Craft_2007,Altamaha_River,Altamaha_River_Site_7_Plain,31.341,-81.48,latitude and longitude were extracted from a relatively low quality map figure,NA,brackish to fresh,emergent,plain,core depth limited by length of corer
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Levee,31.322,-81.417,latitude and longitude were extracted from a relatively low quality map figure,NA,brackish,emergent,levee,core depth limited by length of corer
