study_id,core_id,species_code
Callaway_et_al_2012,Coon_Island_A_Mid,Grindelia stricta
Callaway_et_al_2012,Coon_Island_B_High,Spartina foliosa
Callaway_et_al_2012,Coon_Island_B_High,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_B_High,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_B_High,Scirpus americanus
Callaway_et_al_2012,Coon_Island_B_High,Distichlis spicata
Callaway_et_al_2012,Coon_Island_B_High,Grindelia stricta
Callaway_et_al_2012,Coon_Island_B_Mid,Spartina foliosa
Callaway_et_al_2012,Coon_Island_B_Mid,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_B_Mid,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_B_Mid,Scirpus americanus
Callaway_et_al_2012,Coon_Island_B_Mid,Distichlis spicata
Callaway_et_al_2012,Coon_Island_B_Mid,Grindelia stricta
Callaway_et_al_2012,Coon_Island_C_High,Spartina foliosa
Callaway_et_al_2012,Coon_Island_C_High,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_C_High,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_C_High,Scirpus americanus
Callaway_et_al_2012,Coon_Island_C_High,Distichlis spicata
Callaway_et_al_2012,Coon_Island_C_High,Grindelia stricta
Callaway_et_al_2012,Coon_Island_C_Low,Spartina foliosa
Callaway_et_al_2012,Coon_Island_C_Low,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_C_Low,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_C_Low,Scirpus americanus
Callaway_et_al_2012,Coon_Island_C_Low,Distichlis spicata
Callaway_et_al_2012,Coon_Island_C_Low,Grindelia stricta
Callaway_et_al_2012,Coon_Island_C_Mid,Spartina foliosa
Callaway_et_al_2012,Coon_Island_C_Mid,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_C_Mid,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_C_Mid,Scirpus americanus
Callaway_et_al_2012,Coon_Island_C_Mid,Distichlis spicata
Callaway_et_al_2012,Coon_Island_C_Mid,Grindelia stricta
Callaway_et_al_2012,Coon_Island_D_High,Spartina foliosa
Callaway_et_al_2012,Coon_Island_D_High,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_D_High,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_D_High,Scirpus americanus
Callaway_et_al_2012,Coon_Island_D_High,Distichlis spicata
Callaway_et_al_2012,Coon_Island_D_High,Grindelia stricta
Callaway_et_al_2012,Coon_Island_D_Low,Spartina foliosa
Callaway_et_al_2012,Coon_Island_D_Low,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_D_Low,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_D_Low,Scirpus americanus
Callaway_et_al_2012,Coon_Island_D_Low,Distichlis spicata
Callaway_et_al_2012,Coon_Island_D_Low,Grindelia stricta
Callaway_et_al_2012,Coon_Island_D_Mid,Spartina foliosa
Callaway_et_al_2012,Coon_Island_D_Mid,Salicornia pacifica
Callaway_et_al_2012,Coon_Island_D_Mid,Bolboschoenus maritimus
Callaway_et_al_2012,Coon_Island_D_Mid,Scirpus americanus
Callaway_et_al_2012,Coon_Island_D_Mid,Distichlis spicata
Callaway_et_al_2012,Coon_Island_D_Mid,Grindelia stricta
Callaway_et_al_2012,Muzzi_A_high,Spartina foliosa
Callaway_et_al_2012,Muzzi_A_high,Salicornia pacifica
Callaway_et_al_2012,Muzzi_A_high,Distichlis spicata
Callaway_et_al_2012,Muzzi_A_low,Spartina foliosa
Callaway_et_al_2012,Muzzi_A_low,Salicornia pacifica
Callaway_et_al_2012,Muzzi_A_low,Distichlis spicata
Callaway_et_al_2012,Muzzi_A_mid,Spartina foliosa
Callaway_et_al_2012,Muzzi_A_mid,Salicornia pacifica
Callaway_et_al_2012,Muzzi_A_mid,Distichlis spicata
Callaway_et_al_2012,Muzzi_B_high,Spartina foliosa
Callaway_et_al_2012,Muzzi_B_high,Salicornia pacifica
Callaway_et_al_2012,Muzzi_B_high,Distichlis spicata
Callaway_et_al_2012,Muzzi_B_low,Spartina foliosa
Callaway_et_al_2012,Muzzi_B_low,Salicornia pacifica
Callaway_et_al_2012,Muzzi_B_low,Distichlis spicata
Callaway_et_al_2012,Muzzi_B_mid,Spartina foliosa
Callaway_et_al_2012,Muzzi_B_mid,Salicornia pacifica
Callaway_et_al_2012,Muzzi_B_mid,Distichlis spicata
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Spartina foliosa
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Salicornia pacifica
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Cuscuta salina
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Jaumea carnosa
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Distichlis spicata
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Frankenia salina
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Spartina foliosa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Salicornia pacifica
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Cuscuta salina
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Jaumea carnosa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Distichlis spicata
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Frankenia salina
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Spartina foliosa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Salicornia pacifica
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Cuscuta salina
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Jaumea carnosa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Distichlis spicata
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Frankenia salina
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Spartina foliosa
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Salicornia pacifica
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Cuscuta salina
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Jaumea carnosa
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Distichlis spicata
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Frankenia salina
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Spartina foliosa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Salicornia pacifica
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Cuscuta salina
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Jaumea carnosa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Distichlis spicata
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Frankenia salina
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Spartina foliosa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Salicornia pacifica
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Cuscuta salina
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Jaumea carnosa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Distichlis spicata
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Frankenia salina
Callaway_et_al_2012,Rush_Ranch_A_High,Scirpus acutus
Callaway_et_al_2012,Rush_Ranch_A_High,Schoenoplectus californicus
Callaway_et_al_2012,Rush_Ranch_A_High,Scirpus americanus
Callaway_et_al_2012,Rush_Ranch_A_High,Juncus balticus
Callaway_et_al_2012,Rush_Ranch_A_High,Distichlis spicata
Callaway_et_al_2012,Rush_Ranch_A_High,Salicornia pacifica
Callaway_et_al_2012,Rush_Ranch_A_High,Grindelia stricta
Callaway_et_al_2012,Rush_Ranch_A_Low,Scirpus acutus
Callaway_et_al_2012,Rush_Ranch_A_Low,Schoenoplectus californicus
Callaway_et_al_2012,Rush_Ranch_A_Low,Scirpus americanus
Callaway_et_al_2012,Rush_Ranch_A_Low,Juncus balticus
Callaway_et_al_2012,Rush_Ranch_A_Low,Distichlis spicata
Callaway_et_al_2012,Rush_Ranch_A_Low,Salicornia pacifica
Callaway_et_al_2012,Rush_Ranch_A_Low,Grindelia stricta
Callaway_et_al_2012,Rush_Ranch_A_Mid,Scirpus acutus
Callaway_et_al_2012,Rush_Ranch_A_Mid,Schoenoplectus californicus
Callaway_et_al_2012,Rush_Ranch_A_Mid,Scirpus americanus
Callaway_et_al_2012,Rush_Ranch_A_Mid,Juncus balticus
Callaway_et_al_2012,Rush_Ranch_A_Mid,Distichlis spicata
Callaway_et_al_2012,Rush_Ranch_A_Mid,Salicornia pacifica
Callaway_et_al_2012,Rush_Ranch_A_Mid,Grindelia stricta
Callaway_et_al_2012,Rush_Ranch_B_High,Scirpus acutus
Callaway_et_al_2012,Rush_Ranch_B_High,Schoenoplectus californicus
Callaway_et_al_2012,Rush_Ranch_B_High,Scirpus americanus
Callaway_et_al_2012,Rush_Ranch_B_High,Juncus balticus
Callaway_et_al_2012,Rush_Ranch_B_High,Distichlis spicata
Callaway_et_al_2012,Rush_Ranch_B_High,Salicornia pacifica
Callaway_et_al_2012,Rush_Ranch_B_High,Grindelia stricta
Callaway_et_al_2012,Rush_Ranch_B_Low,Scirpus acutus
Callaway_et_al_2012,Rush_Ranch_B_Low,Schoenoplectus californicus
Callaway_et_al_2012,Rush_Ranch_B_Low,Scirpus americanus
Callaway_et_al_2012,Rush_Ranch_B_Low,Juncus balticus
Callaway_et_al_2012,Rush_Ranch_B_Low,Distichlis spicata
Callaway_et_al_2012,Rush_Ranch_B_Low,Salicornia pacifica
Callaway_et_al_2012,Rush_Ranch_B_Low,Grindelia stricta
Callaway_et_al_2012,Rush_Ranch_B_Mid,Scirpus acutus
Callaway_et_al_2012,Rush_Ranch_B_Mid,Schoenoplectus californicus
Callaway_et_al_2012,Rush_Ranch_B_Mid,Scirpus americanus
Callaway_et_al_2012,Rush_Ranch_B_Mid,Juncus balticus
Callaway_et_al_2012,Rush_Ranch_B_Mid,Distichlis spicata
Callaway_et_al_2012,Rush_Ranch_B_Mid,Salicornia pacifica
Callaway_et_al_2012,Rush_Ranch_B_Mid,Grindelia stricta
Callaway_et_al_2012,Whales_Tail_A_High,Spartina foliosa
Callaway_et_al_2012,Whales_Tail_A_High,Salicornia pacifica
Callaway_et_al_2012,Whales_Tail_A_Low,Spartina foliosa
Callaway_et_al_2012,Whales_Tail_A_Low,Salicornia pacifica
Callaway_et_al_2012,Whales_Tail_A_Mid,Spartina foliosa
Callaway_et_al_2012,Whales_Tail_A_Mid,Salicornia pacifica
Callaway_et_al_2012,Whales_Tail_B_High,Spartina foliosa
Callaway_et_al_2012,Whales_Tail_B_High,Salicornia pacifica
Callaway_et_al_2012,Whales_Tail_B_Low,Spartina foliosa
Callaway_et_al_2012,Whales_Tail_B_Low,Salicornia pacifica
Callaway_et_al_2012,Whales_Tail_B_Mid,Spartina foliosa
Callaway_et_al_2012,Whales_Tail_B_Mid,Salicornia pacifica
Callaway_et_al_2012,Mowry_A_high,NA
Callaway_et_al_2012,Mowry_A_low,NA
Callaway_et_al_2012,Mowry_A_mid,NA
Callaway_et_al_2012,Mowry_B_high,NA
Callaway_et_al_2012,Mowry_B_low,NA
Callaway_et_al_2012,Mowry_B_mid,NA
Cochran_et_al_1998,Alley_Pond,Spartina patens
Cochran_et_al_1998,Caumsett_Park,Spartina patens
Cochran_et_al_1998,Flax_Pond,Spartina patens
Cochran_et_al_1998,Goose_Creek,Spartina patens
Cochran_et_al_1998,Hunter_Island,Spartina patens
Cochran_et_al_1998,Shelter_Island,Spartina patens
Noe_et_al_2013,S1AL,Taxodium distichum
Noe_et_al_2013,S1AL,Nyssa aquatica
Noe_et_al_2013,S1AU,Taxodium distichum
Noe_et_al_2013,S1AU,Nyssa aquatica
Noe_et_al_2013,S1BL,Taxodium distichum
Noe_et_al_2013,S1BL,Nyssa aquatica
Noe_et_al_2013,S1BU,Taxodium distichum
Noe_et_al_2013,S1BU,Nyssa aquatica
Noe_et_al_2013,S1CL,Taxodium distichum
Noe_et_al_2013,S1CL,Nyssa aquatica
Noe_et_al_2013,S1CU,Taxodium distichum
Noe_et_al_2013,S1CU,Nyssa aquatica
Noe_et_al_2013,S2A,Taxodium distichum
Noe_et_al_2013,S2B,Taxodium distichum
Noe_et_al_2013,S2C,Taxodium distichum
Noe_et_al_2013,S3A,Taxodium distichum
Noe_et_al_2013,S3B,Taxodium distichum
Noe_et_al_2013,S3C,Taxodium distichum
Noe_et_al_2013,S4A,Taxodium distichum
Noe_et_al_2013,S4B,Taxodium distichum
Noe_et_al_2013,S4C,Taxodium distichum
Noe_et_al_2013,W1AL,Taxodium distichum
Noe_et_al_2013,W1AL,Nyssa aquatica
Noe_et_al_2013,W1AU,Taxodium distichum
Noe_et_al_2013,W1AU,Nyssa aquatica
Noe_et_al_2013,W1BL,Taxodium distichum
Noe_et_al_2013,W1BL,Nyssa aquatica
Noe_et_al_2013,W1BU,Taxodium distichum
Noe_et_al_2013,W1BU,Nyssa aquatica
Noe_et_al_2013,W1CL,Taxodium distichum
Noe_et_al_2013,W1CL,Nyssa aquatica
Noe_et_al_2013,W1CU,Taxodium distichum
Noe_et_al_2013,W1CU,Nyssa aquatica
Noe_et_al_2013,W2A,Taxodium distichum
Noe_et_al_2013,W2B,Taxodium distichum
Noe_et_al_2013,W2C,Taxodium distichum
Noe_et_al_2013,W3A,Taxodium distichum
Noe_et_al_2013,W3B,Taxodium distichum
Noe_et_al_2013,W3C,Taxodium distichum
Noe_et_al_2013,W4A,Taxodium distichum
Noe_et_al_2013,W4B,Taxodium distichum
Noe_et_al_2013,W4C,Taxodium distichum
Craft_2007,Altamaha_River_Site_7_Levee,Zizaniopsis milaceae
Craft_2007,Altamaha_River_Site_7_Plain,Zizaniopsis milaceae
Craft_2007,Altamaha_River_Site_8_Levee,Spartina cynosuroides
Craft_2007,Altamaha_River_Site_8_Levee,Juncus roemerianus
Craft_2007,Altamaha_River_Site_8_Plain,Spartina cynosuroides
Craft_2007,Altamaha_River_Site_8_Plain,Juncus roemerianus
Craft_2007,Altamaha_River_Site_9_Levee,Spartina alterniflora
Craft_2007,Altamaha_River_Site_9_Levee,Juncus roemerianus
Craft_2007,Altamaha_River_Site_9_Plain,Spartina alterniflora
Craft_2007,Altamaha_River_Site_9_Plain,Juncus roemerianus
Craft_2007,Doboy_Sound_Site_4_Levee,Spartina alterniflora
Craft_2007,Doboy_Sound_Site_4_Plain,Spartina alterniflora
Craft_2007,Doboy_Sound_Site_5_Levee,Spartina alterniflora
Craft_2007,Doboy_Sound_Site_5_Plain,Spartina alterniflora
Craft_2007,Doboy_Sound_Site_6_Levee,Spartina alterniflora
Craft_2007,Doboy_Sound_Site_6_Plain,Spartina alterniflora
Craft_2007,Sapelo_River_Site_1_Levee,Spartina alterniflora
Craft_2007,Sapelo_River_Site_1_Levee,Juncus roemerianus
Craft_2007,Sapelo_River_Site_1_Plain,Spartina alterniflora
Craft_2007,Sapelo_River_Site_1_Plain,Juncus roemerianus
Craft_2007,Sapelo_River_Site_2_Levee,Spartina alterniflora
Craft_2007,Sapelo_River_Site_2_Plain,Spartina alterniflora
Craft_2007,Sapelo_River_Site_3_Levee,Spartina alterniflora
Craft_2007,Sapelo_River_Site_3_Plain,Spartina alterniflora
CRMS_Database,CRMS0658_1,Spartina patens
CRMS_Database,CRMS0658_2,Spartina patens
CRMS_Database,CRMS0658_3,Spartina patens
CRMS_Database,CRMS0697_1,Spartina patens
CRMS_Database,CRMS0697_2,Spartina patens
CRMS_Database,CRMS0697_3,Spartina patens
CRMS_Database,CRMS0581_1,Spartina patens
CRMS_Database,CRMS0581_2,Spartina patens
CRMS_Database,CRMS0581_3,Spartina patens
CRMS_Database,CRMS0584_1,Spartina patens
CRMS_Database,CRMS0584_2,Spartina patens
CRMS_Database,CRMS0584_3,Spartina patens
CRMS_Database,CRMS0587_1,Spartina patens
CRMS_Database,CRMS0587_2,Spartina patens
CRMS_Database,CRMS0587_3,Spartina patens
CRMS_Database,CRMS0588_1,Spartina patens
CRMS_Database,CRMS0588_2,Spartina patens
