study_id,site_id,core_id,core_latitude,core_longitude,core_position_notes,core_elevation,salinity_class,vegetation_class,inundation_class,core_length_flag
Breithaupt_et_al_2017,Shark_River,WSC02A,25.410175,-80.963883,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC02B,25.410175,-80.963883,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC03,25.392025,-80.997472,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC04_1,25.371689,-81.041956,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC05,25.364094,-81.078481,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Breithaupt_et_al_2017,Shark_River,WSC06_2,25.354158,-81.096778,latitude and longitude from handheld GPS or better,NA,saline,forested,NA,core depth represents deposit depth
Cochran_et_al_1998,Alley_Pond,Alley_Pond,40.761667,-73.751111,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Caumsett_Park,Caumsett_Park,40.939167,-73.483889,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Flax_Pond,Flax_Pond,40.963056,-73.144167,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Goose_Creek,Goose_Creek,40.873889,-73.818333,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Hunter_Island,Hunter_Island,40.878056,-73.788056,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Cochran_et_al_1998,Shelter_Island,Shelter_Island,41.048333,-72.290556,latitude and longitude represented coarse and general site coordinates,NA,saline,emergent,high,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1AL,32.23879,-81.15609,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1AU,32.23818,-81.15608,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1BL,32.23818,-81.15608,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1BU,32.23916,-81.15631,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1CL,32.23916,-81.15631,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S1CU,32.23879,-81.15609,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S2A,32.17553,-81.14383,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S2B,32.17576,-81.14416,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S2C,32.17612,-81.14437,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S3A,32.16736,-81.13668,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S3B,32.16722,-81.13676,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S3C,32.16703,-81.13664,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S4A,32.16744,-81.13593,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S4B,32.16726,-81.13611,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Savannah_River,S4C,32.16713,-81.13591,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1AL,33.55509,-79.08983,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1AU,33.55547,-79.08958,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1BL,33.55547,-79.08958,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1BU,33.5547,-79.08993,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hummock,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1CL,33.5547,-79.08993,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W1CU,33.55509,-79.08983,latitude and longitude from handheld GPS or better,NA,freshwater,forested,hollow,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W2A,33.42238,-79.20777,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W2B,33.42248,-79.20755,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W2C,33.42265,-79.2072,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W3A,33.33987,-79.34209,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W3B,33.34003,-79.3419,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W3C,33.34006,-79.34179,latitude and longitude from handheld GPS or better,NA,freshwater,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W4A,33.34976,-79.34457,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W4B,33.34992,-79.34467,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
Noe_et_al_2013,Waccamaw_River,W4C,33.34984,-79.34427,latitude and longitude from handheld GPS or better,NA,oligohaline,forested,NA,core depth limited by length of corer
CRMS_Database,CRMS0658,CRMS0658_1,30.056711,-93.604326,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0658,CRMS0658_2,30.056711,-93.604326,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0658,CRMS0658_3,30.056711,-93.604326,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0697,CRMS0697_1,30.06418,-93.666988,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0697,CRMS0697_2,30.06418,-93.666988,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0697,CRMS0697_3,30.06418,-93.666988,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0581,CRMS0581_1,29.66477,-92.729306,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0581,CRMS0581_2,29.66477,-92.729306,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0581,CRMS0581_3,29.66477,-92.729306,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0584,CRMS0584_1,29.795418,-92.854309,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0584,CRMS0584_2,29.795418,-92.854309,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0584,CRMS0584_3,29.795418,-92.854309,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0587,CRMS0587_1,29.79542,-92.91681,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0587,CRMS0587_2,29.79542,-92.91681,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0587,CRMS0587_3,29.79542,-92.91681,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0588,CRMS0588_1,29.773641,-92.823057,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0588,CRMS0588_2,29.773641,-92.823057,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0588,CRMS0588_3,29.773641,-92.823057,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0589,CRMS0589_1,29.664771000000002,-92.823058,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0589,CRMS0589_2,29.664771000000002,-92.823058,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0589,CRMS0589_3,29.664771000000002,-92.823058,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0599,CRMS0599_1,29.606705,-92.666806,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,mesohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0599,CRMS0599_2,29.606705,-92.666806,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,mesohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0599,CRMS0599_3,29.606705,-92.666806,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,mesohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0608,CRMS0608_1,29.672031,-92.666805,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0608,CRMS0608_2,29.672031,-92.666805,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0608,CRMS0608_3,29.672031,-92.666805,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0610,CRMS0610_1,29.606704,-92.635555,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,mesohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0610,CRMS0610_2,29.606704,-92.635555,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,mesohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0610,CRMS0610_3,29.606704,-92.635555,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,mesohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0614,CRMS0614_1,29.737355,-92.885559,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0614,CRMS0614_2,29.737355,-92.885559,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0614,CRMS0614_3,29.737355,-92.885559,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0615,CRMS0615_1,29.679287,-92.823058,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0615,CRMS0615_2,29.679287,-92.823058,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0615,CRMS0615_3,29.679287,-92.823058,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0622,CRMS0622_1,29.809934,-92.979312,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0622,CRMS0622_2,29.809934,-92.979312,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0622,CRMS0622_3,29.809934,-92.979312,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0635,CRMS0635_1,29.918808,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0635,CRMS0635_2,29.918808,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0635,CRMS0635_3,29.918808,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0638,CRMS0638_1,29.868002,-93.510571,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0638,CRMS0638_2,29.868002,-93.510571,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0638,CRMS0638_3,29.868002,-93.510571,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0639,CRMS0639_1,29.889774,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0639,CRMS0639_2,29.889774,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0639,CRMS0639_3,29.889774,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0641,CRMS0641_1,29.897032,-93.510572,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0641,CRMS0641_2,29.897032,-93.510572,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0641,CRMS0641_3,29.897032,-93.510572,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0642,CRMS0642_1,29.868002,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0642,CRMS0642_2,29.868002,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0642,CRMS0642_3,29.868002,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0644,CRMS0644_1,29.831711,-93.291817,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0644,CRMS0644_2,29.831711,-93.291817,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0644,CRMS0644_3,29.831711,-93.291817,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0645,CRMS0645_1,29.846225,-93.198066,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0645,CRMS0645_2,29.846225,-93.198066,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0645,CRMS0645_3,29.846225,-93.198066,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0647,CRMS0647_1,29.846228,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0647,CRMS0647_2,29.846228,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0647,CRMS0647_3,29.846228,-93.479321,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0648,CRMS0648_1,29.838967,-93.166816,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0648,CRMS0648_2,29.838967,-93.166816,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0648,CRMS0648_3,29.838967,-93.166816,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0650,CRMS0650_1,29.918807,-93.135567,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0650,CRMS0650_2,29.918807,-93.135567,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0650,CRMS0650_3,29.918807,-93.135567,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0651,CRMS0651_1,29.962356,-93.510572,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0651,CRMS0651_2,29.962356,-93.510572,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0651,CRMS0651_3,29.962356,-93.510572,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0655,CRMS0655_1,29.795421,-93.416819,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0655,CRMS0655_2,29.795421,-93.416819,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0655,CRMS0655_3,29.795421,-93.416819,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0656,CRMS0656_1,30.020421,-93.260568,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0656,CRMS0656_2,30.020421,-93.260568,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0656,CRMS0656_3,30.020421,-93.260568,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0660,CRMS0660_1,29.918808,-93.666826,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0660,CRMS0660_2,29.918808,-93.666826,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0660,CRMS0660_3,29.918808,-93.666826,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0661,CRMS0661_1,29.846227,-93.635574,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0661,CRMS0661_2,29.846227,-93.635574,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0661,CRMS0661_3,29.846227,-93.635574,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0662,CRMS0662_1,30.034938,-93.698079,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0662,CRMS0662_2,30.034938,-93.698079,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0662,CRMS0662_3,30.034938,-93.698079,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0663,CRMS0663_1,30.013162,-93.698079,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0663,CRMS0663_2,30.013162,-93.698079,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0663,CRMS0663_3,30.013162,-93.698079,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0665,CRMS0665_1,29.962356,-93.698078,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0665,CRMS0665_2,29.962356,-93.698078,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0665,CRMS0665_3,29.962356,-93.698078,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0669,CRMS0669_1,29.882515,-93.729327,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0669,CRMS0669_2,29.882515,-93.729327,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0669,CRMS0669_3,29.882515,-93.729327,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0672,CRMS0672_1,29.831712,-93.41682,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0672,CRMS0672_2,29.831712,-93.41682,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0672,CRMS0672_3,29.831712,-93.41682,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,emergent,NA,core depth limited by length of corer
CRMS_Database,CRMS0677,CRMS0677_1,29.853486,-93.541822,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0677,CRMS0677_2,29.853486,-93.541822,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0677,CRMS0677_3,29.853486,-93.541822,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0680,CRMS0680_1,29.773647,-93.510571,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0680,CRMS0680_2,29.773647,-93.510571,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,oligohaline,NA,NA,core depth limited by length of corer
